sequence_id,split,step,row_type,component,reading,alert_label
TR-0050,training,2,reading,K,-0.25,0
TR-0050,training,3,reading,G,-0.25,0
TR-0050,training,4,reading,C,2.2469,0
TR-0050,training,5,reading,F,-1.7028,0
TR-0050,training,6,reading,J,0.704,0
TR-0050,training,7,reading,E,-1.5872,0
TR-0050,training,8,reading,D,0.3413,0
TR-0050,training,9,reading,H,2.2542,0
TR-0050,training,10,reading,I,0.25,0
TR-0050,training,11,reading,L,1.626,0
TR-0050,training,12,query,A,,0
TR-0051,training,0,reading,H,-0.8898,0
TR-0051,training,1,reading,A,1.8455,0
TR-0051,training,2,reading,J,0.8429,0
TR-0051,training,3,reading,F,-0.7778,0
TR-0051,training,4,reading,K,0.25,0
TR-0051,training,5,reading,G,-1.1046,0
TR-0051,training,6,reading,D,1.3107,0
TR-0051,training,7,reading,L,1.6175,0
TR-0051,training,8,reading,I,-0.4461,0
TR-0051,training,9,reading,B,-2.1326,0
TR-0051,training,10,reading,C,-0.25,0
TR-0051,training,11,reading,E,0.9469,0
TR-0051,training,12,query,I,,0
TR-0052,training,0,reading,A,-1.5146,1
TR-0052,training,1,reading,D,-2.1361,1
TR-0052,training,2,reading,I,-1.3563,1
TR-0052,training,3,reading,F,-0.3906,1
TR-0052,training,4,reading,L,-0.6461,1
TR-0052,training,5,reading,H,0.25,1
TR-0052,training,6,reading,G,1.7331,1
TR-0052,training,7,reading,J,-0.8558,1
TR-0052,training,8,reading,E,0.2984,1
TR-0052,training,9,reading,K,1.6242,1
TR-0052,training,10,reading,C,0.25,1
TR-0052,training,11,reading,B,0.25,1
TR-0052,training,12,query,H,,1
TR-0053,training,0,reading,K,-0.4089,1
TR-0053,training,1,reading,F,-0.6432,1
TR-0053,training,2,reading,G,1.1565,1
TR-0053,training,3,reading,A,-0.8346,1
TR-0053,training,4,reading,I,-0.25,1
TR-0053,training,5,reading,B,1.8606,1
TR-0053,training,6,reading,L,1.7328,1
TR-0053,training,7,reading,H,0.4584,1
TR-0053,training,8,reading,J,-1.4462,1
TR-0053,training,9,reading,C,-1.2359,1
TR-0053,training,10,reading,E,0.7078,1
TR-0053,training,11,reading,D,2.7605,1
TR-0053,training,12,query,D,,1
TR-0054,training,0,reading,D,0.25,0
TR-0054,training,1,reading,E,0.6815,0
TR-0054,training,2,reading,J,0.7666,0
TR-0054,training,3,reading,L,0.25,0
TR-0054,training,4,reading,C,-0.4566,0
TR-0054,training,5,reading,B,0.25,0
TR-0054,training,6,reading,A,2.1142,0
TR-0054,training,7,reading,G,0.8278,0
TR-0054,training,8,reading,I,1.9973,0
TR-0054,training,9,reading,K,-1.1613,0
TR-0054,training,10,reading,F,-0.4908,0
TR-0054,training,11,reading,H,-0.7472,0
TR-0054,training,12,query,F,,0
TR-0055,training,0,reading,L,-0.3317,1
TR-0055,training,1,reading,H,0.6474,1
TR-0055,training,2,reading,E,0.25,1
TR-0055,training,3,reading,A,-1.6692,1
TR-0055,training,4,reading,D,-0.2862,1
TR-0055,training,5,reading,G,-0.25,1
TR-0055,training,6,reading,I,-0.3306,1
TR-0055,training,7,reading,C,-1.2834,1
TR-0055,training,8,reading,J,1.285,1
TR-0055,training,9,reading,F,2.8668,1
TR-0055,training,10,reading,K,1.2414,1
TR-0055,training,11,reading,B,2.317,1
TR-0055,training,12,query,J,,1
TR-0056,training,0,reading,G,0.8423,1
TR-0056,training,1,reading,E,1.2506,1
TR-0056,training,2,reading,B,0.25,1
TR-0056,training,3,reading,A,-1.0635,1
TR-0056,training,4,reading,F,-0.723,1
TR-0056,training,5,reading,L,-0.508,1
TR-0056,training,6,reading,J,0.25,1
TR-0056,training,7,reading,C,-0.9884,1
TR-0056,training,8,reading,D,1.276,1
TR-0056,training,9,reading,H,0.25,1
TR-0056,training,10,reading,I,0.25,1
TR-0056,training,11,reading,K,1.0884,1
TR-0056,training,12,query,J,,1
TR-0057,training,0,reading,C,0.3329,1
TR-0057,training,1,reading,A,0.6192,1
TR-0057,training,2,reading,F,-0.25,1
TR-0057,training,3,reading,K,0.25,1
TR-0057,training,4,reading,L,-0.3412,1
TR-0057,training,5,reading,E,-0.3737,1
TR-0057,training,6,reading,J,-0.2831,1
TR-0057,training,7,reading,H,-0.6704,1
TR-0057,training,8,reading,I,-0.3488,1
TR-0057,training,9,reading,B,-0.25,1
TR-0057,training,10,reading,G,0.7415,1
TR-0057,training,11,reading,D,-0.25,1
TR-0057,training,12,query,C,,1
TR-0058,training,0,reading,L,0.5418,1
TR-0058,training,1,reading,G,0.5996,1
TR-0058,training,2,reading,J,1.2454,1
TR-0058,training,3,reading,A,1.1468,1
TR-0058,training,4,reading,E,-0.25,1
TR-0058,training,5,reading,B,1.3086,1
TR-0058,training,6,reading,D,1.0629,1
TR-0058,training,7,reading,K,-0.7893,1
TR-0058,training,8,reading,C,-1.0936,1
TR-0058,training,9,reading,I,-0.8794,1
TR-0058,training,10,reading,H,-0.2786,1
TR-0058,training,11,reading,F,-0.25,1
TR-0058,training,12,query,L,,1
TR-0059,training,0,reading,A,-1.5765,0
TR-0059,training,1,reading,L,-2.2239,0
TR-0059,training,2,reading,G,0.7602,0
TR-0059,training,3,reading,F,-0.25,0
TR-0059,training,4,reading,H,-1.7351,0
TR-0059,training,5,reading,C,-0.5835,0
TR-0059,training,6,reading,B,0.5432,0
TR-0059,training,7,reading,D,1.1876,0
TR-0059,training,8,reading,E,1.5429,0
TR-0059,training,9,reading,I,0.4777,0
TR-0059,training,10,reading,K,0.6909,0
TR-0059,training,11,reading,J,-0.25,0
TR-0059,training,12,query,J,,0
TR-0060,training,0,reading,J,0.25,0
TR-0060,training,1,reading,C,-0.5632,0
TR-0060,training,2,reading,I,-0.25,0
TR-0060,training,3,reading,E,1.6365,0
TR-0060,training,4,reading,L,-0.7251,0
TR-0060,training,5,reading,K,-1.0058,0
TR-0060,training,6,reading,H,-0.25,0
TR-0060,training,7,reading,F,1.8616,0
TR-0060,training,8,reading,B,-1.386,0
TR-0060,training,9,reading,G,-0.25,0
TR-0060,training,10,reading,D,-1.0788,0
TR-0060,training,11,reading,A,1.0322,0
TR-0060,training,12,query,L,,0
TR-0061,training,0,reading,B,0.2562,1
TR-0061,training,1,reading,K,0.25,1
TR-0061,training,2,reading,L,-0.9326,1
TR-0061,training,3,reading,E,0.25,1
TR-0061,training,4,reading,F,0.8196,1
TR-0061,training,5,reading,I,-1.6115,1
TR-0061,training,6,reading,G,0.6587,1
TR-0061,training,7,reading,H,-0.7787,1
TR-0061,training,8,reading,A,-0.6603,1
TR-0061,training,9,reading,D,1.4319,1
TR-0061,training,10,reading,J,0.25,1
TR-0061,training,11,reading,C,2.2071,1
TR-0061,training,12,query,K,,1
TR-0062,training,0,reading,C,0.5898,0
TR-0062,training,1,reading,J,-1.1238,0
TR-0062,training,2,reading,B,-1.9554,0
TR-0062,training,3,reading,D,1.467,0
TR-0062,training,4,reading,H,0.4238,0
TR-0062,training,5,reading,L,-1.7778,0
TR-0062,training,6,reading,E,-0.4701,0
TR-0062,training,7,reading,F,0.6077,0
TR-0062,training,8,reading,I,-0.5042,0
TR-0062,training,9,reading,G,0.25,0
TR-0062,training,10,reading,A,-1.3905,0
TR-0062,training,11,reading,K,0.3714,0
TR-0062,training,12,query,L,,0
TR-0063,training,0,reading,L,0.6776,0
TR-0063,training,1,reading,B,-0.25,0
TR-0063,training,2,reading,H,0.25,0
TR-0063,training,3,reading,G,-1.0584,0
TR-0063,training,4,reading,E,-0.25,0
TR-0063,training,5,reading,K,-0.7803,0
TR-0063,training,6,reading,C,-0.25,0
TR-0063,training,7,reading,I,-0.3554,0
TR-0063,training,8,reading,D,-0.3486,0
TR-0063,training,9,reading,F,-1.7994,0
TR-0063,training,10,reading,A,-1.0321,0
TR-0063,training,11,reading,J,-0.25,0
TR-0063,training,12,query,J,,0
TR-0064,training,0,reading,C,-0.9873,0
TR-0064,training,1,reading,F,0.8819,0
TR-0064,training,2,reading,L,0.2505,0
TR-0064,training,3,reading,D,-0.25,0
TR-0064,training,4,reading,E,0.424,0
TR-0064,training,5,reading,J,-1.1031,0
TR-0064,training,6,reading,H,-1.1518,0
TR-0064,training,7,reading,A,-0.25,0
TR-0064,training,8,reading,I,0.25,0
TR-0064,training,9,reading,K,-1.3599,0
TR-0064,training,10,reading,G,-0.589,0
TR-0064,training,11,reading,B,0.25,0
TR-0064,training,12,query,D,,0
TR-0065,training,0,reading,J,-0.8484,0
TR-0065,training,1,reading,C,1.5248,0
TR-0065,training,2,reading,I,0.8791,0
TR-0065,training,3,reading,E,-0.25,0
TR-0065,training,4,reading,B,0.7388,0
TR-0065,training,5,reading,F,-0.25,0
TR-0065,training,6,reading,H,-0.4897,0
TR-0065,training,7,reading,A,-1.8909,0
TR-0065,training,8,reading,L,0.4113,0
TR-0065,training,9,reading,D,-1.0934,0
TR-0065,training,10,reading,K,-1.3997,0
TR-0065,training,11,reading,G,0.7413,0
TR-0065,training,12,query,A,,0
TR-0066,training,0,reading,L,-0.6151,0
TR-0066,training,1,reading,F,-0.7286,0
TR-0066,training,2,reading,B,0.25,0
TR-0066,training,3,reading,I,-2.0563,0
TR-0066,training,4,reading,E,0.3966,0
TR-0066,training,5,reading,D,-0.6599,0
TR-0066,training,6,reading,H,-1.2148,0
TR-0066,training,7,reading,A,-0.4612,0
TR-0066,training,8,reading,K,0.7802,0
TR-0066,training,9,reading,C,-0.2588,0
TR-0066,training,10,reading,G,-1.4995,0
TR-0066,training,11,reading,J,-0.8927,0
TR-0066,training,12,query,A,,0
TR-0067,training,0,reading,J,0.2756,0
TR-0067,training,1,reading,E,-0.6495,0
TR-0067,training,2,reading,B,-0.5044,0
TR-0067,training,3,reading,H,-0.3246,0
TR-0067,training,4,reading,K,-0.25,0
TR-0067,training,5,reading,D,0.3603,0
TR-0067,training,6,reading,F,3.6582,0
TR-0067,training,7,reading,C,-0.6468,0
TR-0067,training,8,reading,A,1.3493,0
TR-0067,training,9,reading,G,-0.8459,0
TR-0067,training,10,reading,I,1.1974,0
TR-0067,training,11,reading,L,0.25,0
TR-0067,training,12,query,K,,0
TR-0068,training,0,reading,F,0.3283,1
TR-0068,training,1,reading,A,-0.4755,1
TR-0068,training,2,reading,G,0.25,1
TR-0068,training,3,reading,K,0.25,1
TR-0068,training,4,reading,J,-0.25,1
TR-0068,training,5,reading,D,-0.25,1
TR-0068,training,6,reading,L,-0.8419,1
TR-0068,training,7,reading,H,0.25,1
TR-0068,training,8,reading,C,-0.7302,1
TR-0068,training,9,reading,I,-1.3272,1
TR-0068,training,10,reading,E,-0.25,1
TR-0068,training,11,reading,B,0.25,1
TR-0068,training,12,query,G,,1
TR-0069,training,0,reading,C,-1.06,0
TR-0069,training,1,reading,H,-1.3513,0
TR-0069,training,2,reading,L,0.25,0
TR-0069,training,3,reading,G,-0.4546,0
TR-0069,training,4,reading,F,-0.25,0
TR-0069,training,5,reading,J,0.5125,0
TR-0069,training,6,reading,I,-0.5919,0
TR-0069,training,7,reading,A,-1.2692,0
TR-0069,training,8,reading,E,-1.1439,0
TR-0069,training,9,reading,D,-0.3419,0
TR-0069,training,10,reading,K,0.9159,0
TR-0069,training,11,reading,B,-0.6003,0
TR-0069,training,12,query,E,,0
TR-0070,training,0,reading,A,-0.25,0
TR-0070,training,1,reading,G,-0.25,0
TR-0070,training,2,reading,C,-1.7667,0
TR-0070,training,3,reading,I,-0.7385,0
TR-0070,training,4,reading,B,0.6776,0
TR-0070,training,5,reading,K,-1.5956,0
TR-0070,training,6,reading,D,-0.9889,0
TR-0070,training,7,reading,H,0.25,0
TR-0070,training,8,reading,F,0.25,0
TR-0070,training,9,reading,E,-2.0505,0
TR-0070,training,10,reading,J,0.5089,0
TR-0070,training,11,reading,L,-2.4822,0
TR-0070,training,12,query,A,,0
TR-0071,training,0,reading,G,1.6014,1
TR-0071,training,1,reading,L,0.25,1
TR-0071,training,2,reading,D,-0.25,1
TR-0071,training,3,reading,E,-0.7311,1
TR-0071,training,4,reading,J,0.4193,1
TR-0071,training,5,reading,A,1.3488,1
TR-0071,training,6,reading,F,0.2598,1
TR-0071,training,7,reading,I,1.335,1
TR-0071,training,8,reading,C,0.3734,1
TR-0071,training,9,reading,K,-0.25,1
TR-0071,training,10,reading,B,0.7474,1
TR-0071,training,11,reading,H,-0.25,1
TR-0071,training,12,query,B,,1
TR-0072,training,0,reading,I,1.2498,0
TR-0072,training,1,reading,E,0.8889,0
TR-0072,training,2,reading,G,-1.8478,0
TR-0072,training,3,reading,K,1.1335,0
TR-0072,training,4,reading,H,-1.9574,0
TR-0072,training,5,reading,F,-0.25,0
TR-0072,training,6,reading,J,0.7666,0
TR-0072,training,7,reading,L,-0.9772,0
TR-0072,training,8,reading,B,-0.25,0
TR-0072,training,9,reading,C,2.0133,0
TR-0072,training,10,reading,A,-1.084,0
TR-0072,training,11,reading,D,-0.9657,0
TR-0072,training,12,query,G,,0
TR-0073,training,0,reading,A,-0.25,0
TR-0073,training,1,reading,D,0.3788,0
TR-0073,training,2,reading,K,-0.8556,0
TR-0073,training,3,reading,F,0.25,0
TR-0073,training,4,reading,G,1.0238,0
TR-0073,training,5,reading,C,1.9987,0
TR-0073,training,6,reading,B,0.6424,0
TR-0073,training,7,reading,E,-0.8861,0
TR-0073,training,8,reading,L,-0.4861,0
TR-0073,training,9,reading,I,0.25,0
TR-0073,training,10,reading,H,0.6963,0
TR-0073,training,11,reading,J,0.4989,0
TR-0073,training,12,query,K,,0
TR-0074,training,0,reading,C,0.3513,0
TR-0074,training,1,reading,E,-1.5199,0
TR-0074,training,2,reading,H,0.5363,0
TR-0074,training,3,reading,I,-0.25,0
TR-0074,training,4,reading,G,-0.2934,0
TR-0074,training,5,reading,J,-1.1985,0
TR-0074,training,6,reading,L,-2.1151,0
TR-0074,training,7,reading,D,-0.5442,0
TR-0074,training,8,reading,B,-1.7191,0
TR-0074,training,9,reading,K,0.603,0
TR-0074,training,10,reading,F,0.9399,0
TR-0074,training,11,reading,A,-0.7916,0
TR-0074,training,12,query,I,,0
TR-0075,training,0,reading,C,1.1581,1
TR-0075,training,1,reading,J,-0.6366,1
TR-0075,training,2,reading,I,0.25,1
TR-0075,training,3,reading,E,-0.741,1
TR-0075,training,4,reading,K,-0.9511,1
TR-0075,training,5,reading,F,0.25,1
TR-0075,training,6,reading,A,-0.3888,1
TR-0075,training,7,reading,H,-1.0857,1
TR-0075,training,8,reading,L,0.8889,1
TR-0075,training,9,reading,B,-1.492,1
TR-0075,training,10,reading,G,2.1196,1
TR-0075,training,11,reading,D,-1.5649,1
TR-0075,training,12,query,G,,1
TR-0076,training,0,reading,G,-0.8389,0
TR-0076,training,1,reading,B,-1.0326,0
TR-0076,training,2,reading,J,-1.4164,0
TR-0076,training,3,reading,D,-0.25,0
TR-0076,training,4,reading,E,1.0849,0
TR-0076,training,5,reading,H,0.7658,0
TR-0076,training,6,reading,C,-1.2843,0
TR-0076,training,7,reading,L,0.25,0
TR-0076,training,8,reading,I,0.5107,0
TR-0076,training,9,reading,A,0.3584,0
TR-0076,training,10,reading,F,-1.3349,0
TR-0076,training,11,reading,K,-0.25,0
TR-0076,training,12,query,D,,0
TR-0077,training,0,reading,L,-1.2361,0
TR-0077,training,1,reading,B,-0.2991,0
TR-0077,training,2,reading,K,0.27,0
TR-0077,training,3,reading,E,0.6048,0
TR-0077,training,4,reading,A,-0.7745,0
TR-0077,training,5,reading,F,-0.25,0
TR-0077,training,6,reading,J,-0.2617,0
TR-0077,training,7,reading,C,1.1108,0
TR-0077,training,8,reading,I,0.5177,0
TR-0077,training,9,reading,H,0.3015,0
TR-0077,training,10,reading,G,-0.7997,0
TR-0077,training,11,reading,D,-0.25,0
TR-0077,training,12,query,D,,0
TR-0078,training,0,reading,J,-0.4637,0
TR-0078,training,1,reading,A,-0.25,0
TR-0078,training,2,reading,L,-0.25,0
TR-0078,training,3,reading,C,-0.25,0
TR-0078,training,4,reading,F,-0.3621,0
TR-0078,training,5,reading,I,-1.0623,0
TR-0078,training,6,reading,H,-0.25,0
TR-0078,training,7,reading,G,-1.3366,0
TR-0078,training,8,reading,D,-1.6421,0
TR-0078,training,9,reading,E,-1.3241,0
TR-0078,training,10,reading,K,2.0293,0
TR-0078,training,11,reading,B,-0.866,0
TR-0078,training,12,query,J,,0
TR-0079,training,0,reading,L,0.25,1
TR-0079,training,1,reading,K,-0.5028,1
TR-0079,training,2,reading,H,-0.7074,1
TR-0079,training,3,reading,C,-0.25,1
TR-0079,training,4,reading,D,-1.4233,1
TR-0079,training,5,reading,B,-0.4241,1
TR-0079,training,6,reading,E,-2.025,1
TR-0079,training,7,reading,G,-1.1647,1
TR-0079,training,8,reading,J,0.3059,1
TR-0079,training,9,reading,A,0.3031,1
TR-0079,training,10,reading,F,0.8535,1
TR-0079,training,11,reading,I,0.2725,1
TR-0079,training,12,query,J,,1
TR-0080,training,0,reading,G,-0.25,0
TR-0080,training,1,reading,H,-0.9091,0
TR-0080,training,2,reading,C,-1.1309,0
TR-0080,training,3,reading,I,-0.6412,0
TR-0080,training,4,reading,F,1.7967,0
TR-0080,training,5,reading,K,-0.25,0
TR-0080,training,6,reading,B,-0.3712,0
TR-0080,training,7,reading,E,0.25,0
TR-0080,training,8,reading,A,-0.25,0
TR-0080,training,9,reading,L,0.25,0
TR-0080,training,10,reading,J,-0.25,0
TR-0080,training,11,reading,D,-1.2537,0
TR-0080,training,12,query,D,,0
TR-0081,training,0,reading,J,0.7324,1
TR-0081,training,1,reading,F,-0.7559,1
TR-0081,training,2,reading,K,1.3419,1
TR-0081,training,3,reading,E,-0.25,1
TR-0081,training,4,reading,H,0.8718,1
TR-0081,training,5,reading,I,-0.5523,1
TR-0081,training,6,reading,L,0.25,1
TR-0081,training,7,reading,C,0.3351,1
TR-0081,training,8,reading,B,0.737,1
TR-0081,training,9,reading,A,-0.6732,1
TR-0081,training,10,reading,D,-0.25,1
TR-0081,training,11,reading,G,-0.9831,1
TR-0081,training,12,query,C,,1
TR-0082,training,0,reading,G,-0.25,0
TR-0082,training,1,reading,B,0.5699,0
TR-0082,training,2,reading,C,-2.488,0
TR-0082,training,3,reading,A,-0.2884,0
TR-0082,training,4,reading,I,-0.6718,0
TR-0082,training,5,reading,K,-0.2987,0
TR-0082,training,6,reading,L,-0.25,0
TR-0082,training,7,reading,F,-0.25,0
TR-0082,training,8,reading,D,1.8909,0
TR-0082,training,9,reading,H,0.8965,0
TR-0082,training,10,reading,J,1.7537,0
TR-0082,training,11,reading,E,-0.7536,0
TR-0082,training,12,query,K,,0
TR-0083,training,0,reading,F,0.7957,1
TR-0083,training,1,reading,D,-0.25,1
TR-0083,training,2,reading,L,-0.3143,1
TR-0083,training,3,reading,A,1.5823,1
TR-0083,training,4,reading,G,0.25,1
TR-0083,training,5,reading,I,0.5924,1
TR-0083,training,6,reading,C,1.7694,1
TR-0083,training,7,reading,E,-1.6194,1
TR-0083,training,8,reading,B,1.0462,1
TR-0083,training,9,reading,J,1.4204,1
TR-0083,training,10,reading,H,0.2803,1
TR-0083,training,11,reading,K,-0.4891,1
TR-0083,training,12,query,F,,1
TR-0084,training,0,reading,D,1.0873,1
TR-0084,training,1,reading,A,0.364,1
TR-0084,training,2,reading,E,-0.3694,1
TR-0084,training,3,reading,C,0.25,1
TR-0084,training,4,reading,I,0.25,1
TR-0084,training,5,reading,F,1.2137,1
TR-0084,training,6,reading,B,1.6399,1
TR-0084,training,7,reading,G,-0.4779,1
TR-0084,training,8,reading,J,-0.2514,1
TR-0084,training,9,reading,L,0.8119,1
TR-0084,training,10,reading,H,0.5313,1
TR-0084,training,11,reading,K,-1.3585,1
TR-0084,training,12,query,H,,1
TR-0085,training,0,reading,I,1.3276,1
TR-0085,training,1,reading,E,0.25,1
TR-0085,training,2,reading,D,0.5021,1
TR-0085,training,3,reading,C,0.3705,1
TR-0085,training,4,reading,A,-0.25,1
TR-0085,training,5,reading,L,-2.0207,1
TR-0085,training,6,reading,F,-0.25,1
TR-0085,training,7,reading,B,-0.9244,1
TR-0085,training,8,reading,K,2.3574,1
TR-0085,training,9,reading,H,0.4544,1
TR-0085,training,10,reading,G,0.5991,1
TR-0085,training,11,reading,J,0.5061,1
TR-0085,training,12,query,I,,1
TR-0086,training,0,reading,D,1.1246,1
TR-0086,training,1,reading,J,0.6559,1
TR-0086,training,2,reading,A,-0.9364,1
TR-0086,training,3,reading,E,1.7914,1
TR-0086,training,4,reading,F,-1.4376,1
TR-0086,training,5,reading,K,-0.588,1
TR-0086,training,6,reading,C,-1.4094,1
TR-0086,training,7,reading,I,1.6972,1
TR-0086,training,8,reading,B,-1.1661,1
TR-0086,training,9,reading,L,-0.25,1
TR-0086,training,10,reading,H,-1.2835,1
TR-0086,training,11,reading,G,-0.2629,1
TR-0086,training,12,query,D,,1
TR-0087,training,0,reading,B,-0.5597,0
TR-0087,training,1,reading,H,-1.1465,0
TR-0087,training,2,reading,D,-0.25,0
TR-0087,training,3,reading,J,2.0581,0
TR-0087,training,4,reading,I,0.9897,0
TR-0087,training,5,reading,L,-0.25,0
TR-0087,training,6,reading,A,-1.01,0
TR-0087,training,7,reading,F,0.267,0
TR-0087,training,8,reading,G,-0.4342,0
TR-0087,training,9,reading,E,0.3851,0
TR-0087,training,10,reading,C,-0.9709,0
TR-0087,training,11,reading,K,1.2433,0
TR-0087,training,12,query,A,,0
TR-0088,training,0,reading,C,0.7211,1
TR-0088,training,1,reading,K,-2.1859,1
TR-0088,training,2,reading,F,0.6328,1
TR-0088,training,3,reading,H,0.6654,1
TR-0088,training,4,reading,D,0.25,1
TR-0088,training,5,reading,B,0.25,1
TR-0088,training,6,reading,E,-0.25,1
TR-0088,training,7,reading,J,0.319,1
TR-0088,training,8,reading,I,-1.6705,1
TR-0088,training,9,reading,L,1.0089,1
TR-0088,training,10,reading,G,1.1311,1
TR-0088,training,11,reading,A,1.2708,1
TR-0088,training,12,query,J,,1
TR-0089,training,0,reading,F,-0.8833,1
TR-0089,training,1,reading,K,-0.8138,1
TR-0089,training,2,reading,I,-0.9046,1
TR-0089,training,3,reading,B,1.2129,1
TR-0089,training,4,reading,G,-1.1136,1
TR-0089,training,5,reading,L,0.5138,1
TR-0089,training,6,reading,J,-0.6073,1
TR-0089,training,7,reading,C,0.4338,1
TR-0089,training,8,reading,E,0.5162,1
TR-0089,training,9,reading,H,1.6812,1
TR-0089,training,10,reading,A,-0.5962,1
TR-0089,training,11,reading,D,-1.0628,1
TR-0089,training,12,query,H,,1
TR-0090,training,0,reading,C,-0.6894,1
TR-0090,training,1,reading,J,-0.6196,1
TR-0090,training,2,reading,F,0.3209,1
TR-0090,training,3,reading,I,1.4655,1
TR-0090,training,4,reading,B,-1.5286,1
TR-0090,training,5,reading,K,-0.9076,1
TR-0090,training,6,reading,G,1.0623,1
TR-0090,training,7,reading,D,0.2937,1
TR-0090,training,8,reading,L,1.0707,1
TR-0090,training,9,reading,E,0.9405,1
TR-0090,training,10,reading,H,-0.6811,1
TR-0090,training,11,reading,A,1.3331,1
TR-0090,training,12,query,D,,1
TR-0091,training,0,reading,J,-0.8698,1
TR-0091,training,1,reading,C,0.4378,1
TR-0091,training,2,reading,K,-1.0088,1
TR-0091,training,3,reading,D,-0.981,1
TR-0091,training,4,reading,A,-0.9399,1
TR-0091,training,5,reading,F,-1.0233,1
TR-0091,training,6,reading,B,0.498,1
TR-0091,training,7,reading,G,0.25,1
TR-0091,training,8,reading,H,0.3651,1
TR-0091,training,9,reading,L,0.9746,1
TR-0091,training,10,reading,I,0.5331,1
TR-0091,training,11,reading,E,-0.5673,1
TR-0091,training,12,query,G,,1
TR-0092,training,0,reading,C,-0.5302,1
TR-0092,training,1,reading,D,1.069,1
TR-0092,training,2,reading,E,-0.25,1
TR-0092,training,3,reading,H,-0.25,1
TR-0092,training,4,reading,L,0.25,1
TR-0092,training,5,reading,G,-0.422,1
TR-0092,training,6,reading,F,0.6774,1
TR-0092,training,7,reading,B,-1.9842,1
TR-0092,training,8,reading,K,1.7183,1
TR-0092,training,9,reading,A,0.4182,1
TR-0092,training,10,reading,J,-2.4292,1
TR-0092,training,11,reading,I,-1.0456,1
