station_hour_id,hour,hour_sin,hour_cos,temperature_c,rain_mm,weekend,nearby_event,bikes_available,empty_docks,next_hour_rentals,empty_next_hour
BS-1452,3,0.70711,0.70711,25.1,2.3,0,0,20,20,3,0
BS-1453,4,0.86603,0.5,30.7,0.0,0,1,17,23,20,1
BS-1454,6,1.0,0.0,23.6,0.0,0,1,11,29,31,1
BS-1455,15,-0.70711,-0.70711,6.1,1.9,1,0,1,39,18,1
BS-1456,4,0.86603,0.5,15.4,0.0,0,0,27,13,8,0
BS-1457,13,-0.25882,-0.96593,12.6,0.9,0,0,16,24,16,0
BS-1458,15,-0.70711,-0.70711,7.6,1.6,0,0,13,27,22,0
BS-1459,9,0.70711,-0.70711,14.4,0.0,0,0,14,26,31,1
BS-1460,12,0.0,-1.0,12.6,3.6,1,0,8,32,4,0
BS-1461,15,-0.70711,-0.70711,20.2,0.0,1,0,11,29,26,1
BS-1462,10,0.5,-0.86603,18.2,2.3,0,1,8,32,23,0
BS-1463,5,0.96593,0.25882,19.7,0.0,0,0,15,25,11,0
BS-1464,17,-0.96593,-0.25882,33.6,0.0,0,1,8,32,50,1
BS-1465,7,0.96593,-0.25882,15.8,1.6,0,0,9,31,16,0
BS-1466,22,-0.5,0.86603,18.8,0.0,0,0,14,26,8,0
BS-1467,2,0.5,0.86603,1.2,0.0,0,0,30,10,4,0
BS-1468,23,-0.25882,0.96593,23.9,0.0,0,1,29,11,20,0
BS-1469,18,-1.0,-0.0,18.2,0.0,0,0,16,24,34,0
BS-1470,22,-0.5,0.86603,12.1,0.0,1,0,27,13,5,0
BS-1471,14,-0.5,-0.86603,14.9,0.0,0,0,11,29,22,1
BS-1472,17,-0.96593,-0.25882,20.3,1.2,1,0,10,30,20,0
BS-1473,23,-0.25882,0.96593,5.9,0.0,0,0,24,16,1,0
BS-1474,8,0.86603,-0.5,23.5,0.0,0,0,18,22,25,0
BS-1475,15,-0.70711,-0.70711,3.6,0.0,0,0,14,26,17,0
BS-1476,10,0.5,-0.86603,11.2,3.1,0,0,7,33,11,0
BS-1477,13,-0.25882,-0.96593,13.3,0.0,0,0,29,11,10,0
BS-1478,11,0.25882,-0.96593,20.4,1.9,0,0,18,22,12,0
BS-1479,20,-0.86603,0.5,29.9,0.0,0,0,20,20,19,0
BS-1480,22,-0.5,0.86603,19.6,0.0,0,0,23,17,6,0
BS-1481,2,0.5,0.86603,8.8,0.0,0,0,10,30,0,0
BS-1482,10,0.5,-0.86603,13.6,0.0,0,0,11,29,16,0
BS-1483,14,-0.5,-0.86603,23.8,0.4,0,0,4,36,15,1
BS-1484,23,-0.25882,0.96593,9.6,0.0,0,0,24,16,4,0
BS-1485,9,0.70711,-0.70711,17.4,0.0,0,0,15,25,20,0
BS-1486,21,-0.70711,0.70711,20.2,0.0,0,1,17,23,22,0
BS-1487,14,-0.5,-0.86603,4.6,0.0,1,0,15,25,24,1
BS-1488,10,0.5,-0.86603,11.0,4.6,0,0,15,25,4,0
BS-1489,2,0.5,0.86603,7.1,2.2,0,0,21,19,0,0
BS-1490,17,-0.96593,-0.25882,19.5,0.0,1,1,19,21,24,0
BS-1491,15,-0.70711,-0.70711,26.1,0.0,0,0,8,32,38,1
BS-1492,2,0.5,0.86603,31.4,0.0,0,0,7,33,8,0
BS-1493,1,0.25882,0.96593,18.9,0.0,1,0,1,39,13,1
BS-1494,9,0.70711,-0.70711,12.6,0.0,0,0,18,22,24,0
BS-1495,13,-0.25882,-0.96593,7.0,1.5,0,1,23,17,21,0
BS-1496,7,0.96593,-0.25882,24.9,0.0,1,0,10,30,22,0
BS-1497,14,-0.5,-0.86603,5.7,0.0,0,0,17,23,20,0
BS-1498,16,-0.86603,-0.5,3.7,4.9,1,0,13,27,6,0
BS-1499,8,0.86603,-0.5,18.8,0.0,0,1,4,36,40,1
BS-1500,12,0.0,-1.0,19.8,0.0,1,0,10,30,17,0
BS-1501,22,-0.5,0.86603,27.8,0.0,0,0,24,16,6,0
BS-1502,21,-0.70711,0.70711,20.4,0.0,0,0,9,31,19,1
BS-1503,23,-0.25882,0.96593,24.7,0.0,0,1,1,39,13,1
BS-1504,20,-0.86603,0.5,12.5,0.0,1,1,7,33,19,0
BS-1505,5,0.96593,0.25882,17.8,0.0,0,0,23,17,14,0
BS-1506,12,0.0,-1.0,25.0,0.0,0,0,12,28,18,0
BS-1507,2,0.5,0.86603,8.3,0.0,0,0,17,23,4,0
BS-1508,6,1.0,0.0,13.7,0.0,1,0,15,25,13,0
BS-1509,1,0.25882,0.96593,11.2,2.7,0,0,11,29,1,0
BS-1510,14,-0.5,-0.86603,19.2,2.4,1,0,21,19,24,0
BS-1511,2,0.5,0.86603,18.7,0.0,0,0,2,38,6,0
BS-1512,18,-1.0,-0.0,4.8,0.8,0,0,9,31,21,0
BS-1513,14,-0.5,-0.86603,7.5,0.0,1,0,3,37,18,1
BS-1514,21,-0.70711,0.70711,10.6,0.0,0,0,14,26,10,0
BS-1515,10,0.5,-0.86603,15.8,0.0,0,0,8,32,20,0
BS-1516,20,-0.86603,0.5,3.8,0.0,0,0,24,16,12,0
BS-1517,8,0.86603,-0.5,21.0,0.0,0,0,9,31,16,0
BS-1518,23,-0.25882,0.96593,3.0,0.0,0,0,13,27,1,0
BS-1519,20,-0.86603,0.5,31.4,0.0,0,0,1,39,13,1
BS-1520,3,0.70711,0.70711,16.2,12.9,1,0,21,19,1,0
BS-1521,20,-0.86603,0.5,9.2,4.3,0,1,17,23,12,0
BS-1522,5,0.96593,0.25882,23.6,6.3,0,1,16,24,4,0
BS-1523,15,-0.70711,-0.70711,24.7,0.0,1,0,1,39,29,1
BS-1524,1,0.25882,0.96593,24.3,0.0,0,0,8,32,6,0
BS-1525,18,-1.0,-0.0,14.7,0.0,0,0,12,28,24,0
BS-1526,17,-0.96593,-0.25882,29.1,0.0,1,0,16,24,26,0
BS-1527,22,-0.5,0.86603,24.5,0.6,0,0,13,27,12,0
BS-1528,4,0.86603,0.5,13.3,0.0,0,0,21,19,4,0
BS-1529,1,0.25882,0.96593,22.3,0.0,0,0,15,25,8,0
BS-1530,21,-0.70711,0.70711,29.9,0.0,1,0,11,29,11,1
BS-1531,17,-0.96593,-0.25882,3.2,6.0,0,0,14,26,11,0
BS-1532,7,0.96593,-0.25882,-3.8,0.0,0,0,17,23,23,0
BS-1533,11,0.25882,-0.96593,13.3,0.0,0,0,26,14,12,0
BS-1534,3,0.70711,0.70711,16.3,4.8,1,0,33,7,1,0
BS-1535,12,0.0,-1.0,25.7,0.0,1,0,13,27,21,0
BS-1536,11,0.25882,-0.96593,3.6,0.0,0,0,15,25,10,0
BS-1537,23,-0.25882,0.96593,13.6,0.0,0,0,18,22,9,0
BS-1538,17,-0.96593,-0.25882,11.1,0.0,0,0,7,33,22,0
BS-1539,4,0.86603,0.5,2.1,2.8,0,0,17,23,0,0
BS-1540,3,0.70711,0.70711,4.7,0.0,0,0,18,22,3,0
BS-1541,11,0.25882,-0.96593,19.6,0.7,0,0,21,19,20,0
BS-1542,20,-0.86603,0.5,-0.3,9.3,1,0,14,26,0,0
BS-1543,21,-0.70711,0.70711,24.6,3.2,1,0,17,23,6,0
BS-1544,10,0.5,-0.86603,26.5,0.0,0,0,8,32,28,1
BS-1545,0,0.0,1.0,24.0,0.0,0,0,18,22,7,0
BS-1546,19,-0.96593,0.25882,13.9,0.0,0,0,18,22,17,0
BS-1547,5,0.96593,0.25882,25.4,1.2,0,0,8,32,11,1
BS-1548,6,1.0,0.0,12.8,0.0,0,0,21,19,12,0
BS-1549,5,0.96593,0.25882,3.5,0.0,0,0,34,6,9,0
BS-1550,1,0.25882,0.96593,24.8,0.0,0,0,11,29,12,1
BS-1551,9,0.70711,-0.70711,21.3,0.0,0,0,19,21,37,0
BS-1552,0,0.0,1.0,8.8,1.4,0,0,29,11,0,0
BS-1553,6,1.0,0.0,20.5,0.0,0,0,15,25,21,0
BS-1554,14,-0.5,-0.86603,3.9,12.6,0,0,20,20,2,0
BS-1555,20,-0.86603,0.5,24.7,0.0,0,0,11,29,20,0
BS-1556,4,0.86603,0.5,19.4,4.3,1,0,18,22,0,0
BS-1557,17,-0.96593,-0.25882,17.6,0.0,0,0,17,23,29,0
BS-1558,13,-0.25882,-0.96593,25.3,0.0,1,0,19,21,27,1
BS-1559,8,0.86603,-0.5,16.4,0.7,0,1,18,22,36,0
BS-1560,20,-0.86603,0.5,5.1,0.0,0,0,20,20,15,0
BS-1561,2,0.5,0.86603,8.3,2.3,0,1,1,39,8,1
BS-1562,19,-0.96593,0.25882,6.8,2.6,0,0,25,15,13,0
BS-1563,11,0.25882,-0.96593,22.3,0.0,0,0,19,21,14,0
BS-1564,9,0.70711,-0.70711,19.3,0.0,0,0,23,17,19,0
BS-1565,8,0.86603,-0.5,24.7,2.5,0,0,23,17,14,0
BS-1566,17,-0.96593,-0.25882,17.0,0.0,1,0,20,20,15,0
BS-1567,2,0.5,0.86603,10.9,0.0,0,0,17,23,2,0
BS-1568,10,0.5,-0.86603,28.8,0.0,0,0,16,24,28,0
BS-1569,0,0.0,1.0,7.1,0.0,0,0,9,31,5,0
BS-1570,5,0.96593,0.25882,29.0,0.0,0,0,27,13,19,0
BS-1571,12,0.0,-1.0,19.4,0.0,0,0,17,23,18,0
BS-1572,7,0.96593,-0.25882,20.8,0.0,0,0,13,27,24,1
BS-1573,13,-0.25882,-0.96593,19.0,0.3,1,0,6,34,19,1
BS-1574,0,0.0,1.0,13.9,0.0,1,0,8,32,7,0
BS-1575,7,0.96593,-0.25882,12.5,0.0,0,0,18,22,19,0
BS-1576,23,-0.25882,0.96593,15.9,0.0,0,0,33,7,7,0
BS-1577,7,0.96593,-0.25882,9.5,0.0,0,0,17,23,19,0
BS-1578,8,0.86603,-0.5,24.2,0.0,0,0,32,8,23,0
BS-1579,13,-0.25882,-0.96593,22.8,0.0,0,0,18,22,14,0
BS-1580,8,0.86603,-0.5,5.0,1.4,0,0,33,7,22,0
BS-1581,14,-0.5,-0.86603,17.8,0.0,0,0,10,30,28,1
BS-1582,20,-0.86603,0.5,14.4,1.9,0,0,34,6,10,0
BS-1583,0,0.0,1.0,9.8,0.0,1,0,25,15,7,0
BS-1584,22,-0.5,0.86603,19.2,0.0,0,0,12,28,11,0
BS-1585,10,0.5,-0.86603,15.7,0.0,0,0,13,27,26,0
BS-1586,0,0.0,1.0,20.3,0.0,0,0,25,15,11,0
BS-1587,3,0.70711,0.70711,19.1,1.0,1,0,16,24,7,0
BS-1588,0,0.0,1.0,4.4,0.7,0,0,30,10,3,0
BS-1589,5,0.96593,0.25882,8.3,1.0,0,0,12,28,3,0
BS-1590,10,0.5,-0.86603,27.7,1.2,0,0,14,26,20,0
BS-1591,7,0.96593,-0.25882,4.6,0.0,0,0,23,17,11,0
BS-1592,14,-0.5,-0.86603,16.6,0.0,0,0,7,33,17,0
BS-1593,7,0.96593,-0.25882,13.5,0.0,0,0,10,30,17,0
BS-1594,13,-0.25882,-0.96593,12.4,0.0,0,0,19,21,18,1
BS-1595,14,-0.5,-0.86603,5.1,0.0,0,0,23,17,18,0
BS-1596,14,-0.5,-0.86603,9.3,1.0,0,0,20,20,14,0
BS-1597,11,0.25882,-0.96593,19.1,0.0,0,0,13,27,18,0
BS-1598,8,0.86603,-0.5,7.4,0.0,0,0,15,25,20,0
BS-1599,1,0.25882,0.96593,8.9,2.8,1,0,24,16,2,0
BS-1600,7,0.96593,-0.25882,29.4,0.0,0,0,13,27,27,1
BS-1601,10,0.5,-0.86603,19.5,0.0,0,0,12,28,16,0
BS-1602,0,0.0,1.0,18.7,0.0,0,0,21,19,9,0
BS-1603,7,0.96593,-0.25882,10.4,0.0,0,0,30,10,17,0
BS-1604,10,0.5,-0.86603,22.3,0.0,1,0,14,26,27,1
BS-1605,14,-0.5,-0.86603,7.7,0.0,0,0,22,18,18,0
BS-1606,0,0.0,1.0,6.5,4.4,0,1,19,21,0,0
BS-1607,20,-0.86603,0.5,9.3,0.0,1,0,14,26,16,0
BS-1608,11,0.25882,-0.96593,27.5,3.4,1,0,19,21,9,0
BS-1609,15,-0.70711,-0.70711,20.5,0.0,0,0,14,26,24,0
BS-1610,15,-0.70711,-0.70711,7.5,0.0,0,0,15,25,23,1
BS-1611,11,0.25882,-0.96593,28.4,0.0,0,1,18,22,28,0
BS-1612,20,-0.86603,0.5,15.1,0.0,0,0,14,26,10,0
BS-1613,4,0.86603,0.5,18.8,0.0,0,0,5,35,11,1
BS-1614,6,1.0,0.0,22.7,0.0,1,1,15,25,25,0
BS-1615,9,0.70711,-0.70711,21.6,0.0,0,0,14,26,29,0
BS-1616,3,0.70711,0.70711,15.2,0.0,0,0,31,9,2,0
BS-1617,3,0.70711,0.70711,30.2,0.0,0,0,18,22,11,0
BS-1618,15,-0.70711,-0.70711,9.6,1.6,1,1,8,32,27,1
BS-1619,5,0.96593,0.25882,2.4,0.0,0,0,12,28,7,0
BS-1620,16,-0.86603,-0.5,16.1,0.0,1,0,14,26,20,0
BS-1621,16,-0.86603,-0.5,12.9,0.0,1,0,29,11,21,0
BS-1622,10,0.5,-0.86603,27.9,0.4,0,0,24,16,19,0
BS-1623,3,0.70711,0.70711,23.7,0.0,0,0,22,18,18,0
BS-1624,13,-0.25882,-0.96593,12.8,4.6,0,0,17,23,1,0
BS-1625,14,-0.5,-0.86603,3.2,0.0,1,0,19,21,16,0
BS-1626,22,-0.5,0.86603,14.1,0.0,0,0,9,31,14,1
BS-1627,15,-0.70711,-0.70711,10.5,0.0,0,0,22,18,25,1
BS-1628,21,-0.70711,0.70711,21.1,0.0,1,0,15,25,13,0
BS-1629,18,-1.0,-0.0,23.5,0.0,1,0,3,37,24,0
BS-1630,0,0.0,1.0,12.6,0.0,0,0,14,26,3,0
BS-1631,6,1.0,0.0,23.4,0.0,1,0,10,30,15,0
BS-1632,21,-0.70711,0.70711,6.2,0.0,1,0,11,29,6,0
BS-1633,8,0.86603,-0.5,24.9,0.0,0,1,14,26,43,1
BS-1634,4,0.86603,0.5,-0.1,0.5,0,0,1,39,4,1
BS-1635,23,-0.25882,0.96593,17.5,0.0,1,0,24,16,8,0
BS-1636,19,-0.96593,0.25882,17.5,0.0,0,0,22,18,22,0
BS-1637,9,0.70711,-0.70711,20.8,0.0,0,0,12,28,28,0
BS-1638,3,0.70711,0.70711,2.7,0.0,0,0,9,31,5,0
BS-1639,9,0.70711,-0.70711,11.4,0.0,0,0,16,24,19,0
BS-1640,1,0.25882,0.96593,4.8,0.0,1,0,7,33,3,0
BS-1641,22,-0.5,0.86603,5.5,0.0,0,0,22,18,4,0
BS-1642,14,-0.5,-0.86603,-3.9,0.0,1,0,19,21,13,0
BS-1643,20,-0.86603,0.5,10.1,0.0,1,0,16,24,10,0
BS-1644,19,-0.96593,0.25882,27.0,0.0,0,1,7,33,23,0
BS-1645,7,0.96593,-0.25882,17.0,0.3,1,0,16,24,13,0
BS-1646,8,0.86603,-0.5,18.8,0.0,1,0,27,13,28,0
BS-1647,9,0.70711,-0.70711,20.0,1.8,1,0,11,29,17,0
BS-1648,4,0.86603,0.5,21.6,0.0,1,1,11,29,20,1
BS-1649,3,0.70711,0.70711,18.6,0.0,0,0,20,20,12,0
BS-1650,1,0.25882,0.96593,14.9,0.0,0,0,21,19,12,0
BS-1651,3,0.70711,0.70711,0.9,0.0,0,0,6,34,7,1
BS-1652,4,0.86603,0.5,0.1,0.0,1,1,15,25,10,0
BS-1653,12,0.0,-1.0,18.7,0.0,0,0,18,22,15,0
BS-1654,19,-0.96593,0.25882,21.2,0.0,1,0,9,31,17,0
BS-1655,13,-0.25882,-0.96593,20.2,0.0,0,0,16,24,18,0
BS-1656,18,-1.0,-0.0,4.9,3.5,0,0,29,11,14,0
BS-1657,22,-0.5,0.86603,8.0,0.0,1,0,34,6,5,0
BS-1658,9,0.70711,-0.70711,3.7,0.0,0,0,17,23,20,0
BS-1659,14,-0.5,-0.86603,27.0,0.0,1,0,1,39,31,1
BS-1660,21,-0.70711,0.70711,17.7,0.0,1,1,12,28,25,0
BS-1661,23,-0.25882,0.96593,14.0,0.9,0,1,19,21,9,0
BS-1662,10,0.5,-0.86603,19.3,0.0,0,0,13,27,18,0
BS-1663,14,-0.5,-0.86603,10.0,0.3,0,0,11,29,17,0
BS-1664,10,0.5,-0.86603,12.2,0.0,0,0,11,29,11,0
BS-1665,22,-0.5,0.86603,23.8,0.0,1,0,4,36,7,0
BS-1666,15,-0.70711,-0.70711,3.4,0.0,1,0,18,22,26,0
BS-1667,13,-0.25882,-0.96593,4.8,0.0,0,0,18,22,10,0
BS-1668,17,-0.96593,-0.25882,21.3,0.0,1,0,26,14,28,0
BS-1669,15,-0.70711,-0.70711,22.7,0.0,0,0,6,34,32,1
BS-1670,15,-0.70711,-0.70711,12.6,2.2,1,0,14,26,9,0
BS-1671,11,0.25882,-0.96593,26.4,0.0,0,0,8,32,18,0
BS-1672,6,1.0,0.0,5.9,0.0,1,0,28,12,12,0
BS-1673,8,0.86603,-0.5,8.8,0.0,1,0,15,25,22,0
BS-1674,6,1.0,0.0,13.5,0.0,1,0,1,39,10,0
BS-1675,1,0.25882,0.96593,26.4,0.0,0,0,8,32,8,0
BS-1676,9,0.70711,-0.70711,4.5,0.0,0,0,15,25,19,0
BS-1677,19,-0.96593,0.25882,21.3,0.0,0,0,1,39,26,1
BS-1678,16,-0.86603,-0.5,16.2,0.0,1,0,6,34,18,0
BS-1679,11,0.25882,-0.96593,27.4,0.0,1,0,12,28,21,0
BS-1680,5,0.96593,0.25882,16.3,0.0,0,0,16,24,15,0
BS-1681,3,0.70711,0.70711,8.1,2.2,0,1,23,17,5,0
BS-1682,23,-0.25882,0.96593,24.6,4.1,0,0,10,30,0,0
BS-1683,21,-0.70711,0.70711,18.2,0.0,0,0,20,20,6,0
BS-1684,1,0.25882,0.96593,17.8,0.0,0,0,26,14,6,0
BS-1685,19,-0.96593,0.25882,24.6,0.0,0,0,18,22,20,0
BS-1686,6,1.0,0.0,22.1,0.0,0,0,3,37,17,0
BS-1687,11,0.25882,-0.96593,24.1,0.0,1,0,7,33,19,0
BS-1688,17,-0.96593,-0.25882,9.4,2.1,0,0,22,18,25,0
BS-1689,23,-0.25882,0.96593,1.8,0.0,0,0,26,14,5,0
BS-1690,0,0.0,1.0,4.9,0.0,0,1,22,18,8,0
BS-1691,0,0.0,1.0,4.5,0.0,0,0,15,25,5,0
BS-1692,2,0.5,0.86603,14.1,0.0,0,0,4,36,4,1
BS-1693,7,0.96593,-0.25882,12.6,0.0,0,0,12,28,19,0
BS-1694,17,-0.96593,-0.25882,7.3,0.3,0,0,5,35,20,1
BS-1695,23,-0.25882,0.96593,6.2,0.0,0,0,31,9,6,0
BS-1696,7,0.96593,-0.25882,2.3,0.0,0,1,13,27,27,1
BS-1697,19,-0.96593,0.25882,27.2,0.0,0,0,7,33,24,0
BS-1698,16,-0.86603,-0.5,3.6,1.9,0,1,1,39,28,1
BS-1699,14,-0.5,-0.86603,7.8,0.0,0,0,20,20,16,0
BS-1700,16,-0.86603,-0.5,6.7,0.0,0,0,9,31,31,1
BS-1701,22,-0.5,0.86603,24.5,2.1,0,0,10,30,5,0
BS-1702,15,-0.70711,-0.70711,2.5,0.0,1,1,10,30,15,0
BS-1703,5,0.96593,0.25882,22.5,0.0,0,0,12,28,10,0
BS-1704,20,-0.86603,0.5,24.0,0.0,0,0,9,31,15,0
BS-1705,0,0.0,1.0,11.1,0.0,1,0,9,31,5,0
BS-1706,7,0.96593,-0.25882,22.5,0.0,0,0,17,23,10,0
BS-1707,16,-0.86603,-0.5,14.8,0.0,0,1,23,17,34,0
BS-1708,12,0.0,-1.0,18.2,0.0,0,0,23,17,12,0
BS-1709,12,0.0,-1.0,12.7,0.0,0,0,18,22,11,0
BS-1710,9,0.70711,-0.70711,22.6,0.0,0,0,5,35,32,1
BS-1711,16,-0.86603,-0.5,19.5,0.0,0,0,13,27,35,1
BS-1712,17,-0.96593,-0.25882,17.6,2.0,0,1,10,30,40,1
BS-1713,23,-0.25882,0.96593,25.2,0.0,0,0,20,20,9,0
BS-1714,10,0.5,-0.86603,4.0,0.0,0,0,9,31,15,0
BS-1715,22,-0.5,0.86603,27.5,0.0,0,0,20,20,10,0
BS-1716,0,0.0,1.0,32.4,0.0,0,0,15,25,10,0
BS-1717,5,0.96593,0.25882,11.6,0.0,1,0,14,26,3,0
BS-1718,21,-0.70711,0.70711,15.4,0.0,1,0,17,23,9,0
BS-1719,15,-0.70711,-0.70711,8.2,0.0,0,0,16,24,27,0
BS-1720,23,-0.25882,0.96593,16.1,0.0,1,1,16,24,16,0
BS-1721,10,0.5,-0.86603,10.4,0.0,1,0,21,19,14,0
BS-1722,11,0.25882,-0.96593,20.7,0.0,0,0,10,30,17,0
BS-1723,23,-0.25882,0.96593,12.7,2.0,0,0,5,35,0,0
BS-1724,13,-0.25882,-0.96593,19.7,0.0,0,0,15,25,19,0
BS-1725,5,0.96593,0.25882,0.3,2.8,0,0,18,22,0,0
BS-1726,17,-0.96593,-0.25882,16.5,4.1,0,0,4,36,13,0
BS-1727,19,-0.96593,0.25882,23.9,0.0,0,0,1,39,15,0
BS-1728,7,0.96593,-0.25882,18.9,0.0,0,0,8,32,16,0
BS-1729,4,0.86603,0.5,7.3,1.7,0,0,12,28,0,0
BS-1730,9,0.70711,-0.70711,28.8,6.7,0,0,23,17,9,0
BS-1731,0,0.0,1.0,20.9,0.0,0,0,23,17,7,0
BS-1732,23,-0.25882,0.96593,20.6,0.0,0,0,22,18,9,0
BS-1733,2,0.5,0.86603,7.5,0.0,0,0,29,11,4,0
BS-1734,11,0.25882,-0.96593,24.8,0.0,1,0,18,22,23,0
BS-1735,3,0.70711,0.70711,27.2,0.0,0,0,5,35,17,1
BS-1736,1,0.25882,0.96593,15.9,1.2,1,0,4,36,4,0
BS-1737,19,-0.96593,0.25882,18.6,1.5,0,0,21,19,12,0
BS-1738,4,0.86603,0.5,21.5,0.0,1,0,20,20,10,0
BS-1739,15,-0.70711,-0.70711,5.9,0.0,1,0,12,28,22,0
BS-1740,17,-0.96593,-0.25882,7.1,0.0,1,0,11,29,20,0
BS-1741,2,0.5,0.86603,21.8,0.0,0,0,26,14,4,0
BS-1742,17,-0.96593,-0.25882,10.1,0.0,0,1,18,22,37,1
BS-1743,5,0.96593,0.25882,8.8,0.0,1,0,12,28,7,0
BS-1744,2,0.5,0.86603,26.0,0.0,0,0,28,12,19,0
BS-1745,9,0.70711,-0.70711,25.7,0.0,1,0,5,35,8,0
BS-1746,22,-0.5,0.86603,25.5,0.0,0,0,16,24,14,0
BS-1747,9,0.70711,-0.70711,14.3,1.8,1,0,21,19,15,0
BS-1748,20,-0.86603,0.5,18.8,0.0,1,1,10,30,25,0
BS-1749,4,0.86603,0.5,28.0,0.0,1,0,13,27,9,0
BS-1750,14,-0.5,-0.86603,7.4,0.0,1,0,20,20,10,0
BS-1751,1,0.25882,0.96593,27.5,0.0,0,0,2,38,9,1
BS-1752,16,-0.86603,-0.5,1.4,0.0,0,0,14,26,28,0
BS-1753,11,0.25882,-0.96593,23.5,0.0,1,0,14,26,29,0
BS-1754,12,0.0,-1.0,14.0,0.0,0,0,15,25,14,0
BS-1755,23,-0.25882,0.96593,13.6,3.7,1,0,22,18,0,0
BS-1756,11,0.25882,-0.96593,26.2,0.0,0,0,1,39,17,1
BS-1757,15,-0.70711,-0.70711,12.3,0.0,0,0,15,25,11,0
BS-1758,10,0.5,-0.86603,7.6,0.0,0,0,21,19,13,0
BS-1759,15,-0.70711,-0.70711,21.6,0.0,0,1,13,27,21,1
BS-1760,15,-0.70711,-0.70711,9.6,0.0,0,0,13,27,30,1
BS-1761,6,1.0,0.0,12.3,0.4,0,0,19,21,17,0
BS-1762,11,0.25882,-0.96593,1.6,1.8,0,0,15,25,7,0
BS-1763,11,0.25882,-0.96593,1.2,0.0,0,0,8,32,13,0
BS-1764,15,-0.70711,-0.70711,2.8,0.0,0,0,18,22,17,0
BS-1765,2,0.5,0.86603,4.9,4.5,0,0,20,20,1,0
BS-1766,3,0.70711,0.70711,16.3,0.0,0,1,21,19,25,0
BS-1767,2,0.5,0.86603,12.0,0.0,0,0,22,18,4,0
BS-1768,11,0.25882,-0.96593,14.0,2.1,1,1,20,20,26,0
BS-1769,4,0.86603,0.5,17.1,4.0,1,0,13,27,2,0
BS-1770,0,0.0,1.0,8.2,0.0,1,0,18,22,5,0
BS-1771,9,0.70711,-0.70711,9.9,0.0,0,1,4,36,38,1
BS-1772,0,0.0,1.0,9.5,1.7,0,0,26,14,1,0
BS-1773,23,-0.25882,0.96593,27.6,4.8,0,0,26,14,0,0
BS-1774,13,-0.25882,-0.96593,11.8,0.0,1,0,9,31,19,1
BS-1775,13,-0.25882,-0.96593,19.0,0.0,0,0,19,21,14,0
BS-1776,19,-0.96593,0.25882,15.1,0.0,0,0,10,30,19,0
BS-1777,6,1.0,0.0,20.8,0.0,0,0,27,13,17,0
BS-1778,19,-0.96593,0.25882,6.0,1.1,0,0,15,25,13,0
BS-1779,13,-0.25882,-0.96593,9.6,2.1,0,0,31,9,7,0
BS-1780,12,0.0,-1.0,21.8,4.8,1,0,23,17,9,0
BS-1781,16,-0.86603,-0.5,16.1,0.0,1,1,21,19,37,0
BS-1782,23,-0.25882,0.96593,4.6,0.0,0,0,8,32,7,0
BS-1783,6,1.0,0.0,21.0,0.0,1,0,29,11,21,0
BS-1784,22,-0.5,0.86603,22.6,0.0,1,0,15,25,8,0
BS-1785,7,0.96593,-0.25882,5.8,0.0,0,0,10,30,19,0
BS-1786,15,-0.70711,-0.70711,12.9,0.0,1,0,4,36,29,1
BS-1787,21,-0.70711,0.70711,18.2,0.0,0,0,29,11,17,0
BS-1788,23,-0.25882,0.96593,5.2,0.0,0,0,23,17,6,0
BS-1789,19,-0.96593,0.25882,21.7,0.0,0,0,16,24,20,0
BS-1790,19,-0.96593,0.25882,15.6,0.0,1,0,28,12,24,0
BS-1791,0,0.0,1.0,21.4,7.3,0,0,13,27,1,0
BS-1792,19,-0.96593,0.25882,6.0,0.0,0,0,25,15,21,0
BS-1793,21,-0.70711,0.70711,4.4,0.0,0,0,19,21,7,0
BS-1794,10,0.5,-0.86603,2.9,1.3,0,0,25,15,13,0
BS-1795,20,-0.86603,0.5,25.3,0.0,0,0,21,19,20,0
BS-1796,13,-0.25882,-0.96593,11.1,0.0,1,0,1,39,16,0
BS-1797,9,0.70711,-0.70711,7.5,0.0,0,0,22,18,19,0
BS-1798,17,-0.96593,-0.25882,30.2,0.0,0,0,24,16,34,0
BS-1799,2,0.5,0.86603,1.9,1.0,0,1,5,35,11,1
BS-1800,2,0.5,0.86603,6.6,0.0,0,0,16,24,5,0
BS-1801,18,-1.0,-0.0,1.2,0.0,1,0,23,17,24,0
BS-1802,8,0.86603,-0.5,12.5,0.0,0,0,22,18,17,0
BS-1803,7,0.96593,-0.25882,14.9,0.0,1,0,24,16,16,0
BS-1804,23,-0.25882,0.96593,7.2,0.0,1,0,16,24,6,0
BS-1805,23,-0.25882,0.96593,17.3,0.9,0,0,14,26,4,0
BS-1806,7,0.96593,-0.25882,12.4,0.0,0,0,8,32,20,0
BS-1807,3,0.70711,0.70711,5.2,0.0,0,0,30,10,2,0
BS-1808,4,0.86603,0.5,27.5,0.0,0,1,15,25,20,1
BS-1809,23,-0.25882,0.96593,28.0,7.2,0,0,22,18,1,0
BS-1810,15,-0.70711,-0.70711,13.9,0.0,0,0,15,25,29,1
BS-1811,11,0.25882,-0.96593,4.2,1.1,1,1,9,31,27,1
BS-1812,13,-0.25882,-0.96593,25.9,2.1,0,0,22,18,12,0
BS-1813,21,-0.70711,0.70711,2.5,8.3,1,0,18,22,0,0
