sheet_id,production_line,coating_g_m2,split
CS-3492,line_A,46.073,test
CS-3493,line_A,50.362,test
CS-3494,line_A,61.469,train
CS-3495,line_A,42.676,train
CS-3496,line_B,58.579,train
CS-3497,line_A,57.341,train
CS-3498,line_B,56.388,test
CS-3499,line_A,46.054,train
CS-3500,line_A,54.791,train
CS-3501,line_B,62.033,train
CS-3502,line_A,42.722,train
CS-3503,line_A,47.82,train
CS-3504,line_A,58.741,train
CS-3505,line_A,50.101,train
CS-3506,line_A,46.521,train
CS-3507,line_B,45.743,train
CS-3508,line_B,60.855,train
CS-3509,line_B,59.888,test
CS-3510,line_B,51.781,train
CS-3511,line_B,61.977,test
CS-3512,line_A,48.577,train
CS-3513,line_B,53.5,test
CS-3514,line_B,59.5,test
CS-3515,line_B,55.465,train
CS-3516,line_A,33.728,test
CS-3517,line_B,59.192,train
CS-3518,line_A,53.602,train
CS-3519,line_B,58.562,train
CS-3520,line_A,54.181,train
CS-3521,line_B,54.12,test
CS-3522,line_A,39.533,test
CS-3523,line_B,57.371,train
CS-3524,line_B,61.261,train
CS-3525,line_A,51.818,train
CS-3526,line_A,55.877,test
CS-3527,line_A,43.992,train
CS-3528,line_A,50.708,train
CS-3529,line_A,38.523,train
CS-3530,line_A,36.094,train
CS-3531,line_B,50.711,test
CS-3532,line_B,43.893,train
CS-3533,line_A,47.399,train
CS-3534,line_A,47.129,test
CS-3535,line_A,50.443,test
CS-3536,line_A,53.422,train
CS-3537,line_B,53.634,train
CS-3538,line_A,51.158,train
CS-3539,line_A,58.794,train
CS-3540,line_B,57.034,train
CS-3541,line_A,47.308,test
CS-3542,line_B,50.262,train
CS-3543,line_A,54.215,train
CS-3544,line_A,47.553,test
CS-3545,line_A,43.707,train
CS-3546,line_B,53.806,train
CS-3547,line_A,53.29,train
CS-3548,line_A,42.882,train
CS-3549,line_A,41.354,train
CS-3550,line_A,45.793,train
CS-3551,line_A,42.008,train
CS-3552,line_B,63.971,test
CS-3553,line_B,61.679,train
CS-3554,line_A,53.877,train
CS-3555,line_A,48.152,train
CS-3556,line_A,41.272,train
CS-3557,line_B,64.854,train
CS-3558,line_B,57.087,train
CS-3559,line_A,51.322,train
CS-3560,line_A,46.385,test
CS-3561,line_A,37.568,train
CS-3562,line_B,49.48,test
CS-3563,line_A,56.719,train
CS-3564,line_A,47.272,train
CS-3565,line_B,66.153,test
CS-3566,line_B,62.559,train
CS-3567,line_B,56.632,train
CS-3568,line_B,56.999,train
CS-3569,line_A,52.02,train
CS-3570,line_A,44.767,test
CS-3571,line_A,49.104,test
CS-3572,line_B,53.484,train
CS-3573,line_A,57.068,test
CS-3574,line_A,53.842,train
CS-3575,line_A,43.314,train
CS-3576,line_B,45.339,test
CS-3577,line_A,54.491,test
CS-3578,line_A,49.918,test
CS-3579,line_A,50.6,train
CS-3580,line_A,48.645,test
CS-3581,line_B,49.264,train
CS-3582,line_A,43.274,train
CS-3583,line_A,44.13,train
CS-3584,line_B,60.452,test
CS-3585,line_B,60.079,train
CS-3586,line_A,47.127,test
CS-3587,line_B,55.706,test
CS-3588,line_A,47.123,train
CS-3589,line_A,53.446,train
CS-3590,line_B,62.169,train
CS-3591,line_A,38.009,train
CS-3592,line_B,57.743,test
CS-3593,line_A,50.16,train
CS-3594,line_A,61.017,train
CS-3595,line_B,53.841,train
CS-3596,line_A,48.241,train
CS-3597,line_A,41.921,train
CS-3598,line_B,62.193,train
CS-3599,line_A,44.42,train
CS-3600,line_A,50.025,test
CS-3601,line_B,63.54,train
CS-3602,line_A,41.447,train
CS-3603,line_A,40.737,train
CS-3604,line_A,48.367,test
CS-3605,line_A,50.678,train
CS-3606,line_B,55.086,train
CS-3607,line_B,56.339,train
CS-3608,line_B,68.436,test
CS-3609,line_A,43.077,train
CS-3610,line_A,48.179,train
CS-3611,line_B,60.122,train
CS-3612,line_B,54.646,train
CS-3613,line_A,46.228,test
CS-3614,line_A,48.981,train
CS-3615,line_A,56.104,train
CS-3616,line_A,59.766,train
CS-3617,line_B,52.441,train
CS-3618,line_B,52.726,train
CS-3619,line_B,58.054,train
CS-3620,line_B,64.144,train
CS-3621,line_A,44.122,test
CS-3622,line_A,46.854,train
CS-3623,line_A,49.174,train
CS-3624,line_A,54.872,train
CS-3625,line_B,55.211,train
CS-3626,line_A,41.552,train
CS-3627,line_B,53.061,train
CS-3628,line_A,47.537,train
CS-3629,line_A,54.152,train
CS-3630,line_A,44.171,train
CS-3631,line_B,56.239,train
CS-3632,line_B,63.343,train
CS-3633,line_A,43.271,train
CS-3634,line_A,39.765,train
CS-3635,line_A,40.316,test
CS-3636,line_A,44.998,test
CS-3637,line_B,58.426,train
CS-3638,line_A,43.954,train
CS-3639,line_A,37.033,train
CS-3640,line_A,53.099,train
CS-3641,line_A,56.304,train
CS-3642,line_A,50.861,test
CS-3643,line_A,55.022,train
CS-3644,line_B,51.992,test
CS-3645,line_A,59.023,test
CS-3646,line_A,44.222,train
CS-3647,line_A,57.775,test
CS-3648,line_A,49.793,test
CS-3649,line_A,49.415,train
CS-3650,line_A,50.323,train
CS-3651,line_A,49.177,test
CS-3652,line_B,55.61,test
CS-3653,line_A,56.999,train
CS-3654,line_A,41.552,train
CS-3655,line_A,43.927,test
CS-3656,line_A,54.009,train
CS-3657,line_A,49.946,train
CS-3658,line_B,62.436,train
CS-3659,line_A,52.529,train
CS-3660,line_A,49.864,train
CS-3661,line_A,49.05,train
CS-3662,line_A,56.291,train
CS-3663,line_B,63.618,train
CS-3664,line_A,50.442,test
CS-3665,line_B,65.919,test
CS-3666,line_B,57.276,train
CS-3667,line_B,55.943,test
CS-3668,line_A,45.618,train
CS-3669,line_A,39.518,train
CS-3670,line_A,42.874,test
CS-3671,line_A,49.89,train
CS-3672,line_A,45.564,train
CS-3673,line_A,44.857,train
CS-3674,line_A,55.342,train
CS-3675,line_A,53.609,train
CS-3676,line_A,48.824,test
CS-3677,line_A,46.864,train
CS-3678,line_A,52.63,train
CS-3679,line_A,49.806,train
CS-3680,line_B,61.124,train
CS-3681,line_A,51.798,test
CS-3682,line_A,38.15,test
CS-3683,line_A,53.645,train
CS-3684,line_A,61.78,train
CS-3685,line_A,45.383,train
CS-3686,line_A,44.457,train
CS-3687,line_A,46.523,test
CS-3688,line_B,64.667,test
CS-3689,line_A,54.202,test
CS-3690,line_B,68.308,train
CS-3691,line_A,45.348,train
CS-3692,line_A,45.057,train
CS-3693,line_A,43.751,test
CS-3694,line_A,45.875,train
CS-3695,line_A,45.903,train
CS-3696,line_B,51.544,train
CS-3697,line_A,50.803,train
CS-3698,line_A,41.36,train
CS-3699,line_A,47.27,train
CS-3700,line_A,53.702,train
CS-3701,line_A,47.662,test
CS-3702,line_B,51.041,train
CS-3703,line_A,47.519,train
CS-3704,line_B,57.824,train
CS-3705,line_A,47.729,test
CS-3706,line_A,33.083,train
CS-3707,line_B,63.662,train
CS-3708,line_B,64.862,train
CS-3709,line_A,49.684,train
CS-3710,line_A,46.434,test
CS-3711,line_B,58.956,train
CS-3712,line_A,45.15,train
CS-3713,line_B,56.08,train
CS-3714,line_A,54.97,train
CS-3715,line_A,38.565,train
CS-3716,line_B,66.476,train
CS-3717,line_A,50.075,test
CS-3718,line_A,44.942,test
CS-3719,line_A,38.903,train
CS-3720,line_B,56.867,train
CS-3721,line_A,58.575,train
CS-3722,line_B,55.169,train
CS-3723,line_B,64.202,train
CS-3724,line_A,50.279,train
CS-3725,line_A,51.324,train
CS-3726,line_A,53.971,train
CS-3727,line_A,36.167,test
CS-3728,line_A,56.453,test
CS-3729,line_B,58.784,train
CS-3730,line_A,41.138,train
CS-3731,line_A,48.826,train
CS-3732,line_B,64.246,train
CS-3733,line_B,58.736,test
CS-3734,line_A,53.728,train
CS-3735,line_A,51.429,train
CS-3736,line_B,49.62,train
CS-3737,line_A,48.658,train
CS-3738,line_A,43.848,train
CS-3739,line_A,48.451,train
CS-3740,line_A,40.837,train
CS-3741,line_B,57.334,train
CS-3742,line_A,43.214,train
CS-3743,line_B,53.818,train
CS-3744,line_B,51.124,train
CS-3745,line_A,42.79,test
CS-3746,line_A,43.426,train
CS-3747,line_A,46.115,train
CS-3748,line_A,56.332,train
CS-3749,line_B,55.623,train
CS-3750,line_A,53.984,train
CS-3751,line_B,64.182,train
CS-3752,line_B,55.469,train
CS-3753,line_A,47.959,train
CS-3754,line_B,54.74,test
CS-3755,line_B,57.535,test
CS-3756,line_A,44.621,test
CS-3757,line_A,44.047,train
CS-3758,line_B,66.915,test
CS-3759,line_A,43.24,train
CS-3760,line_A,37.859,train
CS-3761,line_A,46.755,train
CS-3762,line_A,41.922,test
CS-3763,line_B,58.073,train
CS-3764,line_B,52.932,test
CS-3765,line_A,53.027,train
CS-3766,line_A,48.043,train
CS-3767,line_A,41.253,train
CS-3768,line_B,64.932,train
CS-3769,line_A,49.479,train
CS-3770,line_A,42.689,test
CS-3771,line_B,63.402,train
CS-3772,line_A,50.142,test
CS-3773,line_A,54.545,test
CS-3774,line_A,52.319,train
CS-3775,line_A,45.099,train
CS-3776,line_A,50.16,train
CS-3777,line_B,62.319,train
CS-3778,line_B,62.465,train
CS-3779,line_B,55.264,train
CS-3780,line_A,34.849,train
CS-3781,line_B,66.864,train
CS-3782,line_A,45.583,test
CS-3783,line_B,59.05,train
CS-3784,line_A,36.365,train
CS-3785,line_A,47.76,test
CS-3786,line_A,50.575,train
CS-3787,line_A,42.668,train
CS-3788,line_A,54.655,test
CS-3789,line_A,46.18,train
CS-3790,line_A,36.382,train
CS-3791,line_A,46.968,test
CS-3792,line_B,49.736,train
CS-3793,line_B,66.505,train
CS-3794,line_A,56.979,train
CS-3795,line_A,48.312,test
CS-3796,line_A,46.006,train
CS-3797,line_A,56.348,train
CS-3798,line_A,46.843,train
CS-3799,line_B,55.985,test
CS-3800,line_A,47.711,test
CS-3801,line_B,50.937,train
CS-3802,line_A,49.342,train
CS-3803,line_B,64.914,train
CS-3804,line_B,59.348,train
CS-3805,line_B,50.296,train
CS-3806,line_B,59.524,test
CS-3807,line_B,48.564,train
CS-3808,line_A,57.389,test
CS-3809,line_A,45.521,test
CS-3810,line_B,58.311,train
CS-3811,line_B,53.966,train
CS-3812,line_B,60.379,train
CS-3813,line_A,44.047,test
CS-3814,line_A,46.424,train
CS-3815,line_B,63.486,train
CS-3816,line_B,54.038,train
CS-3817,line_A,49.789,train
CS-3818,line_A,52.482,train
CS-3819,line_A,47.363,train
CS-3820,line_B,54.625,train
CS-3821,line_A,43.702,train
CS-3822,line_A,45.501,test
CS-3823,line_B,60.873,train
CS-3824,line_A,40.018,test
CS-3825,line_B,53.62,train
CS-3826,line_A,50.855,train
CS-3827,line_A,54.75,train
CS-3828,line_A,50.228,train
CS-3829,line_B,53.04,train
CS-3830,line_A,48.11,train
CS-3831,line_A,44.532,test
CS-3832,line_B,64.841,train
CS-3833,line_A,45.72,train
CS-3834,line_A,46.391,test
CS-3835,line_B,57.872,test
CS-3836,line_A,49.806,train
CS-3837,line_A,40.815,train
CS-3838,line_A,41.347,train
CS-3839,line_B,64.006,train
CS-3840,line_A,44.166,test
CS-3841,line_B,49.791,test
CS-3842,line_A,47.242,train
CS-3843,line_A,53.446,train
CS-3844,line_B,59.044,train
CS-3845,line_A,55.414,test
CS-3846,line_A,42.821,train
CS-3847,line_A,44.819,test
CS-3848,line_A,51.244,test
CS-3849,line_A,47.295,train
CS-3850,line_A,48.233,train
CS-3851,line_B,61.894,train
CS-3852,line_A,46.149,train
CS-3853,line_A,50.569,train
CS-3854,line_A,48.144,train
CS-3855,line_A,56.396,test
CS-3856,line_A,48.011,train
CS-3857,line_B,53.108,train
CS-3858,line_B,50.96,train
CS-3859,line_B,55.655,train
CS-3860,line_A,51.79,train
CS-3861,line_A,45.084,train
CS-3862,line_B,58.636,train
CS-3863,line_B,63.597,train
CS-3864,line_A,54.1,test
CS-3865,line_A,48.933,test
CS-3866,line_A,46.037,train
CS-3867,line_A,47.067,train
CS-3868,line_A,43.01,train
CS-3869,line_A,44.739,train
CS-3870,line_A,45.456,test
CS-3871,line_A,53.073,test
CS-3872,line_B,56.892,train
CS-3873,line_B,51.758,test
CS-3874,line_B,61.998,test
CS-3875,line_B,48.947,train
CS-3876,line_A,52.872,test
CS-3877,line_A,56.066,train
CS-3878,line_B,58.347,test
CS-3879,line_A,49.262,test
CS-3880,line_A,49.672,train
CS-3881,line_B,65.519,test
CS-3882,line_A,45.544,train
CS-3883,line_B,61.014,train
CS-3884,line_A,45.491,train
CS-3885,line_A,56.023,test
CS-3886,line_A,43.363,train
CS-3887,line_B,51.53,test
CS-3888,line_A,40.148,train
CS-3889,line_B,62.533,train
CS-3890,line_A,44.34,train
CS-3891,line_A,56.11,test
CS-3892,line_A,44.947,train
CS-3893,line_A,42.202,train
CS-3894,line_A,49.516,train
CS-3895,line_A,44.159,train
CS-3896,line_A,47.587,train
CS-3897,line_A,48.06,train
CS-3898,line_A,47.252,test
CS-3899,line_A,42.713,train
CS-3900,line_A,55.188,test
CS-3901,line_B,61.039,train
CS-3902,line_B,51.987,train
CS-3903,line_B,55.647,train
CS-3904,line_A,38.384,test
CS-3905,line_A,47.439,test
CS-3906,line_B,65.793,train
CS-3907,line_A,47.763,test
CS-3908,line_B,55.029,train
CS-3909,line_A,47.721,train
CS-3910,line_B,54.955,test
CS-3911,line_B,58.099,train
CS-3912,line_B,58.485,train
CS-3913,line_B,64.515,train
CS-3914,line_B,61.936,train
CS-3915,line_A,48.418,train
CS-3916,line_A,43.466,train
CS-3917,line_A,44.186,train
CS-3918,line_A,54.698,train
CS-3919,line_A,50.738,train
CS-3920,line_A,58.753,train
CS-3921,line_A,45.314,test
CS-3922,line_A,54.219,test
CS-3923,line_A,40.88,train
CS-3924,line_B,61.333,test
CS-3925,line_A,45.454,train
CS-3926,line_A,49.59,train
CS-3927,line_A,39.157,train
CS-3928,line_B,60.839,test
CS-3929,line_B,44.115,train
CS-3930,line_A,44.498,train
CS-3931,line_B,68.989,train
CS-3932,line_B,49.82,train
CS-3933,line_A,48.269,test
CS-3934,line_A,40.095,train
CS-3935,line_A,35.886,train
CS-3936,line_A,47.404,test
CS-3937,line_B,64.804,train
CS-3938,line_A,50.328,train
CS-3939,line_A,51.717,train
CS-3940,line_A,57.35,train
CS-3941,line_B,56.982,train
CS-3942,line_A,42.626,train
CS-3943,line_A,46.799,train
CS-3944,line_A,52.781,train
CS-3945,line_B,60.136,train
CS-3946,line_A,46.197,test
CS-3947,line_A,40.667,train
CS-3948,line_A,47.285,train
CS-3949,line_A,45.732,train
CS-3950,line_B,50.757,train
CS-3951,line_B,55.218,train
CS-3952,line_A,54.769,train
CS-3953,line_A,43.878,train
CS-3954,line_A,39.16,train
CS-3955,line_B,59.877,test
CS-3956,line_A,44.079,train
CS-3957,line_A,38.581,train
CS-3958,line_A,56.269,train
CS-3959,line_A,50.689,test
CS-3960,line_B,41.912,train
CS-3961,line_A,50.95,train
CS-3962,line_A,46.483,test
CS-3963,line_B,55.187,test
CS-3964,line_A,35.049,test
CS-3965,line_A,58.243,test
CS-3966,line_B,54.206,train
CS-3967,line_B,50.958,train
CS-3968,line_A,52.046,test
CS-3969,line_B,59.297,test
CS-3970,line_B,45.396,train
CS-3971,line_B,50.07,train
CS-3972,line_B,60.156,train
CS-3973,line_B,57.177,test
CS-3974,line_B,62.349,train
CS-3975,line_A,50.458,test
CS-3976,line_B,56.526,train
CS-3977,line_A,51.564,train
CS-3978,line_B,53.65,test
CS-3979,line_A,45.435,test
CS-3980,line_B,61.831,train
CS-3981,line_A,38.041,train
CS-3982,line_B,59.775,train
CS-3983,line_A,40.157,train
CS-3984,line_A,52.494,test
CS-3985,line_A,41.209,train
CS-3986,line_A,43.357,train
CS-3987,line_A,41.982,train
CS-3988,line_B,56.098,train
CS-3989,line_A,49.445,train
CS-3990,line_B,49.721,train
CS-3991,line_B,60.165,test
CS-3992,line_B,60.908,train
CS-3993,line_A,47.352,train
CS-3994,line_A,43.821,train
CS-3995,line_B,66.287,train
CS-3996,line_A,58.978,train
CS-3997,line_A,45.026,train
CS-3998,line_B,59.994,test
CS-3999,line_B,55.463,train
CS-4000,line_B,53.304,train
