reading_id,outside_temp_c,hour,door_open_minutes,pallet_load_kg,humidity_pct,compressor_age_months,cooling_energy_kwh
CS-1915,12.4,16,3.5,1105.7,65.8,120,55.6
CS-1916,19.9,13,2.8,187.3,48.7,103,52.72
CS-1917,21.9,19,6.1,1360.5,52.9,100,60.11
CS-1918,2.1,7,4.7,,87.2,90,37.25
CS-1919,31.9,18,2.9,439.1,71.4,117,72.18
CS-1920,34.6,10,4.4,512.8,52.1,109,69.52
CS-1921,20.6,15,6.4,579.3,43.7,90,56.96
CS-1922,32.8,23,7.1,414.5,55.0,28,55.62
CS-1923,13.8,18,6.6,397.4,61.6,43,42.9
CS-1924,26.1,21,3.0,470.1,38.4,112,54.82
CS-1925,22.7,17,5.6,631.7,67.9,40,55.71
CS-1926,31.2,20,5.0,454.7,65.7,12,54.64
CS-1927,25.2,15,6.3,832.3,70.6,8,56.93
CS-1928,36.0,15,3.8,557.3,72.9,106,72.5
CS-1929,29.4,6,8.9,1927.1,55.3,19,62.21
CS-1930,24.6,3,3.4,899.8,78.2,98,57.41
CS-1931,11.0,8,10.7,624.1,68.6,52,39.43
CS-1932,22.6,6,6.5,1132.2,61.3,39,50.03
CS-1933,23.7,14,1.7,1078.4,62.7,46,54.75
CS-1934,26.6,11,2.0,618.9,,30,51.36
CS-1935,21.7,15,6.5,651.4,44.7,82,52.76
CS-1936,18.0,19,8.9,,55.8,49,46.55
CS-1937,18.7,22,0.6,1026.3,49.8,103,49.02
CS-1938,23.3,10,4.8,323.5,,117,64.03
CS-1939,30.0,21,6.7,826.3,62.6,34,56.67
CS-1940,16.8,19,6.1,704.8,59.3,12,46.67
CS-1941,31.3,3,,179.1,,102,74.92
CS-1942,35.3,4,5.5,1956.3,53.4,25,61.04
CS-1943,17.2,16,5.1,312.0,55.3,112,52.82
CS-1944,31.2,11,4.2,915.0,65.4,81,70.45
CS-1945,21.4,4,4.6,676.4,67.3,87,53.35
CS-1946,36.9,17,10.2,486.3,38.6,77,67.59
CS-1947,21.7,8,1.6,,61.7,58,52.21
CS-1948,27.1,2,,999.4,51.6,107,62.19
CS-1949,17.5,7,11.4,174.9,63.4,59,51.35
CS-1950,10.2,19,,,50.4,6,41.61
CS-1951,13.4,17,,,76.3,53,59.07
CS-1952,34.7,23,,701.9,71.5,62,70.99
CS-1953,15.7,8,3.8,638.8,63.9,32,43.2
CS-1954,11.8,6,9.9,1947.4,66.1,97,57.74
CS-1955,16.3,5,,80.4,54.4,46,51.36
CS-1956,37.8,11,2.7,881.9,59.3,77,69.63
CS-1957,24.4,1,8.0,907.1,76.4,103,60.83
CS-1958,40.9,9,,694.1,72.8,88,80.46
CS-1959,3.4,8,,704.0,46.7,117,52.89
CS-1960,12.9,23,5.9,458.9,57.8,25,37.44
CS-1961,17.2,13,14.3,761.2,57.4,102,63.73
CS-1962,31.1,23,5.4,1600.3,60.5,120,65.99
CS-1963,13.9,2,,629.1,50.9,104,59.23
CS-1964,38.1,0,,705.5,72.8,97,81.6
CS-1965,24.7,12,,700.2,64.7,12,54.66
CS-1966,33.3,20,13.9,1544.5,64.1,116,76.1
CS-1967,28.8,19,5.8,437.7,53.8,90,62.38
CS-1968,26.1,14,7.4,927.9,,63,57.35
CS-1969,20.8,6,3.2,748.8,50.6,58,45.28
CS-1970,25.2,2,7.9,806.1,76.1,62,53.1
CS-1971,34.5,9,7.8,830.0,77.1,5,58.72
CS-1972,19.3,14,1.6,625.8,63.9,46,47.21
CS-1973,31.2,19,3.3,421.0,50.2,90,62.77
CS-1974,23.1,17,2.1,1233.0,56.1,31,46.5
CS-1975,31.2,9,1.2,591.7,54.2,72,53.11
CS-1976,34.6,4,1.9,343.9,74.7,24,52.35
CS-1977,25.6,20,10.1,347.3,73.0,111,66.25
CS-1978,37.9,7,0.9,1128.9,,39,62.81
CS-1979,17.1,19,,385.4,67.3,66,51.46
CS-1980,12.0,6,,,64.4,100,55.77
CS-1981,30.0,23,6.7,518.9,71.0,49,63.22
CS-1982,23.1,1,7.4,1357.0,58.5,20,47.78
CS-1983,35.4,9,6.0,1665.5,63.7,98,77.25
CS-1984,28.5,6,5.8,1374.2,50.6,26,54.72
CS-1985,33.3,15,15.1,1444.1,72.5,53,77.65
CS-1986,20.5,7,9.3,850.8,58.8,74,55.9
CS-1987,21.8,21,1.6,586.2,58.9,7,41.87
CS-1988,15.1,15,13.8,256.8,61.1,76,55.19
CS-1989,18.5,9,7.3,782.0,55.6,106,52.68
CS-1990,31.6,14,2.9,268.2,67.1,38,56.99
CS-1991,22.2,19,,508.4,57.6,56,56.95
CS-1992,23.4,2,6.2,1157.9,45.4,115,52.54
CS-1993,20.6,0,10.8,829.3,64.4,37,48.29
CS-1994,25.7,0,1.8,386.4,62.1,33,45.85
CS-1995,19.1,10,0.5,694.3,60.8,3,39.53
CS-1996,25.3,8,,1173.5,66.2,114,69.79
CS-1997,11.0,1,10.4,,62.4,68,43.07
CS-1998,14.6,23,10.3,1882.6,47.8,60,43.54
CS-1999,22.3,8,3.8,1673.0,69.4,6,45.16
CS-2000,18.4,1,6.3,882.6,66.1,39,46.94
CS-2001,9.8,4,6.1,807.6,65.6,59,39.3
CS-2002,24.2,13,3.6,345.5,,30,49.58
CS-2003,17.5,7,1.4,909.9,60.2,118,49.06
CS-2004,20.6,0,6.4,939.1,65.7,4,43.97
CS-2005,25.9,8,10.2,719.5,40.3,100,62.21
CS-2006,18.0,16,7.3,1339.9,55.7,14,49.67
CS-2007,24.7,5,6.0,,57.7,7,53.16
CS-2008,11.9,11,4.5,507.3,80.3,76,44.72
CS-2009,24.3,9,8.6,493.6,,4,47.0
CS-2010,24.5,10,11.0,569.7,58.5,29,55.77
CS-2011,26.7,13,4.1,503.4,52.4,69,56.28
CS-2012,23.9,4,5.6,253.8,52.1,89,53.43
CS-2013,43.0,0,2.6,757.1,48.3,50,61.93
CS-2014,24.7,16,4.4,518.1,46.1,102,52.73
CS-2015,28.8,21,4.8,743.1,50.7,46,55.62
CS-2016,20.5,10,5.0,716.8,67.4,117,56.18
CS-2017,23.8,7,3.4,243.8,56.1,35,48.04
CS-2018,24.6,20,5.7,1024.5,59.8,62,54.3
CS-2019,16.7,11,,603.7,51.5,116,68.05
CS-2020,14.7,13,5.3,,49.7,4,39.49
CS-2021,37.7,20,12.9,213.6,36.8,30,63.92
CS-2022,23.1,7,,820.4,63.0,116,56.95
CS-2023,15.2,12,8.3,211.2,,110,56.11
CS-2024,31.1,4,7.7,437.7,75.4,117,64.46
CS-2025,22.9,21,5.0,1030.4,76.2,57,55.88
CS-2026,26.6,6,11.4,273.8,50.2,63,56.2
CS-2027,28.0,21,13.0,,57.6,67,62.66
CS-2028,27.4,10,6.3,516.9,49.8,86,63.79
CS-2029,22.7,22,7.4,624.4,61.4,114,54.45
CS-2030,15.0,2,4.0,942.4,,47,39.57
CS-2031,33.4,2,4.3,489.3,65.6,2,49.4
CS-2032,17.0,1,3.1,562.8,69.2,103,45.12
CS-2033,21.8,12,,900.0,52.8,15,56.91
CS-2034,22.8,15,10.2,692.4,58.9,24,60.55
CS-2035,31.0,6,6.0,780.2,67.8,11,53.47
CS-2036,7.8,22,1.1,354.3,,106,40.98
CS-2037,20.3,20,1.1,163.1,,42,44.19
CS-2038,30.9,6,5.8,635.9,64.2,9,49.78
CS-2039,39.2,13,6.9,,51.3,13,65.17
CS-2040,30.7,4,2.3,1053.9,67.6,21,46.89
CS-2041,35.8,8,1.4,907.3,43.5,72,62.97
CS-2042,20.4,14,2.6,627.8,66.7,51,48.38
CS-2043,32.1,11,0.6,571.4,51.3,15,56.35
CS-2044,22.5,3,8.7,716.2,,13,48.13
CS-2045,15.1,14,11.5,235.2,80.6,102,56.67
CS-2046,27.5,8,1.5,649.0,62.9,28,51.57
CS-2047,40.4,0,7.3,568.7,50.2,117,74.69
CS-2048,27.9,14,4.3,681.8,,28,56.34
CS-2049,31.7,1,3.6,839.1,64.5,77,60.82
CS-2050,17.8,12,,107.4,78.1,49,60.05
CS-2051,27.3,5,2.6,469.7,65.2,7,47.82
CS-2052,21.6,14,9.8,,62.9,92,62.17
CS-2053,32.7,5,7.0,563.1,36.6,89,61.79
CS-2054,27.1,5,2.2,344.9,63.8,53,47.06
CS-2055,25.8,11,8.5,1363.1,69.4,101,68.56
CS-2056,14.4,13,4.1,175.2,47.9,102,48.4
CS-2057,21.0,22,,1207.7,65.1,62,63.76
CS-2058,29.8,22,6.7,1238.8,,106,60.64
CS-2059,27.6,16,4.2,693.9,43.3,115,65.24
CS-2060,16.3,20,10.8,,68.6,8,44.42
CS-2061,24.1,18,6.5,725.2,53.4,2,50.57
CS-2062,23.9,19,7.4,224.6,59.1,115,62.05
CS-2063,14.2,22,3.8,770.5,58.3,80,40.48
CS-2064,27.9,2,1.6,965.2,69.9,96,53.72
CS-2065,25.2,20,1.3,302.3,61.3,35,48.48
CS-2066,14.5,4,6.5,272.2,64.7,80,47.34
CS-2067,15.4,6,2.0,465.2,52.9,96,42.09
CS-2068,33.1,16,1.0,765.0,68.4,6,58.82
CS-2069,17.5,19,,575.7,59.0,96,61.92
CS-2070,36.9,17,3.3,613.6,,87,69.59
CS-2071,20.6,11,7.9,387.7,52.5,94,59.12
CS-2072,33.2,8,1.6,958.5,51.3,69,63.32
CS-2073,23.0,8,4.1,764.6,85.1,109,60.73
CS-2074,17.7,21,8.8,600.3,69.0,117,55.1
CS-2075,9.6,22,2.6,401.1,61.1,10,29.88
CS-2076,31.2,19,2.9,,,58,59.89
CS-2077,16.0,11,3.3,638.7,66.2,31,44.4
CS-2078,10.6,23,7.5,441.0,61.0,32,38.6
CS-2079,31.5,3,3.9,139.8,72.8,83,57.75
CS-2080,12.8,12,8.9,946.2,44.1,97,55.0
CS-2081,31.8,4,5.4,583.7,74.7,114,66.13
CS-2082,42.4,7,10.5,1311.3,54.3,44,72.52
CS-2083,19.4,10,2.7,361.7,63.7,92,52.56
CS-2084,25.2,11,10.8,1964.1,89.6,94,68.76
CS-2085,9.4,7,0.5,1218.4,52.1,93,43.89
CS-2086,5.1,16,4.7,300.9,64.0,90,45.57
CS-2087,23.9,1,4.0,391.1,75.6,114,54.39
CS-2088,37.3,17,3.0,756.3,65.4,56,62.28
CS-2089,12.7,8,3.8,,79.3,63,44.23
CS-2090,23.4,21,10.0,920.0,54.4,89,56.94
CS-2091,16.2,2,,1483.4,,22,54.57
CS-2092,30.0,13,,226.4,70.6,41,71.88
CS-2093,19.2,13,2.7,489.6,62.6,12,46.62
CS-2094,16.3,18,10.3,560.4,53.9,59,51.28
CS-2095,26.4,6,1.8,708.2,45.2,6,45.17
CS-2096,30.3,5,5.6,431.0,68.5,49,60.36
CS-2097,16.0,21,7.5,799.8,76.1,70,51.35
CS-2098,19.3,18,5.3,901.8,64.3,101,52.83
CS-2099,21.3,14,4.9,228.4,60.3,46,50.39
CS-2100,32.2,5,1.9,660.0,,93,60.48
CS-2101,30.7,11,7.8,241.8,41.5,70,65.73
CS-2102,41.2,0,7.9,533.7,66.5,32,67.01
CS-2103,38.9,11,3.8,673.2,59.8,35,68.19
CS-2104,13.9,3,5.9,546.6,64.2,37,36.84
CS-2105,21.3,5,16.3,312.3,71.0,51,61.89
CS-2106,22.4,14,10.0,1213.3,64.4,23,55.34
CS-2107,18.2,23,4.0,576.5,58.7,16,41.19
CS-2108,15.5,18,6.9,669.7,,25,44.57
CS-2109,36.4,20,2.4,426.4,,87,59.32
CS-2110,10.2,6,6.6,498.2,60.4,36,32.86
CS-2111,17.3,5,4.0,807.1,61.9,14,37.92
CS-2112,14.3,2,3.6,316.9,69.8,5,35.46
CS-2113,28.4,13,3.1,,49.7,42,54.83
CS-2114,20.2,16,,617.9,48.8,96,61.26
CS-2115,12.8,22,,619.3,62.9,63,50.79
CS-2116,30.6,1,3.1,,68.7,32,51.89
CS-2117,11.6,23,15.3,1540.5,62.7,40,48.83
CS-2118,23.3,13,3.6,506.5,70.0,32,52.0
CS-2119,16.7,16,5.9,727.7,,98,47.39
CS-2120,22.1,17,5.1,390.6,,107,58.84
CS-2121,26.2,6,1.1,499.0,49.3,92,51.17
CS-2122,29.3,18,,1040.3,59.6,81,66.67
CS-2123,31.7,19,4.2,1824.9,60.4,103,66.21
CS-2124,16.0,6,8.2,766.6,,53,46.21
CS-2125,30.1,23,7.8,1025.4,,87,62.7
CS-2126,20.3,15,6.0,451.9,63.0,96,54.17
CS-2127,19.5,5,4.4,438.0,58.8,3,40.29
CS-2128,17.1,14,7.4,480.2,60.9,56,58.75
CS-2129,25.7,19,,,69.7,115,72.89
CS-2130,27.0,0,1.3,581.9,65.5,56,51.9
CS-2131,25.2,6,3.8,367.5,86.0,88,54.45
CS-2132,23.3,3,5.4,507.2,55.0,49,46.56
CS-2133,27.9,3,6.8,520.7,54.0,114,58.26
CS-2134,23.8,7,,133.8,48.1,94,61.54
CS-2135,19.8,15,2.3,520.9,87.6,21,49.39
CS-2136,22.1,12,,597.7,53.0,118,67.25
CS-2137,24.8,0,7.0,680.5,59.2,70,57.43
CS-2138,27.2,1,6.6,461.3,76.9,98,59.22
CS-2139,18.8,0,10.7,454.2,49.2,60,50.21
CS-2140,18.7,11,2.4,1465.6,66.4,86,51.25
CS-2141,22.7,21,7.3,585.5,65.0,16,47.76
CS-2142,25.3,3,10.3,651.3,57.6,96,59.25
CS-2143,19.4,2,3.4,485.8,67.5,23,44.19
CS-2144,21.5,20,1.3,581.8,73.9,104,50.94
CS-2145,14.9,13,2.1,754.5,51.5,57,45.97
CS-2146,16.5,7,14.1,1689.0,57.4,21,49.33
CS-2147,30.7,12,,785.2,64.7,100,76.81
CS-2148,31.2,15,5.6,588.4,77.2,70,63.81
CS-2149,32.2,11,0.9,558.4,,119,63.97
CS-2150,24.2,2,8.1,894.0,47.9,81,59.03
CS-2151,19.3,16,,802.4,,28,49.86
CS-2152,16.8,18,4.8,2224.8,58.3,108,54.82
CS-2153,17.8,9,,479.0,52.4,73,63.64
CS-2154,17.7,23,5.8,712.6,47.2,41,48.03
CS-2155,23.1,6,4.1,808.0,71.1,76,51.51
CS-2156,28.2,9,1.7,670.3,62.8,20,52.35
CS-2157,23.2,17,4.4,,52.6,56,56.0
CS-2158,19.0,15,8.7,791.4,72.1,77,57.77
CS-2159,26.4,19,,588.6,71.1,105,82.61
CS-2160,10.7,3,7.8,507.4,51.8,34,34.47
CS-2161,27.0,14,2.3,,55.4,64,57.52
CS-2162,25.0,1,3.8,1679.0,90.0,91,62.2
CS-2163,18.6,3,7.5,496.0,,3,40.86
CS-2164,29.5,18,7.2,946.5,,27,56.64
CS-2165,27.5,17,11.9,,73.5,71,68.62
CS-2166,24.1,23,,632.9,,18,52.26
CS-2167,28.1,3,9.6,483.4,75.3,14,52.89
CS-2168,32.2,22,1.6,558.2,70.6,16,54.15
CS-2169,26.5,11,2.2,1319.9,44.6,78,53.43
CS-2170,14.6,0,,339.7,,81,54.95
CS-2171,31.8,7,0.8,283.1,,71,57.57
CS-2172,15.9,0,6.4,939.7,70.0,29,42.57
CS-2173,26.7,20,10.8,827.7,74.6,2,52.11
CS-2174,37.1,6,7.1,,64.5,87,68.08
CS-2175,30.1,18,2.9,805.1,64.7,99,65.07
CS-2176,28.8,14,8.4,464.2,76.6,90,61.75
CS-2177,19.9,13,6.5,,55.8,115,61.48
CS-2178,23.4,0,,1799.3,50.0,106,60.3
CS-2179,43.0,9,1.1,1335.4,47.8,24,64.55
CS-2180,17.4,21,,,58.7,70,55.93
CS-2181,2.4,15,9.9,633.1,76.0,113,49.25
CS-2182,16.8,3,4.0,116.0,67.3,114,47.23
CS-2183,24.2,12,2.5,819.7,69.4,64,59.74
CS-2184,29.7,19,,595.5,65.3,117,76.84
CS-2185,28.1,16,15.4,682.7,,8,59.9
CS-2186,21.0,4,4.2,1009.2,56.0,57,46.53
CS-2187,23.4,12,10.7,435.4,,85,59.92
CS-2188,43.0,1,4.0,389.3,65.2,17,60.34
CS-2189,25.0,8,9.4,921.9,48.7,74,62.07
CS-2190,3.4,0,8.7,1238.0,52.5,60,38.41
CS-2191,24.3,9,4.7,,69.1,102,57.93
CS-2192,27.9,23,2.2,301.6,70.1,24,49.97
CS-2193,16.1,21,7.7,2007.3,70.1,105,47.97
CS-2194,27.4,7,,89.6,61.8,110,69.06
CS-2195,33.5,7,7.4,541.3,70.5,71,65.2
CS-2196,30.7,15,,766.4,73.9,63,73.62
CS-2197,19.0,4,,601.6,62.0,22,48.81
CS-2198,29.0,4,3.2,791.2,,61,60.44
CS-2199,7.9,11,3.3,1052.9,,34,35.39
CS-2200,27.5,22,5.6,,57.9,83,61.64
CS-2201,31.3,22,6.1,535.5,,62,60.24
CS-2202,37.5,13,1.5,471.0,64.7,78,65.32
CS-2203,30.0,10,3.5,734.2,45.5,28,55.64
CS-2204,33.6,3,4.0,1104.0,66.1,39,53.62
CS-2205,18.9,1,0.9,1178.8,77.2,26,39.28
CS-2206,18.7,20,6.2,382.9,51.3,104,50.47
CS-2207,23.9,22,6.4,738.9,45.0,74,51.23
CS-2208,32.7,15,3.5,464.5,53.3,11,52.91
CS-2209,18.6,6,6.6,734.4,46.6,45,39.04
CS-2210,14.6,6,4.6,1503.8,64.5,106,52.28
CS-2211,11.5,16,4.2,140.2,50.8,97,43.63
CS-2212,27.9,5,13.3,635.6,66.1,30,59.94
CS-2213,33.3,10,4.0,697.2,64.8,101,67.32
CS-2214,21.2,6,5.7,,62.0,26,48.19
CS-2215,23.0,1,1.9,539.1,,87,49.18
CS-2216,40.9,2,8.9,1229.3,80.7,106,76.95
CS-2217,18.1,0,4.1,1151.8,64.6,27,42.41
CS-2218,22.0,22,2.5,317.2,57.1,60,50.94
CS-2219,19.8,7,3.6,376.9,61.7,111,51.44
CS-2220,19.1,23,3.5,,59.6,29,44.15
CS-2221,39.1,10,,819.0,67.0,106,87.61
CS-2222,30.9,1,4.0,268.7,76.2,82,58.56
CS-2223,16.4,16,8.5,108.1,63.6,86,56.27
CS-2224,21.9,20,4.9,,,21,48.09
CS-2225,15.3,2,6.5,1158.8,46.4,105,48.48
CS-2226,16.4,9,11.6,507.0,82.0,30,50.34
CS-2227,29.3,17,5.1,1205.6,54.2,84,59.3
CS-2228,34.0,14,2.6,934.8,64.4,69,66.24
CS-2229,13.3,5,2.6,,,45,32.88
CS-2230,16.2,0,2.1,,53.8,53,40.81
CS-2231,21.9,0,6.0,,,29,44.27
CS-2232,30.3,11,,1012.7,64.4,53,67.75
CS-2233,25.3,3,2.7,1324.7,59.2,5,44.31
CS-2234,25.1,6,0.2,165.9,51.0,95,54.7
CS-2235,18.2,6,5.2,470.0,72.2,13,45.49
CS-2236,26.7,16,5.8,269.3,50.2,119,66.16
CS-2237,14.2,10,2.7,1117.0,74.1,107,50.65
CS-2238,19.5,5,3.4,418.6,61.3,27,45.5
CS-2239,28.0,22,5.5,506.7,60.4,95,62.28
CS-2240,19.8,6,1.8,1002.6,70.9,3,43.06
CS-2241,20.6,7,0.8,478.2,56.4,9,37.19
CS-2242,20.4,9,12.4,484.7,60.9,79,60.66
CS-2243,19.4,18,6.3,648.6,66.6,85,55.97
CS-2244,25.0,20,5.4,631.5,36.1,61,57.37
CS-2245,26.1,3,7.2,916.8,47.2,8,49.3
CS-2246,33.5,9,2.8,1104.1,61.0,90,64.08
CS-2247,30.8,13,9.5,1158.8,57.3,82,65.88
CS-2248,39.4,14,,349.6,66.3,41,72.33
CS-2249,31.0,23,,694.9,64.8,86,68.24
CS-2250,26.3,16,3.1,973.3,83.6,45,55.86
CS-2251,16.9,8,2.7,649.3,60.7,24,44.29
CS-2252,22.8,4,8.7,687.9,72.7,50,50.29
CS-2253,18.2,15,5.0,1257.1,67.1,72,53.33
CS-2254,34.6,8,4.5,1497.2,53.4,39,62.47
CS-2255,15.9,12,6.4,271.5,49.5,89,48.58
CS-2256,17.5,12,8.6,740.3,55.4,98,55.54
CS-2257,24.1,7,3.4,163.5,63.0,100,55.63
CS-2258,21.7,12,11.4,726.7,54.5,66,62.12
CS-2259,33.1,22,4.0,417.2,67.0,49,57.2
CS-2260,16.4,4,6.7,665.0,59.0,57,47.38
CS-2261,29.2,21,19.4,348.4,65.3,118,73.54
CS-2262,25.2,3,5.8,154.7,,87,52.5
CS-2263,29.5,17,12.1,474.4,68.8,53,66.81
CS-2264,29.3,23,6.5,1086.1,43.7,31,54.78
CS-2265,26.6,1,,502.5,81.6,17,54.81
CS-2266,12.3,9,8.5,556.4,81.3,2,40.54
CS-2267,20.8,1,,686.3,49.1,55,53.75
CS-2268,26.1,5,,,65.1,42,62.36
CS-2269,25.0,9,4.7,1085.3,55.3,54,55.26
CS-2270,34.6,16,,702.9,65.0,83,81.8
CS-2271,32.9,18,4.4,569.4,60.8,27,58.98
CS-2272,23.0,5,4.9,828.5,54.8,95,55.31
CS-2273,34.0,18,,490.9,52.9,113,77.77
CS-2274,36.1,0,4.4,,52.3,3,58.66
CS-2275,25.7,10,3.5,471.6,70.2,98,59.58
CS-2276,33.5,16,2.7,314.2,56.6,31,60.6
CS-2277,25.7,9,4.1,582.8,73.3,33,50.36
CS-2278,16.3,4,3.2,596.7,65.0,54,42.16
CS-2279,17.2,10,1.3,1030.5,52.5,81,46.38
CS-2280,32.0,12,,1174.6,54.7,113,80.23
CS-2281,23.9,12,1.9,448.8,47.2,112,55.34
CS-2282,18.9,23,5.4,681.4,56.3,56,48.21
CS-2283,29.6,14,9.6,,56.1,15,60.38
CS-2284,25.3,20,16.3,416.8,58.2,69,59.66
CS-2285,26.1,16,3.4,1305.1,63.4,91,56.95
CS-2286,23.9,23,5.9,369.3,75.8,18,45.68
CS-2287,29.8,16,,826.7,28.8,72,73.32
CS-2288,10.5,4,3.1,1116.4,61.8,101,42.25
CS-2289,20.6,9,7.5,1311.8,47.5,48,51.41
CS-2290,19.2,5,3.3,,65.9,69,46.01
CS-2291,8.9,10,3.4,549.4,53.4,9,34.02
CS-2292,28.4,17,6.0,431.5,56.8,110,67.08
CS-2293,21.7,14,,657.7,58.3,65,59.27
CS-2294,32.0,1,3.7,260.2,71.8,45,53.51
CS-2295,27.5,14,2.2,294.0,48.6,94,56.92
CS-2296,25.6,19,8.2,978.6,51.7,117,60.77
CS-2297,30.6,23,11.2,297.8,55.8,36,57.47
CS-2298,14.9,22,4.7,762.1,55.8,48,40.78
CS-2299,21.4,21,3.0,507.8,60.8,77,45.93
CS-2300,11.8,14,8.2,349.3,54.6,116,47.64
CS-2301,23.4,22,4.0,448.8,67.7,19,51.03
CS-2302,32.9,22,4.5,654.6,52.4,93,64.53
CS-2303,29.4,11,,1943.3,44.8,117,76.49
CS-2304,27.0,23,4.5,1838.1,61.8,97,59.12
CS-2305,29.1,1,,1028.8,62.5,60,66.7
CS-2306,29.1,5,2.8,1052.3,54.9,35,55.41
CS-2307,31.7,23,3.8,630.3,67.9,50,56.17
CS-2308,14.4,10,1.3,961.8,49.4,62,42.14
CS-2309,19.6,2,12.1,393.5,73.0,8,46.14
CS-2310,29.9,0,10.9,139.3,65.4,92,66.75
CS-2311,16.7,0,3.5,1038.2,,58,42.85
CS-2312,19.4,0,9.3,1229.8,51.4,55,49.65
CS-2313,23.8,8,0.7,1126.1,75.5,22,50.3
CS-2314,28.8,0,13.5,271.0,,82,60.31
CS-2315,19.9,6,2.2,,62.8,33,44.07
CS-2316,21.6,8,6.1,,61.5,55,52.83
CS-2317,24.7,14,8.4,,81.1,89,67.47
CS-2318,20.3,13,13.4,738.7,68.2,55,61.08
CS-2319,24.4,5,4.2,1093.7,49.4,80,52.25
CS-2320,33.6,12,4.5,599.4,81.5,6,60.23
CS-2321,23.4,0,9.8,755.2,57.7,60,51.21
CS-2322,27.3,13,0.9,1153.0,64.3,7,52.23
CS-2323,28.8,1,6.4,984.0,51.7,102,64.93
CS-2324,28.5,18,5.4,997.9,49.0,43,58.56
CS-2325,24.8,1,5.4,1450.7,70.7,97,58.38
CS-2326,18.6,19,10.5,476.0,62.0,82,53.33
CS-2327,23.0,15,11.1,808.7,71.4,14,58.04
CS-2328,27.7,6,2.9,415.9,82.6,92,60.25
CS-2329,24.0,20,2.3,992.5,42.0,19,48.64
CS-2330,22.7,3,6.8,1477.6,69.2,107,62.91
CS-2331,19.9,2,0.8,345.7,63.7,106,44.58
CS-2332,14.2,16,,593.0,,85,56.76
CS-2333,33.0,5,6.9,,59.0,114,62.65
CS-2334,19.0,15,1.0,367.4,48.9,34,43.85
CS-2335,26.7,19,4.3,200.2,67.8,47,54.99
CS-2336,28.4,9,5.3,859.8,85.7,17,56.39
CS-2337,27.7,5,,1090.0,50.5,104,66.77
CS-2338,9.9,10,8.1,675.4,56.7,102,51.71
CS-2339,36.7,18,0.8,1247.3,67.1,52,65.51
CS-2340,34.6,3,4.3,718.2,60.8,89,64.32
CS-2341,25.0,18,3.1,524.9,64.9,7,51.84
CS-2342,16.1,3,12.8,1103.7,54.3,18,45.59
CS-2343,21.1,19,5.7,785.7,35.0,83,52.51
CS-2344,22.5,13,,778.2,60.2,88,67.24
CS-2345,34.5,8,1.3,1311.2,60.4,69,67.56
CS-2346,32.4,13,4.1,761.8,76.0,43,63.37
CS-2347,20.9,4,3.9,120.2,64.3,53,46.13
CS-2348,23.1,6,,445.0,,62,57.41
CS-2349,43.0,1,,585.9,,42,82.22
CS-2350,26.6,2,,1045.0,69.2,78,60.54
CS-2351,29.3,19,4.7,734.6,44.0,120,67.76
CS-2352,31.5,3,0.4,,60.0,100,57.59
CS-2353,16.9,12,1.9,481.4,50.3,19,47.22
CS-2354,6.1,14,3.0,554.3,,72,35.89
CS-2355,22.5,16,,320.1,62.5,42,63.9
CS-2356,13.5,8,4.7,217.6,61.8,51,39.08
CS-2357,13.8,2,,1538.0,64.4,10,51.95
CS-2358,25.9,9,10.7,1124.5,61.3,99,65.5
CS-2359,25.0,21,4.5,473.1,66.5,25,48.53
CS-2360,34.0,13,8.4,1078.2,64.8,89,73.94
CS-2361,27.9,8,,1022.1,57.4,110,71.43
CS-2362,21.0,6,6.5,936.4,59.8,63,54.1
CS-2363,20.4,9,5.6,445.6,57.0,69,52.26
CS-2364,43.0,11,5.3,1560.8,65.3,47,75.2
CS-2365,25.8,20,15.8,886.8,44.7,87,65.83
CS-2366,33.1,21,8.3,1226.8,68.3,57,70.14
CS-2367,24.0,12,9.1,1310.9,66.2,40,57.53
CS-2368,26.8,20,0.7,1079.1,72.3,66,61.16
CS-2369,16.7,7,5.5,,59.3,2,37.74
CS-2370,32.7,5,8.1,,58.4,6,54.06
CS-2371,31.2,6,,531.5,57.5,107,73.94
CS-2372,23.4,0,3.2,672.1,40.3,101,49.76
CS-2373,23.3,2,10.5,765.6,58.0,93,54.19
CS-2374,12.9,22,2.2,,59.7,99,40.3
CS-2375,35.3,9,2.4,1274.8,56.7,41,59.68
CS-2376,35.2,18,5.1,704.2,53.4,31,58.1
CS-2377,34.8,3,6.2,619.7,70.3,119,64.12
CS-2378,11.0,14,7.3,1234.0,55.5,82,46.74
CS-2379,23.2,10,22.2,836.3,58.1,59,71.31
CS-2380,28.2,2,9.4,1962.4,69.1,79,62.87
CS-2381,25.1,13,4.4,947.1,,7,50.79
CS-2382,19.3,14,9.2,1118.9,63.9,116,63.63
CS-2383,13.3,10,3.1,364.7,61.2,19,41.02
CS-2384,29.8,15,2.0,345.0,56.3,28,51.15
CS-2385,24.3,9,7.3,962.7,58.3,71,58.33
CS-2386,32.1,11,7.0,1160.3,70.3,29,60.95
CS-2387,35.6,18,2.0,1339.1,75.6,63,66.04
CS-2388,25.8,4,10.9,,70.3,43,54.66
CS-2389,15.4,19,2.8,473.7,25.0,27,35.22
CS-2390,20.4,14,0.5,339.8,52.2,43,48.44
CS-2391,31.3,6,15.9,,67.9,71,70.51
