check_id,pump_age_months,operating_load_pct,motor_temperature_c,vibration_mm_s,starts_24h,days_since_service,fault_within_7_days
PUMP-00463,30,90.9,56.8,3.08,25,30.2,0
PUMP-00464,76,70.4,61.3,3.72,23,33.3,0
PUMP-00465,47,77.7,55.8,1.93,22,6.9,0
PUMP-00466,123,48.2,58.0,4.27,15,38.2,0
PUMP-00467,6,71.2,56.9,3.28,22,86.6,0
PUMP-00468,129,63.5,60.1,4.31,23,244.6,0
PUMP-00469,92,68.5,61.1,3.06,22,127.2,0
PUMP-00470,9,46.7,58.0,3.32,20,53.2,0
PUMP-00471,136,89.4,51.0,2.58,25,12.0,0
PUMP-00472,85,64.0,51.5,4.12,19,76.0,0
PUMP-00473,51,80.4,54.6,3.28,22,156.8,0
PUMP-00474,36,89.6,68.2,1.64,34,63.7,0
PUMP-00475,57,77.7,59.0,3.79,24,19.2,0
PUMP-00476,17,32.6,47.2,3.63,25,54.7,0
PUMP-00477,23,67.2,62.5,3.04,18,31.1,0
PUMP-00478,23,34.1,61.4,2.12,20,35.7,0
PUMP-00479,109,60.9,59.2,2.11,26,47.6,0
PUMP-00480,85,93.1,60.5,2.26,26,61.4,0
PUMP-00481,41,72.8,58.8,4.23,14,121.4,0
PUMP-00482,97,48.9,51.3,3.56,17,26.1,0
PUMP-00483,108,87.5,55.6,2.63,26,27.1,0
PUMP-00484,28,83.5,64.0,2.61,19,26.9,0
PUMP-00485,71,62.6,64.3,4.34,27,109.9,1
PUMP-00486,99,37.1,53.4,2.67,23,29.9,0
PUMP-00487,8,76.0,57.6,1.62,20,45.2,0
PUMP-00488,15,51.5,53.2,1.42,16,73.2,0
PUMP-00489,91,55.4,58.7,1.61,25,131.3,0
PUMP-00490,132,29.4,57.2,1.63,17,110.9,0
PUMP-00491,101,54.2,55.5,3.9,21,57.8,0
PUMP-00492,82,89.9,65.5,5.89,14,52.1,1
PUMP-00493,47,79.1,56.3,3.06,22,89.4,0
PUMP-00494,82,42.8,59.6,1.99,14,177.4,0
PUMP-00495,54,56.4,60.6,2.57,16,123.9,0
PUMP-00496,126,78.2,59.2,3.57,24,49.2,0
PUMP-00497,9,64.4,54.0,1.58,31,51.7,0
PUMP-00498,8,71.0,60.2,1.7,23,87.7,0
PUMP-00499,114,44.2,55.2,5.01,15,17.1,0
PUMP-00500,73,37.2,56.7,2.72,20,101.5,0
PUMP-00501,105,46.8,57.3,4.35,16,148.5,0
PUMP-00502,107,57.5,64.1,3.38,15,49.0,0
PUMP-00503,112,41.5,54.7,3.5,18,169.5,0
PUMP-00504,23,60.0,61.6,6.78,16,155.3,0
PUMP-00505,133,91.8,60.6,3.85,20,25.0,0
PUMP-00506,99,45.5,57.6,3.52,20,236.8,0
PUMP-00507,124,54.1,60.8,1.78,19,43.8,0
PUMP-00508,70,49.0,63.7,2.67,21,44.7,0
PUMP-00509,111,50.3,61.5,4.84,18,109.1,0
PUMP-00510,28,49.9,48.1,2.23,16,62.6,0
PUMP-00511,87,68.9,51.5,5.81,17,140.4,1
PUMP-00512,72,62.9,58.8,1.83,20,161.1,0
PUMP-00513,62,37.6,53.2,1.7,24,298.3,0
PUMP-00514,75,44.1,55.7,4.33,12,95.7,0
PUMP-00515,91,46.9,55.0,5.2,12,143.9,0
PUMP-00516,121,76.1,59.8,4.34,17,212.8,1
PUMP-00517,41,55.1,57.3,1.85,15,52.4,0
PUMP-00518,124,63.0,60.1,3.82,23,92.2,0
PUMP-00519,22,74.1,60.0,5.41,18,51.8,0
PUMP-00520,143,60.1,62.9,4.29,18,84.1,0
PUMP-00521,138,91.0,64.8,5.93,19,88.6,1
PUMP-00522,57,61.9,53.3,3.72,21,15.6,0
PUMP-00523,120,67.5,58.0,4.61,25,135.1,1
PUMP-00524,59,64.6,53.5,1.59,16,20.6,0
PUMP-00525,19,73.1,61.7,5.66,19,149.7,1
PUMP-00526,125,85.7,65.7,6.58,21,97.5,0
PUMP-00527,8,53.0,50.1,4.94,15,57.7,0
PUMP-00528,53,51.5,58.2,2.11,13,26.1,0
PUMP-00529,114,59.6,56.5,3.79,25,100.4,0
PUMP-00530,36,79.7,57.5,2.42,21,37.5,0
PUMP-00531,137,83.8,68.8,2.9,25,54.4,1
PUMP-00532,117,40.8,57.2,2.47,12,112.5,0
PUMP-00533,14,47.6,52.4,2.27,14,24.5,0
PUMP-00534,13,41.4,49.8,3.11,19,12.5,0
PUMP-00535,54,70.4,58.6,4.26,28,36.4,0
PUMP-00536,26,45.9,46.3,2.46,11,48.0,0
PUMP-00537,33,59.4,61.8,2.26,21,24.0,0
PUMP-00538,125,71.4,59.3,2.24,23,19.9,0
PUMP-00539,50,69.1,60.7,4.81,22,111.9,1
PUMP-00540,101,61.2,52.4,3.51,19,80.4,0
PUMP-00541,22,29.2,48.9,0.93,12,68.9,0
PUMP-00542,68,59.0,48.7,3.43,22,76.7,0
PUMP-00543,89,37.0,43.4,2.8,17,58.5,0
PUMP-00544,141,85.5,64.7,2.56,22,48.7,0
PUMP-00545,75,60.5,62.8,2.91,25,41.0,0
PUMP-00546,79,40.1,54.1,1.98,19,16.6,0
PUMP-00547,86,41.7,56.3,2.21,17,74.7,0
PUMP-00548,100,65.6,57.0,2.04,14,141.6,1
PUMP-00549,110,81.4,61.5,4.0,31,62.2,0
PUMP-00550,53,61.3,65.5,3.0,27,44.7,0
PUMP-00551,139,44.4,53.0,2.38,19,29.9,0
PUMP-00552,13,41.8,49.9,2.21,15,18.7,0
PUMP-00553,82,66.8,59.6,1.87,23,157.1,0
PUMP-00554,4,64.6,50.6,1.02,17,47.4,0
PUMP-00555,121,44.8,55.9,2.22,16,173.5,0
PUMP-00556,70,60.1,62.2,5.66,28,68.6,1
PUMP-00557,96,74.8,55.2,2.43,22,21.6,0
PUMP-00558,75,32.5,50.8,3.47,19,72.1,0
PUMP-00559,103,61.6,57.1,2.39,16,135.5,0
PUMP-00560,35,60.2,63.2,1.52,18,107.2,0
PUMP-00561,31,52.6,59.4,1.52,25,85.4,0
PUMP-00562,34,61.2,47.3,4.03,18,93.3,0
PUMP-00563,107,70.2,59.1,3.99,24,89.0,0
PUMP-00564,4,39.0,54.4,2.67,19,112.7,0
PUMP-00565,25,44.8,49.9,3.24,21,24.3,0
PUMP-00566,116,72.6,60.1,4.21,19,48.4,1
PUMP-00567,63,47.8,60.2,1.72,24,33.4,0
PUMP-00568,103,54.4,52.2,1.7,24,172.8,0
PUMP-00569,3,97.6,64.0,3.12,20,140.6,0
PUMP-00570,86,71.0,56.8,5.07,18,19.6,0
PUMP-00571,52,54.4,55.7,2.15,15,36.4,0
PUMP-00572,96,69.5,53.2,2.05,20,222.4,0
PUMP-00573,60,57.7,55.4,3.75,18,316.5,0
PUMP-00574,28,44.5,47.4,3.18,16,87.4,0
PUMP-00575,97,71.3,59.6,2.73,14,174.6,0
PUMP-00576,50,62.4,55.1,4.52,16,108.9,0
PUMP-00577,67,61.7,60.1,2.18,22,42.7,0
PUMP-00578,5,58.1,51.6,1.64,17,94.7,0
PUMP-00579,114,46.6,58.0,1.81,17,76.3,0
PUMP-00580,142,35.6,51.0,2.5,19,49.5,0
PUMP-00581,25,44.2,51.4,3.26,24,103.7,0
PUMP-00582,122,15.0,48.0,2.4,25,114.8,0
PUMP-00583,62,59.2,59.6,2.97,27,34.4,0
PUMP-00584,118,67.5,60.9,5.0,22,66.2,1
PUMP-00585,109,60.4,57.3,3.01,23,174.2,0
PUMP-00586,101,87.4,65.9,3.87,24,46.3,0
PUMP-00587,125,65.6,62.5,3.16,21,10.0,0
PUMP-00588,87,55.9,54.2,4.01,22,54.2,0
PUMP-00589,117,62.1,58.8,3.15,24,74.2,0
PUMP-00590,81,58.5,48.3,3.41,14,99.6,0
PUMP-00591,30,89.2,67.3,2.35,22,47.9,0
PUMP-00592,13,44.8,53.1,2.4,18,33.2,0
PUMP-00593,124,58.7,49.6,2.68,18,120.4,0
PUMP-00594,119,99.1,65.6,3.29,27,197.9,0
PUMP-00595,71,66.0,62.3,2.06,16,185.3,0
PUMP-00596,33,40.8,56.6,3.48,19,53.6,0
PUMP-00597,3,73.9,56.9,2.47,21,60.7,0
PUMP-00598,12,59.5,59.2,1.27,18,38.3,0
PUMP-00599,71,91.5,58.1,2.57,20,127.8,0
PUMP-00600,70,79.6,52.7,2.75,22,130.0,0
PUMP-00601,108,89.4,61.2,5.45,17,31.3,0
PUMP-00602,72,65.1,60.1,5.02,24,95.2,0
PUMP-00603,120,39.6,59.0,2.67,25,70.6,0
PUMP-00604,20,57.8,54.1,2.24,21,82.6,0
PUMP-00605,45,69.5,60.9,2.01,17,86.6,0
PUMP-00606,17,59.9,63.0,2.67,20,64.3,0
PUMP-00607,57,40.9,54.7,1.86,15,79.2,0
PUMP-00608,108,71.1,54.7,3.67,20,73.8,0
PUMP-00609,123,93.3,65.4,4.76,34,75.3,0
PUMP-00610,62,74.2,59.8,2.91,18,61.7,0
PUMP-00611,48,75.0,58.5,4.0,16,234.2,0
PUMP-00612,132,58.9,54.6,4.88,26,34.5,0
PUMP-00613,130,41.7,62.3,2.94,14,43.7,0
PUMP-00614,53,81.9,59.1,3.42,28,85.9,0
PUMP-00615,43,50.7,59.7,3.3,19,30.1,0
PUMP-00616,59,88.1,62.8,7.1,35,151.2,0
PUMP-00617,126,68.9,60.8,4.29,18,75.1,0
PUMP-00618,124,69.1,57.4,7.13,22,183.7,1
PUMP-00619,24,69.0,50.6,2.76,23,182.7,0
PUMP-00620,39,66.2,57.3,5.37,12,18.2,0
PUMP-00621,48,54.6,55.3,5.49,21,37.6,0
PUMP-00622,54,75.3,61.8,6.35,20,62.1,1
PUMP-00623,22,60.6,58.3,3.92,19,115.0,0
PUMP-00624,27,78.4,65.9,2.67,16,37.8,0
PUMP-00625,17,31.9,49.8,2.21,10,49.2,0
PUMP-00626,137,52.3,55.3,2.11,23,365.0,0
PUMP-00627,96,25.3,52.2,3.39,16,66.6,0
PUMP-00628,125,57.6,56.1,2.41,18,140.6,0
PUMP-00629,73,72.8,53.9,4.91,24,172.2,1
PUMP-00630,107,50.9,53.1,2.69,19,115.0,0
PUMP-00631,89,47.4,56.6,4.63,14,72.6,0
PUMP-00632,101,72.1,62.5,9.86,26,29.1,1
PUMP-00633,92,70.5,61.1,3.5,22,66.1,0
PUMP-00634,98,46.7,54.2,1.89,18,211.2,0
PUMP-00635,91,91.4,57.3,3.22,15,92.7,0
PUMP-00636,86,66.0,66.8,2.26,16,99.8,0
PUMP-00637,95,58.3,50.0,2.07,17,24.8,0
PUMP-00638,105,48.7,64.3,4.05,17,129.5,0
PUMP-00639,84,65.1,54.7,3.77,14,72.8,1
PUMP-00640,46,69.8,56.3,3.38,21,70.9,0
PUMP-00641,24,46.3,59.6,2.34,18,77.1,0
PUMP-00642,86,56.3,63.9,5.52,14,52.6,0
PUMP-00643,70,51.4,52.4,2.02,22,57.1,0
PUMP-00644,103,64.5,62.4,4.35,24,123.2,1
PUMP-00645,49,50.4,52.2,2.99,14,106.5,0
PUMP-00646,56,45.1,55.1,5.43,14,95.6,0
PUMP-00647,108,80.4,53.3,2.56,17,27.8,0
PUMP-00648,37,46.1,47.9,4.83,22,93.8,0
PUMP-00649,143,57.2,50.9,3.23,25,122.6,0
PUMP-00650,91,90.2,66.3,4.14,21,44.8,0
PUMP-00651,87,64.9,56.7,2.23,16,174.0,0
PUMP-00652,69,73.0,52.2,3.52,22,39.8,0
PUMP-00653,106,72.8,52.1,2.9,25,32.1,0
PUMP-00654,22,51.6,50.3,3.54,15,35.9,0
PUMP-00655,103,50.5,53.9,1.98,16,43.7,0
PUMP-00656,117,44.4,61.4,7.64,22,134.5,1
PUMP-00657,107,54.3,58.9,2.6,19,45.1,0
PUMP-00658,105,51.3,61.6,4.38,15,88.5,0
PUMP-00659,56,57.3,54.1,4.57,18,61.0,0
PUMP-00660,86,87.8,59.3,3.3,13,115.5,0
PUMP-00661,76,61.5,60.6,2.35,19,63.3,0
PUMP-00662,32,53.8,60.4,6.57,20,59.7,0
PUMP-00663,132,57.8,57.1,2.09,17,70.9,0
PUMP-00664,119,41.2,58.0,5.49,12,44.0,0
PUMP-00665,83,43.0,56.5,3.71,16,23.4,0
PUMP-00666,142,91.1,58.1,3.23,18,80.2,0
PUMP-00667,122,57.7,60.9,3.98,11,3.6,0
PUMP-00668,58,63.5,59.0,4.29,19,299.3,0
PUMP-00669,66,90.7,58.4,4.69,23,82.2,1
PUMP-00670,98,64.4,68.5,2.3,23,213.5,0
PUMP-00671,35,47.8,53.7,2.8,16,56.8,0
PUMP-00672,2,63.8,60.4,1.89,17,101.9,0
PUMP-00673,93,75.0,56.3,4.92,14,104.6,0
PUMP-00674,62,61.0,55.3,1.75,18,53.6,0
PUMP-00675,94,74.3,61.9,6.8,12,65.9,1
PUMP-00676,82,68.2,50.3,2.35,16,45.2,0
PUMP-00677,6,66.0,66.5,3.95,14,24.9,0
PUMP-00678,34,54.9,58.7,1.78,22,59.4,0
PUMP-00679,64,51.0,55.0,3.47,23,37.9,0
PUMP-00680,27,82.3,67.7,2.21,17,23.7,0
PUMP-00681,58,56.7,59.9,5.22,13,44.4,0
PUMP-00682,62,62.7,69.4,3.2,15,58.2,0
PUMP-00683,40,58.8,52.9,3.98,20,55.9,0
PUMP-00684,83,76.6,58.4,2.45,24,77.9,0
PUMP-00685,99,46.5,59.4,2.19,18,157.9,0
PUMP-00686,26,49.4,57.9,1.12,17,121.4,0
PUMP-00687,40,83.1,63.3,1.95,14,22.1,0
PUMP-00688,95,77.7,58.6,3.31,32,117.0,0
PUMP-00689,23,53.6,57.9,3.36,20,63.4,0
PUMP-00690,117,52.9,62.3,6.84,21,112.9,0
PUMP-00691,33,48.1,56.5,3.61,10,55.1,0
PUMP-00692,31,72.0,64.3,4.8,22,85.3,0
PUMP-00693,22,51.9,49.8,2.93,20,105.8,0
PUMP-00694,33,86.3,47.1,2.71,22,182.2,0
PUMP-00695,126,42.4,51.5,2.76,14,108.9,0
PUMP-00696,136,73.6,60.5,5.61,18,48.5,1
PUMP-00697,50,72.4,65.9,2.21,12,79.2,0
PUMP-00698,62,64.5,56.6,2.74,20,187.5,0
PUMP-00699,24,58.2,59.1,1.89,22,143.7,0
PUMP-00700,16,28.5,54.8,2.53,19,261.3,0
PUMP-00701,87,68.0,57.9,2.8,27,37.4,0
PUMP-00702,121,73.0,60.0,3.93,23,90.8,0
PUMP-00703,143,81.5,68.3,3.12,14,216.6,0
PUMP-00704,9,30.6,50.3,2.77,15,122.0,0
PUMP-00705,108,50.8,63.9,6.2,18,157.0,1
PUMP-00706,111,93.3,67.5,2.94,23,123.4,0
PUMP-00707,101,92.0,65.2,3.21,28,62.0,1
PUMP-00708,113,51.7,52.4,3.04,11,71.0,0
PUMP-00709,18,49.0,50.6,1.42,18,223.7,0
PUMP-00710,61,46.5,53.1,4.08,13,101.4,0
PUMP-00711,29,74.2,65.1,3.36,17,212.6,0
PUMP-00712,134,63.5,62.9,2.23,21,150.0,0
PUMP-00713,53,65.1,54.5,3.45,20,30.1,0
PUMP-00714,116,68.8,66.2,2.41,19,60.9,0
PUMP-00715,46,30.4,47.9,1.0,16,59.7,0
PUMP-00716,47,77.7,61.0,4.88,20,141.3,0
PUMP-00717,127,62.3,52.9,3.86,32,145.9,0
PUMP-00718,80,42.1,60.9,1.82,15,101.3,0
PUMP-00719,36,43.0,48.1,1.47,18,102.1,0
PUMP-00720,5,67.5,53.3,3.92,26,107.6,0
PUMP-00721,3,71.2,60.0,2.21,23,75.4,0
PUMP-00722,90,66.0,54.9,3.53,24,100.5,0
PUMP-00723,21,30.2,49.0,1.21,13,80.7,0
PUMP-00724,66,58.2,65.4,3.29,21,99.3,0
PUMP-00725,115,76.5,59.6,1.85,16,193.1,0
PUMP-00726,28,54.8,60.0,3.35,16,45.4,0
PUMP-00727,128,65.0,63.3,6.12,24,32.6,1
PUMP-00728,74,79.2,57.6,5.91,27,155.4,0
PUMP-00729,49,43.3,57.4,2.65,17,210.3,0
PUMP-00730,142,27.7,56.5,2.11,11,60.1,0
PUMP-00731,53,90.0,66.5,5.67,17,83.5,0
PUMP-00732,137,68.8,59.1,3.54,25,40.5,0
PUMP-00733,93,61.3,53.9,2.31,22,51.2,0
PUMP-00734,123,81.8,63.8,5.55,19,30.5,0
PUMP-00735,70,72.3,61.2,4.59,17,83.0,0
PUMP-00736,20,34.1,52.4,2.27,18,29.8,0
PUMP-00737,47,83.9,56.9,4.94,17,49.3,1
PUMP-00738,8,36.8,51.4,3.51,14,80.7,0
PUMP-00739,22,46.3,49.7,6.28,21,11.7,0
PUMP-00740,140,44.3,56.4,3.72,19,24.5,0
PUMP-00741,74,36.0,52.4,1.56,16,54.6,0
PUMP-00742,48,59.8,56.3,3.49,24,94.3,0
PUMP-00743,48,56.3,52.2,5.4,16,134.9,0
PUMP-00744,125,54.7,52.7,2.7,29,22.6,0
PUMP-00745,8,54.1,59.6,3.08,17,83.3,0
PUMP-00746,54,75.2,60.8,3.83,20,25.4,0
PUMP-00747,39,61.2,56.1,2.23,15,118.5,0
PUMP-00748,19,55.3,49.3,2.46,18,187.4,0
PUMP-00749,68,72.1,66.9,2.74,23,83.4,0
PUMP-00750,116,59.0,51.7,5.96,26,46.9,0
PUMP-00751,18,48.2,51.0,2.07,12,192.2,0
PUMP-00752,118,68.6,54.2,6.46,18,100.7,1
PUMP-00753,2,65.9,44.4,2.1,18,90.2,0
PUMP-00754,53,42.8,47.0,1.62,21,50.6,0
PUMP-00755,104,67.9,54.0,4.46,26,150.7,1
PUMP-00756,99,43.0,56.2,2.7,13,43.3,0
PUMP-00757,5,57.3,53.0,1.79,21,98.3,0
PUMP-00758,13,96.8,61.0,2.27,34,100.6,0
PUMP-00759,48,74.9,59.0,1.95,20,44.7,0
PUMP-00760,86,72.2,61.3,2.96,18,126.8,0
PUMP-00761,81,88.6,65.6,2.02,29,98.6,0
PUMP-00762,9,45.1,50.0,3.05,16,118.4,0
PUMP-00763,37,61.5,56.0,2.73,16,151.7,0
PUMP-00764,40,72.9,56.8,5.41,20,84.7,0
PUMP-00765,46,89.9,58.0,2.23,23,39.6,0
PUMP-00766,35,46.0,54.3,1.38,12,102.5,0
PUMP-00767,65,63.6,58.2,2.42,17,41.6,0
PUMP-00768,103,58.1,70.0,5.09,12,91.8,1
PUMP-00769,27,72.2,59.4,1.37,21,35.8,0
PUMP-00770,88,80.5,61.6,4.95,21,102.3,0
PUMP-00771,72,91.5,56.8,3.92,19,17.3,0
PUMP-00772,94,78.5,64.3,3.47,13,141.6,0
PUMP-00773,121,48.2,58.8,5.57,13,34.8,0
PUMP-00774,94,65.2,60.2,2.26,13,100.7,0
PUMP-00775,91,69.2,57.7,3.93,11,76.8,0
PUMP-00776,43,54.0,62.0,3.48,16,32.4,0
PUMP-00777,106,67.8,58.8,4.04,22,64.0,0
PUMP-00778,23,57.0,54.4,1.65,24,83.9,0
PUMP-00779,43,19.8,52.4,1.12,8,69.4,0
PUMP-00780,103,48.4,54.3,2.47,14,39.9,0
PUMP-00781,127,47.9,62.9,5.46,14,129.5,0
PUMP-00782,59,41.6,51.5,2.25,21,42.2,0
PUMP-00783,69,91.5,70.1,3.88,32,114.7,0
PUMP-00784,113,47.6,54.0,4.7,14,48.2,0
PUMP-00785,125,62.9,56.3,2.4,14,63.4,0
PUMP-00786,5,55.7,52.4,1.05,21,34.4,0
PUMP-00787,98,100.0,70.6,3.25,17,157.9,0
PUMP-00788,82,40.7,56.6,4.36,19,79.5,0
PUMP-00789,101,67.6,55.0,3.05,15,113.6,0
PUMP-00790,91,74.1,59.0,2.23,26,24.0,0
PUMP-00791,77,49.6,59.8,3.8,21,47.0,0
PUMP-00792,18,29.2,49.8,2.9,20,145.2,0
PUMP-00793,130,76.6,62.0,3.25,25,89.5,0
PUMP-00794,61,52.5,56.2,4.68,25,63.1,0
PUMP-00795,102,33.2,49.9,3.06,22,119.2,0
PUMP-00796,15,48.7,54.2,1.4,17,139.0,0
PUMP-00797,55,92.1,63.0,4.33,25,83.6,0
PUMP-00798,87,89.2,57.6,4.59,21,11.0,0
PUMP-00799,121,67.1,61.9,3.82,15,39.0,0
PUMP-00800,21,50.5,47.6,3.12,14,116.4,0
PUMP-00801,65,52.0,62.1,1.6,15,141.0,0
PUMP-00802,27,67.0,65.3,1.48,23,26.9,0
PUMP-00803,50,66.8,62.2,3.93,19,8.4,0
PUMP-00804,76,58.7,55.5,1.84,25,9.1,0
PUMP-00805,28,43.5,59.4,1.72,13,159.7,0
PUMP-00806,61,43.2,50.8,1.29,17,50.3,0
PUMP-00807,36,68.2,57.2,2.88,24,56.7,0
PUMP-00808,10,74.4,55.4,3.38,25,57.3,0
PUMP-00809,38,25.0,54.2,1.24,10,89.5,0
PUMP-00810,14,59.1,56.4,1.33,17,16.2,0
PUMP-00811,45,28.9,59.3,4.23,17,60.5,0
PUMP-00812,42,70.1,53.2,3.66,16,90.4,1
PUMP-00813,16,90.6,70.0,6.16,20,64.1,1
PUMP-00814,27,59.3,57.2,2.65,18,90.5,0
PUMP-00815,82,65.8,60.7,7.82,17,186.7,0
PUMP-00816,9,88.7,57.6,2.14,28,67.1,0
PUMP-00817,18,63.1,52.1,1.83,17,98.6,0
PUMP-00818,16,50.2,58.8,1.55,23,17.2,0
PUMP-00819,62,86.2,65.5,6.83,19,71.4,0
PUMP-00820,142,47.7,61.3,7.5,21,101.3,1
PUMP-00821,95,47.3,53.4,2.17,19,61.9,0
PUMP-00822,120,53.6,54.9,2.85,15,197.3,0
PUMP-00823,29,86.9,57.9,1.68,26,327.7,0
PUMP-00824,16,43.1,54.5,1.29,10,146.8,0
PUMP-00825,73,64.3,55.2,3.81,18,11.4,0
PUMP-00826,134,40.9,60.0,3.84,26,73.2,0
PUMP-00827,141,100.0,65.2,3.86,21,92.7,0
PUMP-00828,132,92.9,67.3,3.01,21,120.8,0
PUMP-00829,23,46.7,53.2,2.94,21,8.8,0
PUMP-00830,27,85.6,58.3,2.77,11,105.1,0
PUMP-00831,11,59.8,57.9,5.47,24,185.3,0
PUMP-00832,92,76.6,65.4,2.86,23,85.4,0
PUMP-00833,83,100.0,64.6,5.09,22,114.7,0
PUMP-00834,30,46.6,54.8,3.33,19,5.5,0
PUMP-00835,84,63.6,55.4,1.93,21,45.3,0
PUMP-00836,71,42.6,59.9,2.92,14,108.3,0
PUMP-00837,130,43.3,59.4,4.87,16,101.7,1
PUMP-00838,9,79.6,64.4,1.55,21,101.3,0
PUMP-00839,103,94.9,68.0,3.77,24,130.7,1
PUMP-00840,91,86.2,62.8,2.46,19,245.0,0
PUMP-00841,28,84.3,60.1,2.24,12,127.6,0
PUMP-00842,10,47.9,53.8,2.64,18,137.9,0
PUMP-00843,76,65.1,62.3,2.15,18,19.5,0
PUMP-00844,117,38.1,55.6,4.05,20,170.0,0
PUMP-00845,87,56.9,57.9,3.06,20,92.2,0
PUMP-00846,76,55.5,53.0,3.03,16,233.6,0
PUMP-00847,3,60.6,55.2,5.08,20,48.2,0
PUMP-00848,123,56.7,60.6,2.16,18,73.9,0
PUMP-00849,110,78.3,57.3,2.09,29,122.0,0
PUMP-00850,53,42.6,46.1,2.32,24,13.0,0
PUMP-00851,59,53.5,61.2,1.72,19,72.2,0
PUMP-00852,57,17.8,44.5,1.38,16,117.7,0
PUMP-00853,103,52.1,56.7,2.66,20,65.6,0
PUMP-00854,44,72.5,53.3,4.49,18,174.8,0
PUMP-00855,118,68.7,55.3,2.94,24,19.6,0
PUMP-00856,93,55.2,55.5,4.54,19,162.2,1
PUMP-00857,33,44.5,50.2,1.57,17,120.4,0
PUMP-00858,71,100.0,63.5,2.41,15,107.9,0
PUMP-00859,82,62.4,52.9,3.47,24,3.4,0
PUMP-00860,80,53.9,61.1,2.51,18,77.7,0
PUMP-00861,122,71.0,61.0,2.72,19,43.2,0
PUMP-00862,66,93.5,61.8,2.29,25,75.6,0
PUMP-00863,74,15.0,48.5,2.69,12,232.2,0
PUMP-00864,20,44.6,50.4,0.82,18,62.8,0
PUMP-00865,20,32.6,45.2,2.22,7,146.2,0
PUMP-00866,92,81.9,54.7,3.32,12,185.1,0
PUMP-00867,68,54.4,47.4,1.48,21,63.6,0
PUMP-00868,90,55.0,50.6,3.28,18,159.8,0
PUMP-00869,32,80.2,57.3,1.41,19,24.6,0
PUMP-00870,117,63.5,66.9,3.46,22,64.8,0
PUMP-00871,47,40.3,56.1,2.51,16,123.8,0
PUMP-00872,82,45.3,58.4,2.9,22,62.4,0
PUMP-00873,89,58.3,54.8,3.87,15,131.0,0
PUMP-00874,94,66.9,59.0,3.42,18,66.0,0
PUMP-00875,118,97.5,63.9,4.37,26,28.1,0
PUMP-00876,125,59.0,50.4,7.0,13,26.6,0
PUMP-00877,23,49.7,55.2,2.01,11,18.7,0
PUMP-00878,75,84.3,51.2,2.81,12,31.5,0
PUMP-00879,89,73.4,62.2,5.4,21,57.2,0
PUMP-00880,44,83.6,61.9,4.27,20,46.7,0
PUMP-00881,49,58.8,52.3,2.08,16,38.5,0
PUMP-00882,109,46.1,56.6,3.47,20,58.0,0
PUMP-00883,94,57.6,54.1,2.11,26,94.8,0
PUMP-00884,57,67.4,61.6,3.41,23,48.7,0
PUMP-00885,10,90.6,59.7,3.45,24,132.3,0
PUMP-00886,22,52.8,57.1,3.81,12,108.1,0
PUMP-00887,46,66.8,53.3,2.29,19,47.7,0
PUMP-00888,47,70.0,60.2,2.11,24,70.9,0
PUMP-00889,76,69.4,53.4,4.73,18,177.6,0
PUMP-00890,67,19.6,47.1,7.21,9,18.5,0
PUMP-00891,119,82.4,65.3,4.45,26,14.4,0
PUMP-00892,44,53.2,55.2,1.8,14,199.7,0
PUMP-00893,61,74.2,49.6,2.15,14,43.2,0
PUMP-00894,60,49.3,60.1,3.74,16,31.0,0
PUMP-00895,97,22.3,51.5,5.19,14,68.9,0
PUMP-00896,17,75.8,64.1,4.23,26,60.9,1
PUMP-00897,20,37.9,52.5,3.4,20,52.6,0
PUMP-00898,3,52.9,59.4,3.89,27,68.0,1
PUMP-00899,69,46.3,58.6,2.76,20,63.8,0
PUMP-00900,89,45.2,44.1,2.24,19,25.3,0
PUMP-00901,113,64.8,54.8,4.43,27,102.4,0
PUMP-00902,95,38.6,56.2,2.13,13,76.8,0
PUMP-00903,117,48.0,61.6,2.19,18,56.0,0
PUMP-00904,18,52.0,51.0,2.46,19,88.6,0
PUMP-00905,4,73.4,62.2,1.82,21,77.8,0
PUMP-00906,139,43.3,54.8,2.68,11,83.2,0
PUMP-00907,89,97.1,67.0,3.31,24,102.3,0
PUMP-00908,29,31.7,50.1,2.19,14,77.2,0
PUMP-00909,15,31.8,47.4,4.78,15,47.6,0
PUMP-00910,6,54.2,55.4,1.28,13,168.7,0
PUMP-00911,3,83.6,49.5,3.31,22,79.6,0
PUMP-00912,78,83.3,68.9,4.94,22,58.5,0
PUMP-00913,35,46.3,50.1,1.98,13,69.6,0
PUMP-00914,139,55.4,60.1,5.68,19,125.9,0
PUMP-00915,19,50.7,63.0,3.13,18,38.0,0
PUMP-00916,67,67.5,63.6,3.02,18,158.1,0
PUMP-00917,132,97.5,64.2,3.64,17,135.5,0
PUMP-00918,52,20.4,45.0,5.56,13,194.5,0
PUMP-00919,44,49.3,51.8,3.73,12,92.0,0
PUMP-00920,115,48.3,54.2,2.9,16,54.2,0
PUMP-00921,57,83.0,63.9,4.18,17,85.3,1
PUMP-00922,55,62.4,56.0,5.51,19,75.4,0
PUMP-00923,111,75.0,56.3,3.62,21,56.4,0
PUMP-00924,72,69.3,61.9,6.88,30,43.9,1
PUMP-00925,17,66.5,54.0,1.55,18,118.7,0
PUMP-00926,34,61.2,63.7,1.93,16,223.8,0
