age,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,workclass,income
30,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Private,<=50K
49,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,60,Private,<=50K
19,9,Never-married,Sales,Unmarried,Black,Male,0,0,30,Private,<=50K
45,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Private,<=50K
26,12,Never-married,Sales,Not-in-family,White,Male,0,0,40,Private,<=50K
38,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,Private,>50K
36,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7298,0,40,State-gov,>50K
33,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,20,Private,<=50K
22,10,Never-married,Protective-serv,Own-child,Black,Female,0,0,40,State-gov,<=50K
43,13,Never-married,Sales,Not-in-family,White,Male,0,0,42,Self-emp-not-inc,<=50K
56,12,Married-spouse-absent,Other-service,Not-in-family,White,Male,0,0,25,Private,<=50K
31,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,Private,<=50K
33,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
26,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,<=50K
33,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
46,7,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,30,Local-gov,<=50K
38,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Federal-gov,>50K
65,7,Widowed,Other-service,Unmarried,Other,Male,0,0,40,Private,<=50K
40,11,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Private,>50K
42,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,35,Private,<=50K
26,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
36,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,24,Private,<=50K
62,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
43,13,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Private,<=50K
43,13,Divorced,Exec-managerial,Not-in-family,White,Male,0,1564,45,Private,>50K
22,9,Married-spouse-absent,Sales,Not-in-family,White,Male,0,0,55,Private,<=50K
28,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
56,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Self-emp-not-inc,<=50K
22,12,Never-married,Sales,Not-in-family,White,Female,0,0,15,Private,<=50K
57,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,45,Private,>50K
39,9,Divorced,Sales,Unmarried,White,Female,0,0,40,Private,<=50K
26,10,Never-married,Adm-clerical,Unmarried,White,Female,0,0,15,Federal-gov,<=50K
17,7,Never-married,Other-service,Own-child,White,Male,0,0,10,Private,<=50K
40,11,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,38,State-gov,>50K
45,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Private,<=50K
44,9,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,Private,<=50K
20,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,10,Local-gov,<=50K
33,9,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,40,Private,<=50K
23,10,Never-married,Sales,Not-in-family,White,Male,0,0,40,Private,<=50K
46,14,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,30,Self-emp-not-inc,<=50K
38,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Private,<=50K
54,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,Private,<=50K
46,3,Divorced,Craft-repair,Not-in-family,White,Female,0,2339,45,Private,<=50K
25,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
46,10,Divorced,Sales,Not-in-family,White,Female,0,0,40,Private,<=50K
36,10,Married-civ-spouse,Transport-moving,Wife,White,Female,0,0,40,Local-gov,<=50K
23,9,Never-married,Other-service,Not-in-family,White,Female,0,0,25,Private,<=50K
29,9,Separated,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Private,<=50K
44,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,2415,6,Private,>50K
19,10,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,Private,<=50K
19,9,Never-married,Other-service,Other-relative,White,Female,0,0,40,Private,<=50K
35,9,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,Private,>50K
27,13,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,Private,<=50K
46,12,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Self-emp-not-inc,<=50K
34,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,Private,<=50K
44,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,Private,<=50K
45,10,Divorced,Handlers-cleaners,Unmarried,White,Female,0,0,40,Private,<=50K
25,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,Private,>50K
52,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Self-emp-inc,>50K
20,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,Private,<=50K
28,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,Private,<=50K
50,13,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,State-gov,>50K
34,11,Divorced,Tech-support,Not-in-family,White,Female,0,0,64,Private,<=50K
28,4,Married-civ-spouse,Handlers-cleaners,Husband,Other,Male,0,2179,40,Private,<=50K
41,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,65,Private,>50K
28,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
46,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,Self-emp-not-inc,<=50K
32,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,Private,<=50K
41,10,Divorced,Other-service,Not-in-family,Black,Female,0,0,24,Local-gov,<=50K
24,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,Private,<=50K
33,10,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,Private,<=50K
46,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,Private,>50K
31,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,State-gov,<=50K
35,8,Divorced,Craft-repair,Not-in-family,White,Male,0,0,50,Private,>50K
52,2,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
30,7,Never-married,Other-service,Own-child,White,Female,0,0,19,Private,<=50K
34,7,Separated,Machine-op-inspct,Not-in-family,Black,Male,0,0,40,Local-gov,<=50K
34,9,Divorced,Transport-moving,Unmarried,White,Female,0,0,40,State-gov,<=50K
20,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,30,Private,<=50K
17,7,Never-married,Handlers-cleaners,Own-child,White,Male,2176,0,18,Private,<=50K
32,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,State-gov,>50K
29,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,Private,<=50K
33,6,Never-married,Craft-repair,Unmarried,White,Female,0,0,35,Private,<=50K
25,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Private,<=50K
36,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,1408,40,Federal-gov,<=50K
23,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,72,Private,<=50K
63,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Self-emp-inc,>50K
47,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Local-gov,<=50K
40,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,2174,0,40,Self-emp-not-inc,<=50K
30,12,Married-civ-spouse,Other-service,Wife,White,Female,0,0,25,Private,>50K
27,10,Never-married,Craft-repair,Own-child,Asian-Pac-Islander,Male,0,1980,40,Private,<=50K
33,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,>50K
34,9,Never-married,Farming-fishing,Not-in-family,Black,Male,594,0,60,Local-gov,<=50K
34,10,Never-married,Protective-serv,Not-in-family,White,Female,0,0,40,Local-gov,<=50K
23,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
42,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,Local-gov,<=50K
29,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,Private,<=50K
45,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,28,Private,<=50K
24,9,Never-married,Armed-Forces,Own-child,White,Male,0,0,40,Federal-gov,<=50K
44,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,>50K
27,5,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,Private,<=50K
20,10,Never-married,Sales,Not-in-family,White,Male,0,0,35,Private,<=50K
44,9,Widowed,Exec-managerial,Unmarried,Black,Female,0,0,40,Private,<=50K
51,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,0,0,40,Private,<=50K
20,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
19,9,Never-married,Machine-op-inspct,Own-child,Black,Female,0,0,40,Private,<=50K
45,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,Self-emp-inc,>50K
60,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
44,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Self-emp-not-inc,>50K
40,11,Married-civ-spouse,Machine-op-inspct,Husband,Asian-Pac-Islander,Male,0,0,40,Private,>50K
30,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,Private,<=50K
38,10,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,50,Private,<=50K
23,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,Private,<=50K
44,12,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,Private,<=50K
54,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,Local-gov,<=50K
32,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,<=50K
50,2,Married-spouse-absent,Craft-repair,Unmarried,White,Male,0,0,40,Private,<=50K
24,13,Never-married,Tech-support,Not-in-family,White,Female,0,0,20,Private,<=50K
37,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,60,Private,<=50K
52,9,Divorced,Transport-moving,Unmarried,White,Male,0,0,40,Private,<=50K
38,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
49,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,Private,>50K
30,13,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,16,Private,>50K
60,10,Never-married,Prof-specialty,Unmarried,White,Male,0,0,40,Private,>50K
35,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
30,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,60,Private,<=50K
67,11,Divorced,Other-service,Not-in-family,White,Female,0,0,24,Private,<=50K
46,13,Never-married,Craft-repair,Not-in-family,White,Female,0,0,40,Private,<=50K
17,5,Never-married,Other-service,Not-in-family,White,Male,0,0,6,Private,<=50K
22,10,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Private,<=50K
27,6,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Private,<=50K
23,9,Never-married,Other-service,Unmarried,White,Female,0,0,35,Private,<=50K
33,12,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Private,<=50K
43,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,Self-emp-not-inc,<=50K
28,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,20,State-gov,<=50K
41,9,Married-spouse-absent,Craft-repair,Unmarried,White,Female,0,0,40,Private,<=50K
25,10,Married-spouse-absent,Adm-clerical,Own-child,Black,Female,0,0,20,Private,<=50K
59,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,Local-gov,<=50K
45,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,Local-gov,<=50K
38,13,Married-civ-spouse,Sales,Husband,White,Male,15024,0,60,Private,>50K
40,9,Never-married,Other-service,Not-in-family,White,Female,0,0,35,Private,<=50K
46,9,Divorced,Adm-clerical,Not-in-family,White,Male,0,0,40,Federal-gov,<=50K
35,12,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,60,Private,<=50K
34,9,Divorced,Prof-specialty,Unmarried,White,Female,0,0,25,Private,<=50K
33,13,Never-married,Craft-repair,Own-child,White,Male,0,0,20,Private,<=50K
41,9,Divorced,Adm-clerical,Unmarried,White,Female,0,0,36,Private,<=50K
20,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Private,<=50K
23,3,Never-married,Other-service,Own-child,White,Male,0,0,40,Private,<=50K
26,10,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,35,Private,<=50K
23,9,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Local-gov,<=50K
62,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Local-gov,<=50K
52,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Private,<=50K
58,10,Divorced,Other-service,Unmarried,White,Female,0,0,42,Private,<=50K
25,13,Never-married,Sales,Not-in-family,White,Female,0,0,40,Private,<=50K
24,13,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,40,Private,<=50K
19,10,Never-married,Protective-serv,Own-child,White,Male,0,0,8,Private,<=50K
43,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,<=50K
47,9,Separated,Adm-clerical,Unmarried,Black,Female,0,0,40,Local-gov,<=50K
39,9,Divorced,Other-service,Unmarried,White,Female,0,0,40,Private,<=50K
49,11,Married-spouse-absent,Handlers-cleaners,Unmarried,White,Male,0,1380,42,Private,<=50K
32,11,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,Private,<=50K
34,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,>50K
28,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,Private,<=50K
25,10,Never-married,Adm-clerical,Not-in-family,Amer-Indian-Eskimo,Female,0,0,20,Private,<=50K
34,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,>50K
38,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,80,Self-emp-inc,>50K
50,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,Private,>50K
24,10,Divorced,Handlers-cleaners,Not-in-family,Black,Male,0,0,50,Local-gov,<=50K
37,10,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,Local-gov,>50K
44,10,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,58,Private,>50K
28,10,Married-civ-spouse,Sales,Wife,White,Female,0,0,40,Private,<=50K
42,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,Private,>50K
74,10,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,9,Private,<=50K
38,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,Self-emp-not-inc,<=50K
44,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Self-emp-not-inc,<=50K
44,7,Divorced,Machine-op-inspct,Unmarried,Other,Female,0,0,46,Private,<=50K
26,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Private,<=50K
36,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,Private,<=50K
41,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,Private,>50K
67,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,20051,0,48,Private,>50K
39,8,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,Local-gov,<=50K
57,2,Widowed,Priv-house-serv,Not-in-family,Black,Female,0,0,30,Private,<=50K
29,11,Separated,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
31,13,Never-married,Farming-fishing,Not-in-family,White,Female,0,0,45,Self-emp-inc,<=50K
44,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,Private,<=50K
29,16,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,Private,<=50K
30,10,Never-married,Handlers-cleaners,Unmarried,White,Female,0,0,40,Private,<=50K
27,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,Private,<=50K
27,10,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,Private,<=50K
32,9,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,45,Private,<=50K
58,6,Married-civ-spouse,Other-service,Wife,White,Female,0,0,8,Private,<=50K
35,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,Local-gov,<=50K
21,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,36,Private,<=50K
28,10,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Private,<=50K
46,10,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,50,Self-emp-not-inc,<=50K
36,9,Separated,Other-service,Unmarried,White,Female,0,0,40,Self-emp-not-inc,<=50K
72,7,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,Private,<=50K
35,9,Married-civ-spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,Private,<=50K
33,11,Divorced,Craft-repair,Unmarried,Black,Female,0,0,40,Federal-gov,>50K
69,7,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Private,<=50K
35,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
34,9,Married-civ-spouse,Tech-support,Wife,White,Female,0,0,32,Private,<=50K
30,7,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Private,<=50K
28,13,Never-married,Transport-moving,Not-in-family,White,Male,0,0,55,Private,<=50K
54,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,Private,>50K
47,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,Private,>50K
24,9,Never-married,Handlers-cleaners,Unmarried,Black,Female,0,0,40,Private,<=50K
52,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,Self-emp-not-inc,>50K
20,9,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,48,Private,<=50K
43,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,5013,0,45,Self-emp-inc,<=50K
45,4,Separated,Other-service,Unmarried,White,Female,0,0,40,Private,<=50K
29,9,Separated,Craft-repair,Not-in-family,White,Male,0,0,35,Self-emp-not-inc,<=50K
47,14,Divorced,Exec-managerial,Unmarried,White,Male,0,0,42,Private,<=50K
24,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,Private,<=50K
51,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,Private,<=50K
17,7,Never-married,Sales,Own-child,White,Male,0,0,12,Private,<=50K
37,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1977,40,Private,>50K
27,16,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,70,Private,<=50K
29,13,Married-civ-spouse,Exec-managerial,Wife,White,Male,0,0,40,Private,>50K
36,12,Divorced,Sales,Unmarried,White,Female,0,0,35,Self-emp-not-inc,<=50K
58,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,Local-gov,<=50K
26,10,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,Self-emp-not-inc,<=50K
57,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Private,>50K
59,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,<=50K
27,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Private,<=50K
31,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Self-emp-not-inc,<=50K
21,10,Never-married,Sales,Own-child,White,Female,0,0,24,Private,<=50K
29,10,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,60,Private,<=50K
18,7,Never-married,Other-service,Own-child,White,Male,0,0,40,Private,<=50K
52,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1887,47,Private,>50K
57,13,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,80,Self-emp-inc,<=50K
60,4,Never-married,Transport-moving,Not-in-family,White,Male,0,0,48,Private,>50K
31,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,40,Private,>50K
23,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,Private,<=50K
27,9,Never-married,Sales,Own-child,White,Male,0,0,40,Private,<=50K
42,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,50,Self-emp-not-inc,>50K
25,10,Never-married,Tech-support,Not-in-family,White,Male,2174,0,40,Private,<=50K
49,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,45,Private,<=50K
32,13,Never-married,Tech-support,Not-in-family,White,Male,0,0,40,Private,<=50K
19,10,Never-married,Adm-clerical,Own-child,White,Male,0,0,28,Private,<=50K
60,4,Divorced,Other-service,Not-in-family,White,Female,0,0,40,Private,<=50K
42,5,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Local-gov,<=50K
35,12,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,40,Self-emp-not-inc,<=50K
48,9,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,37,Private,<=50K
51,14,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Private,>50K
29,9,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,Private,<=50K
36,9,Separated,Exec-managerial,Not-in-family,Black,Male,0,0,40,Local-gov,<=50K
17,6,Never-married,Other-service,Own-child,White,Female,0,0,21,Private,<=50K
52,14,Divorced,Prof-specialty,Not-in-family,White,Female,6849,0,60,Private,<=50K
24,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Private,<=50K
24,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,Private,<=50K
26,13,Never-married,Prof-specialty,Own-child,White,Male,1055,0,40,Local-gov,<=50K
