ticket_id,prediction_at,channel,priority,customer_plan,message_word_count,open_ticket_backlog,previous_30d_contacts,opened_hour,opened_weekday,first_response_minutes,missed_8h_sla,label_available_at
TKT-0883,2026-06-01T00:00:00+0000,chat,normal,basic,55,26,1.0,0,0,169,0,2026-06-01T02:49:00+0000
TKT-0884,2026-06-01T04:00:00+0000,email,normal,team,58,22,1.0,4,0,760,1,2026-06-01T12:00:00+0000
TKT-0885,2026-06-01T08:00:00+0000,web,normal,basic,53,30,2.0,8,0,581,1,2026-06-01T16:00:00+0000
TKT-0886,2026-06-01T12:00:00+0000,web,high,enterprise,40,26,1.0,12,0,88,0,2026-06-01T13:28:00+0000
TKT-0887,2026-06-01T16:00:00+0000,email,high,team,50,28,3.0,16,0,62,0,2026-06-01T17:02:00+0000
TKT-0888,2026-06-01T20:00:00+0000,email,normal,basic,59,28,3.0,20,0,751,1,2026-06-02T04:00:00+0000
TKT-0889,2026-06-02T00:00:00+0000,email,low,basic,57,28,0.0,0,1,212,0,2026-06-02T03:32:00+0000
TKT-0890,2026-06-02T04:00:00+0000,chat,normal,basic,60,25,2.0,4,1,155,0,2026-06-02T06:35:00+0000
TKT-0891,2026-06-02T08:00:00+0000,email,normal,team,57,38,3.0,8,1,470,0,2026-06-02T15:50:00+0000
TKT-0892,2026-06-02T12:00:00+0000,email,normal,,49,33,3.0,12,1,156,0,2026-06-02T14:36:00+0000
TKT-0893,2026-06-02T16:00:00+0000,web,high,basic,57,22,0.0,16,1,741,1,2026-06-03T00:00:00+0000
TKT-0894,2026-06-02T20:00:00+0000,chat,normal,team,57,39,1.0,20,1,575,1,2026-06-03T04:00:00+0000
TKT-0895,2026-06-03T00:00:00+0000,email,normal,enterprise,72,26,0.0,0,2,648,1,2026-06-03T08:00:00+0000
TKT-0896,2026-06-03T04:00:00+0000,email,normal,basic,51,29,0.0,4,2,814,1,2026-06-03T12:00:00+0000
TKT-0897,2026-06-03T08:00:00+0000,chat,normal,basic,43,25,4.0,8,2,70,0,2026-06-03T09:10:00+0000
TKT-0898,2026-06-03T12:00:00+0000,email,normal,team,71,31,1.0,12,2,922,1,2026-06-03T20:00:00+0000
TKT-0899,2026-06-03T16:00:00+0000,email,normal,basic,45,24,1.0,16,2,61,0,2026-06-03T17:01:00+0000
TKT-0900,2026-06-03T20:00:00+0000,chat,normal,basic,45,27,0.0,20,2,154,0,2026-06-03T22:34:00+0000
TKT-0901,2026-06-04T00:00:00+0000,chat,low,enterprise,52,25,1.0,0,3,185,0,2026-06-04T03:05:00+0000
TKT-0902,2026-06-04T04:00:00+0000,email,normal,team,58,26,4.0,4,3,101,0,2026-06-04T05:41:00+0000
TKT-0903,2026-06-04T08:00:00+0000,chat,normal,team,55,25,1.0,8,3,324,0,2026-06-04T13:24:00+0000
TKT-0904,2026-06-04T12:00:00+0000,email,normal,basic,57,33,2.0,12,3,593,1,2026-06-04T20:00:00+0000
TKT-0905,2026-06-04T16:00:00+0000,email,normal,team,46,27,0.0,16,3,65,0,2026-06-04T17:05:00+0000
TKT-0906,2026-06-04T20:00:00+0000,web,high,basic,64,19,0.0,20,3,229,0,2026-06-04T23:49:00+0000
TKT-0907,2026-06-05T00:00:00+0000,email,high,team,53,20,5.0,0,4,634,1,2026-06-05T08:00:00+0000
TKT-0908,2026-06-05T04:00:00+0000,web,low,team,45,22,1.0,4,4,166,0,2026-06-05T06:46:00+0000
TKT-0909,2026-06-05T08:00:00+0000,email,normal,,51,24,1.0,8,4,206,0,2026-06-05T11:26:00+0000
TKT-0910,2026-06-05T12:00:00+0000,web,low,team,53,27,1.0,12,4,189,0,2026-06-05T15:09:00+0000
TKT-0911,2026-06-05T16:00:00+0000,web,normal,basic,42,28,4.0,16,4,126,0,2026-06-05T18:06:00+0000
TKT-0912,2026-06-05T20:00:00+0000,email,normal,basic,50,21,2.0,20,4,285,0,2026-06-06T00:45:00+0000
TKT-0913,2026-06-06T00:00:00+0000,email,normal,team,43,22,1.0,0,5,959,1,2026-06-06T08:00:00+0000
TKT-0914,2026-06-06T04:00:00+0000,web,high,basic,60,12,1.0,4,5,802,1,2026-06-06T12:00:00+0000
TKT-0915,2026-06-06T08:00:00+0000,chat,normal,basic,63,23,2.0,8,5,713,1,2026-06-06T16:00:00+0000
TKT-0916,2026-06-06T12:00:00+0000,chat,normal,team,52,22,3.0,12,5,282,0,2026-06-06T16:42:00+0000
TKT-0917,2026-06-06T16:00:00+0000,email,normal,team,47,20,1.0,16,5,85,0,2026-06-06T17:25:00+0000
TKT-0918,2026-06-06T20:00:00+0000,chat,normal,team,56,19,0.0,20,5,164,0,2026-06-06T22:44:00+0000
TKT-0919,2026-06-07T00:00:00+0000,email,high,basic,63,21,2.0,0,6,583,1,2026-06-07T08:00:00+0000
TKT-0920,2026-06-07T04:00:00+0000,web,high,basic,56,22,2.0,4,6,687,1,2026-06-07T12:00:00+0000
TKT-0921,2026-06-07T08:00:00+0000,email,normal,basic,61,22,1.0,8,6,63,0,2026-06-07T09:03:00+0000
TKT-0922,2026-06-07T12:00:00+0000,web,normal,enterprise,49,23,2.0,12,6,160,0,2026-06-07T14:40:00+0000
TKT-0923,2026-06-07T16:00:00+0000,email,low,team,53,23,0.0,16,6,98,0,2026-06-07T17:38:00+0000
TKT-0924,2026-06-07T20:00:00+0000,email,high,basic,49,26,1.0,20,6,677,1,2026-06-08T04:00:00+0000
TKT-0925,2026-06-08T00:00:00+0000,web,normal,team,49,26,1.0,0,0,549,1,2026-06-08T08:00:00+0000
TKT-0926,2026-06-08T04:00:00+0000,email,normal,team,48,25,2.0,4,0,115,0,2026-06-08T05:55:00+0000
TKT-0927,2026-06-08T08:00:00+0000,email,normal,basic,61,26,1.0,8,0,658,1,2026-06-08T16:00:00+0000
TKT-0928,2026-06-08T12:00:00+0000,email,high,enterprise,47,27,1.0,12,0,125,0,2026-06-08T14:05:00+0000
TKT-0929,2026-06-08T16:00:00+0000,email,normal,team,48,29,3.0,16,0,21,0,2026-06-08T16:21:00+0000
TKT-0930,2026-06-08T20:00:00+0000,email,normal,basic,51,34,2.0,20,0,108,0,2026-06-08T21:48:00+0000
TKT-0931,2026-06-09T00:00:00+0000,chat,normal,team,44,25,1.0,0,1,278,0,2026-06-09T04:38:00+0000
TKT-0932,2026-06-09T04:00:00+0000,web,normal,team,54,37,2.0,4,1,763,1,2026-06-09T12:00:00+0000
TKT-0933,2026-06-09T08:00:00+0000,email,high,team,53,24,1.0,8,1,1168,1,2026-06-09T16:00:00+0000
TKT-0934,2026-06-09T12:00:00+0000,email,normal,team,48,26,1.0,12,1,603,1,2026-06-09T20:00:00+0000
TKT-0935,2026-06-09T16:00:00+0000,email,high,basic,65,36,4.0,16,1,936,1,2026-06-10T00:00:00+0000
TKT-0936,2026-06-09T20:00:00+0000,email,normal,team,39,31,1.0,20,1,726,1,2026-06-10T04:00:00+0000
TKT-0937,2026-06-10T00:00:00+0000,email,high,team,61,27,5.0,0,2,170,0,2026-06-10T02:50:00+0000
TKT-0938,2026-06-10T04:00:00+0000,email,normal,basic,54,30,2.0,4,2,515,1,2026-06-10T12:00:00+0000
TKT-0939,2026-06-10T08:00:00+0000,web,low,team,59,32,0.0,8,2,25,0,2026-06-10T08:25:00+0000
TKT-0940,2026-06-10T12:00:00+0000,chat,low,team,39,23,1.0,12,2,75,0,2026-06-10T13:15:00+0000
TKT-0941,2026-06-10T16:00:00+0000,email,high,basic,57,30,2.0,16,2,96,0,2026-06-10T17:36:00+0000
TKT-0942,2026-06-10T20:00:00+0000,web,high,basic,64,29,3.0,20,2,754,1,2026-06-11T04:00:00+0000
TKT-0943,2026-06-11T00:00:00+0000,web,normal,basic,61,28,3.0,0,3,774,1,2026-06-11T08:00:00+0000
TKT-0944,2026-06-11T04:00:00+0000,email,normal,team,68,29,0.0,4,3,576,1,2026-06-11T12:00:00+0000
TKT-0945,2026-06-11T08:00:00+0000,email,normal,basic,42,28,1.0,8,3,604,1,2026-06-11T16:00:00+0000
TKT-0946,2026-06-11T12:00:00+0000,email,high,basic,52,21,1.0,12,3,597,1,2026-06-11T20:00:00+0000
TKT-0947,2026-06-11T16:00:00+0000,chat,normal,,54,27,0.0,16,3,765,1,2026-06-12T00:00:00+0000
TKT-0948,2026-06-11T20:00:00+0000,web,normal,basic,47,25,,20,3,757,1,2026-06-12T04:00:00+0000
TKT-0949,2026-06-12T00:00:00+0000,chat,normal,basic,54,31,0.0,0,4,276,0,2026-06-12T04:36:00+0000
TKT-0950,2026-06-12T04:00:00+0000,chat,normal,basic,50,19,4.0,4,4,298,0,2026-06-12T08:58:00+0000
TKT-0951,2026-06-12T08:00:00+0000,web,high,basic,48,22,1.0,8,4,655,1,2026-06-12T16:00:00+0000
TKT-0952,2026-06-12T12:00:00+0000,chat,low,team,40,19,2.0,12,4,98,0,2026-06-12T13:38:00+0000
TKT-0953,2026-06-12T16:00:00+0000,email,normal,basic,45,26,1.0,16,4,124,0,2026-06-12T18:04:00+0000
TKT-0954,2026-06-12T20:00:00+0000,web,high,team,60,20,3.0,20,4,669,1,2026-06-13T04:00:00+0000
TKT-0955,2026-06-13T00:00:00+0000,web,normal,basic,60,14,3.0,0,5,75,0,2026-06-13T01:15:00+0000
TKT-0956,2026-06-13T04:00:00+0000,email,low,enterprise,52,19,0.0,4,5,659,1,2026-06-13T12:00:00+0000
TKT-0957,2026-06-13T08:00:00+0000,email,low,enterprise,63,22,2.0,8,5,304,0,2026-06-13T13:04:00+0000
TKT-0958,2026-06-13T12:00:00+0000,email,normal,team,48,23,1.0,12,5,302,0,2026-06-13T17:02:00+0000
TKT-0959,2026-06-13T16:00:00+0000,chat,low,enterprise,43,20,3.0,16,5,281,0,2026-06-13T20:41:00+0000
TKT-0960,2026-06-13T20:00:00+0000,email,high,enterprise,65,23,2.0,20,5,1076,1,2026-06-14T04:00:00+0000
