order_id,data_split,review_status,item_count,fragile_item_count,aisle_distance_m,pickers_available,conveyor_load_pct,pick_minutes
PICK-1796,validation,audited,75,13,798.6,4,39.2,43.31
PICK-1797,validation,audited,48,14,843.6,1,33.9,40.28
PICK-1798,validation,audited,53,1,123.9,4,25.4,20.37
PICK-1799,validation,audited,79,2,562.3,2,92.8,38.3
PICK-1800,validation,audited,46,11,734.8,3,53.8,34.63
PICK-1801,validation,audited,18,2,445.6,6,75.6,21.9
PICK-1802,validation,audited,76,7,627.1,5,31.4,34.23
PICK-1803,validation,audited,31,7,632.7,3,60.6,28.58
PICK-1804,validation,audited,56,15,830.5,1,87.8,50.57
PICK-1805,validation,audited,35,11,98.3,2,49.4,22.68
PICK-1806,validation,audited,46,14,771.8,3,93.9,41.97
PICK-1807,validation,audited,23,1,667.5,5,72.7,27.52
PICK-1808,validation,audited,34,9,785.5,6,77.7,33.09
PICK-1809,validation,audited,80,10,378.8,5,15.5,29.61
PICK-1810,validation,audited,65,4,215.3,1,60.4,35.83
PICK-1811,validation,audited,24,0,433.1,3,15.9,18.43
PICK-1812,validation,audited,31,2,851.4,1,23.6,31.55
PICK-1813,validation,audited,51,6,518.5,2,47.0,36.46
PICK-1814,validation,audited,5,1,631.2,4,65.0,22.74
PICK-1815,validation,audited,13,3,422.1,6,84.7,21.99
PICK-1816,validation,audited,38,1,713.9,1,93.0,48.48
PICK-1817,validation,audited,23,4,117.0,2,28.1,18.74
PICK-1818,validation,audited,62,22,709.1,1,16.6,38.16
PICK-1819,validation,audited,26,4,425.5,2,47.3,23.39
PICK-1820,validation,audited,72,4,586.4,4,65.7,31.62
PICK-1821,validation,audited,8,1,213.8,2,93.4,25.71
PICK-1822,validation,audited,65,15,109.0,1,33.3,30.62
PICK-1823,validation,audited,6,1,349.0,2,83.2,20.12
PICK-1824,validation,audited,44,9,454.5,5,60.9,28.27
PICK-1825,validation,audited,33,6,575.4,4,67.8,29.88
PICK-1826,validation,audited,57,15,126.9,3,71.6,27.93
PICK-1827,validation,audited,74,8,884.3,5,33.3,35.03
PICK-1828,validation,audited,22,3,562.3,4,50.9,25.68
PICK-1829,validation,audited,4,0,223.5,2,25.0,15.28
PICK-1830,validation,audited,78,18,214.1,6,52.4,28.88
PICK-1831,validation,audited,70,3,257.0,2,62.9,30.51
PICK-1832,validation,audited,73,14,310.6,5,41.3,27.88
PICK-1833,validation,audited,49,17,897.4,2,56.4,40.24
PICK-1834,validation,audited,30,10,563.5,6,32.8,22.67
PICK-1835,validation,audited,76,10,772.4,6,54.8,33.21
PICK-1836,validation,audited,25,3,679.5,6,77.0,29.36
PICK-1837,validation,audited,79,11,388.7,3,75.3,38.28
PICK-1838,validation,audited,69,15,613.9,6,95.1,46.28
PICK-1839,validation,audited,10,1,842.1,2,55.2,28.61
PICK-1840,validation,audited,61,19,682.8,5,18.6,29.08
PICK-1841,validation,audited,53,9,612.0,2,67.7,35.31
PICK-1842,validation,audited,23,9,818.9,1,68.8,38.42
PICK-1843,validation,audited,5,1,217.1,6,54.7,15.63
PICK-1844,validation,audited,62,17,556.1,3,57.0,35.85
PICK-1845,validation,audited,36,1,360.7,4,79.2,27.58
PICK-1846,validation,audited,21,7,635.9,2,73.5,29.44
PICK-1847,validation,audited,14,0,800.0,6,24.2,21.52
PICK-1848,validation,audited,29,5,458.1,5,85.0,26.05
PICK-1849,validation,audited,30,1,362.3,6,54.3,20.45
PICK-1850,validation,audited,7,3,800.1,1,66.3,36.17
PICK-1851,validation,audited,56,10,565.3,6,66.5,30.62
PICK-1852,validation,audited,22,7,353.4,5,54.4,23.26
PICK-1853,validation,audited,65,29,87.5,6,89.7,34.95
PICK-1854,validation,audited,38,10,617.2,4,92.3,37.52
PICK-1855,validation,audited,18,0,515.9,1,26.1,23.71
PICK-1856,validation,audited,58,3,291.4,2,39.9,29.84
PICK-1857,validation,audited,76,9,402.1,1,68.0,44.81
PICK-1858,validation,audited,16,1,548.0,1,79.8,34.16
PICK-1859,validation,audited,69,20,101.6,3,94.5,39.76
PICK-1860,validation,audited,45,16,578.5,2,85.5,42.71
PICK-1861,validation,audited,36,5,261.4,1,46.8,26.15
PICK-1862,validation,audited,66,23,886.0,4,85.0,48.59
PICK-1863,validation,audited,4,0,120.7,5,49.0,10.92
PICK-1864,validation,audited,19,2,105.1,1,76.2,30.7
PICK-1865,validation,audited,31,5,201.5,4,88.8,27.84
PICK-1866,validation,audited,61,15,144.1,1,40.7,33.2
PICK-1867,validation,audited,76,5,431.5,6,69.5,35.07
PICK-1868,validation,audited,35,4,211.6,6,61.9,21.62
PICK-1869,validation,audited,9,4,415.2,4,43.8,18.08
PICK-1870,validation,audited,51,12,319.3,3,83.0,32.42
PICK-1871,validation,audited,13,0,360.2,2,51.9,24.17
PICK-1872,validation,audited,27,1,329.2,4,16.2,20.05
PICK-1873,validation,audited,54,12,778.2,4,80.4,39.64
PICK-1874,validation,audited,44,9,745.8,5,53.5,29.06
PICK-1875,validation,audited,25,6,847.5,5,50.9,27.37
PICK-1876,validation,audited,18,3,455.5,6,22.3,17.67
PICK-1877,validation,audited,62,8,586.2,6,78.0,31.77
PICK-1878,validation,audited,49,14,343.9,6,83.5,26.44
PICK-1879,validation,audited,32,0,883.3,1,23.9,34.21
PICK-1880,validation,audited,29,10,348.5,1,75.8,32.04
PICK-1881,validation,audited,36,8,161.1,6,76.6,21.25
PICK-1882,validation,audited,30,7,316.8,3,67.0,25.14
PICK-1883,validation,audited,16,2,141.4,2,33.8,16.54
PICK-1884,validation,audited,7,3,689.1,1,61.3,35.95
PICK-1885,validation,audited,58,8,536.7,2,19.9,37.8
PICK-1886,validation,audited,41,5,426.0,2,89.0,34.98
PICK-1887,validation,audited,55,5,533.7,1,87.5,46.51
PICK-1888,validation,audited,46,1,253.7,3,45.3,24.77
PICK-1889,validation,audited,67,12,490.4,2,96.6,44.56
PICK-1890,validation,audited,25,4,673.8,5,53.5,26.52
PICK-1891,validation,audited,39,5,333.4,3,95.5,29.87
PICK-1892,validation,audited,34,10,611.7,1,89.6,45.06
PICK-1893,validation,audited,50,8,277.7,5,70.3,25.46
PICK-1894,validation,audited,12,1,296.9,1,65.3,27.63
PICK-1895,validation,audited,74,6,521.1,5,82.6,34.83
PICK-1896,validation,audited,78,17,255.9,4,16.5,25.54
PICK-1897,validation,audited,62,4,272.3,3,85.9,30.68
PICK-1898,validation,audited,21,5,499.8,4,42.3,23.32
PICK-1899,validation,audited,27,8,493.2,6,57.3,26.3
PICK-1900,validation,audited,42,5,464.4,6,33.3,25.16
PICK-1901,validation,audited,75,14,639.0,3,35.7,34.22
PICK-1902,validation,audited,50,9,713.0,5,60.3,38.39
PICK-1903,validation,audited,58,1,873.4,3,69.6,43.27
PICK-1904,validation,audited,45,12,161.9,5,73.0,25.24
PICK-1905,validation,audited,38,7,423.3,2,73.3,28.26
PICK-1906,validation,audited,59,10,895.2,2,74.9,42.49
PICK-1907,validation,audited,31,9,433.3,6,16.4,19.84
PICK-1908,validation,audited,6,1,84.0,6,67.6,13.22
PICK-1909,validation,audited,67,14,544.4,3,78.0,32.85
PICK-1910,validation,audited,41,10,217.1,6,84.7,27.79
PICK-1911,validation,audited,14,0,497.1,5,42.9,19.89
PICK-1912,validation,audited,5,2,592.0,3,50.9,23.21
PICK-1913,validation,audited,46,13,230.8,3,94.5,31.58
PICK-1914,validation,audited,30,9,188.7,6,41.9,20.78
PICK-1915,validation,audited,61,13,449.7,4,72.5,28.3
PICK-1916,validation,audited,72,17,315.6,6,27.7,31.16
PICK-1917,validation,audited,8,3,660.3,6,71.1,24.0
PICK-1918,validation,audited,70,3,624.6,2,92.5,40.38
PICK-1919,validation,audited,64,10,605.0,6,18.4,30.39
PICK-1920,validation,audited,67,3,536.8,6,56.9,31.48
PICK-1921,validation,audited,64,6,743.8,3,28.1,34.16
PICK-1922,validation,audited,29,3,897.3,4,83.2,35.84
PICK-1923,validation,audited,63,13,277.8,6,91.4,30.96
PICK-1924,validation,audited,52,4,211.9,3,49.7,22.61
PICK-1925,validation,audited,74,10,442.8,4,46.7,36.23
PICK-1926,validation,audited,23,1,380.8,2,33.6,23.01
PICK-1927,validation,audited,11,6,799.3,3,77.3,32.31
PICK-1928,validation,audited,12,1,424.2,4,73.6,23.65
PICK-1929,validation,audited,76,4,535.4,5,79.0,33.14
PICK-1930,validation,audited,73,20,801.5,2,16.5,34.39
PICK-1931,validation,audited,80,4,185.4,5,68.9,33.59
PICK-1932,validation,audited,55,17,834.4,3,93.0,45.55
PICK-1933,validation,audited,73,2,854.1,4,45.7,37.05
PICK-1934,validation,audited,36,2,445.1,5,85.4,35.44
PICK-1935,validation,audited,15,2,861.5,5,85.9,34.3
PICK-1936,validation,audited,20,0,107.3,3,76.6,22.51
PICK-1937,validation,audited,10,3,452.1,4,88.4,29.73
PICK-1938,validation,audited,50,13,245.1,6,66.2,24.83
PICK-1939,validation,audited,56,12,631.4,3,83.3,38.88
PICK-1940,validation,audited,47,2,548.8,1,37.0,32.29
PICK-1941,validation,audited,8,0,656.2,6,19.6,17.9
PICK-1942,validation,audited,68,11,443.0,1,27.0,42.54
PICK-1943,validation,audited,18,2,328.0,2,29.3,19.59
PICK-1944,validation,audited,57,12,503.5,6,37.7,29.91
PICK-1945,validation,audited,75,11,317.6,2,35.3,36.13
PICK-1946,validation,audited,44,7,679.4,6,32.5,29.59
PICK-1947,validation,audited,20,1,580.5,1,91.3,41.13
PICK-1948,validation,audited,78,6,839.3,6,32.2,35.48
PICK-1949,validation,audited,72,7,445.2,5,16.0,29.31
PICK-1950,validation,audited,60,14,491.4,1,60.3,40.34
PICK-1951,test,audited,20,2,821.6,1,54.8,35.52
PICK-1952,test,audited,21,3,582.6,6,92.5,31.6
PICK-1953,test,audited,40,4,486.8,6,34.3,24.0
PICK-1954,test,audited,62,10,546.2,6,23.0,30.02
PICK-1955,test,audited,72,6,156.9,3,68.6,25.76
PICK-1956,test,audited,28,6,469.3,6,44.0,25.12
PICK-1957,test,audited,32,12,772.8,5,37.2,28.27
PICK-1958,test,audited,24,6,523.2,5,26.1,19.2
PICK-1959,test,audited,22,6,892.9,4,59.9,29.44
PICK-1960,test,audited,23,3,885.1,6,68.8,27.66
PICK-1961,test,audited,69,10,182.4,5,59.5,29.33
PICK-1962,test,audited,59,15,125.5,5,15.6,24.8
PICK-1963,test,audited,29,8,224.8,1,73.6,29.57
PICK-1964,test,audited,24,5,263.0,4,61.3,21.6
PICK-1965,test,audited,31,4,141.3,1,88.4,33.6
PICK-1966,test,audited,25,1,83.9,6,53.3,14.87
PICK-1967,test,audited,80,2,202.2,4,37.9,24.99
PICK-1968,test,audited,29,1,476.4,4,24.7,19.57
PICK-1969,test,audited,43,6,499.6,2,70.8,35.63
PICK-1970,test,audited,78,20,816.5,1,53.8,47.27
PICK-1971,test,audited,63,12,315.7,3,33.8,26.27
PICK-1972,test,audited,7,1,693.1,1,63.9,33.23
PICK-1973,test,audited,11,3,807.7,5,17.2,22.93
PICK-1974,test,audited,13,1,200.0,3,72.9,19.69
PICK-1975,test,audited,10,4,250.3,4,81.7,19.01
PICK-1976,test,audited,32,10,223.7,3,33.2,25.81
PICK-1977,test,audited,39,8,548.0,2,29.3,26.15
PICK-1978,test,audited,76,4,104.3,1,37.6,37.6
PICK-1979,test,audited,32,5,407.2,6,72.3,23.7
PICK-1980,test,audited,48,5,192.6,5,40.8,21.74
PICK-1981,test,audited,41,4,634.9,2,31.8,34.58
PICK-1982,test,audited,27,5,664.8,5,71.5,29.09
PICK-1983,test,audited,48,15,848.2,6,46.4,36.45
PICK-1984,test,audited,49,7,144.7,4,76.3,25.81
PICK-1985,test,audited,17,3,348.5,4,22.9,16.97
PICK-1986,test,audited,16,3,583.1,2,60.9,26.03
PICK-1987,test,audited,63,5,833.4,3,25.8,37.36
PICK-1988,test,audited,39,13,731.2,6,96.7,37.99
PICK-1989,test,audited,77,15,406.6,4,62.3,36.26
PICK-1990,test,audited,42,12,747.2,1,27.5,40.67
PICK-1991,test,audited,48,11,522.9,2,96.5,36.96
PICK-1992,test,audited,52,6,267.8,4,47.7,27.83
PICK-1993,test,audited,8,4,423.9,2,39.4,19.71
PICK-1994,test,audited,15,3,348.6,4,46.2,22.19
PICK-1995,test,audited,57,17,719.3,6,47.7,31.75
PICK-1996,test,audited,23,2,381.7,5,30.2,19.39
PICK-1997,test,audited,73,3,593.7,2,47.2,34.7
PICK-1998,test,audited,48,12,609.7,5,79.3,34.69
PICK-1999,test,audited,62,4,624.0,2,34.2,34.6
PICK-2000,test,audited,32,0,824.0,5,54.7,26.95
PICK-2001,test,audited,41,6,545.1,1,71.3,37.1
PICK-2002,test,audited,70,23,833.7,1,55.9,46.61
PICK-2003,test,audited,54,5,386.7,2,34.5,24.31
PICK-2004,test,audited,61,14,477.6,6,56.7,30.21
PICK-2005,test,audited,36,4,885.5,5,46.1,28.94
PICK-2006,test,audited,69,8,535.0,1,17.2,35.43
PICK-2007,test,audited,53,15,98.5,6,79.2,24.14
PICK-2008,test,audited,79,5,228.1,3,53.3,28.82
PICK-2009,test,audited,74,23,857.3,1,65.7,52.39
PICK-2010,test,audited,57,9,560.7,1,16.3,38.58
PICK-2011,test,audited,51,7,628.0,4,90.5,39.14
PICK-2012,test,audited,60,6,324.1,3,75.0,30.38
PICK-2013,test,audited,39,10,596.9,5,24.7,25.72
PICK-2014,test,audited,62,9,203.6,1,53.1,41.77
PICK-2015,test,audited,61,14,414.5,2,47.3,35.56
PICK-2016,test,audited,43,8,167.3,3,96.5,34.9
PICK-2017,test,audited,7,0,334.5,6,77.3,20.8
PICK-2018,test,audited,23,0,408.1,5,96.6,31.81
PICK-2019,test,audited,61,22,770.2,6,77.4,43.62
PICK-2020,test,audited,77,9,601.1,3,87.4,40.92
PICK-2021,test,audited,10,0,652.2,2,28.8,24.71
PICK-2022,test,audited,57,12,569.6,5,64.8,32.95
PICK-2023,test,audited,49,1,728.2,5,61.6,29.16
PICK-2024,test,audited,68,13,621.2,1,71.7,42.59
PICK-2025,test,audited,27,6,792.4,2,96.3,39.26
PICK-2026,test,audited,28,4,150.5,5,55.3,20.21
PICK-2027,test,audited,39,6,87.4,6,79.0,20.21
PICK-2028,test,audited,37,3,654.5,1,19.9,32.76
PICK-2029,test,audited,56,7,247.0,3,92.3,29.47
PICK-2030,test,audited,65,10,117.7,5,57.3,26.32
PICK-2031,test,audited,76,9,112.1,3,72.0,28.9
PICK-2032,test,audited,4,2,381.7,1,97.4,30.87
PICK-2033,test,audited,30,3,695.0,2,50.9,30.41
PICK-2034,test,audited,13,1,727.0,6,22.0,19.58
PICK-2035,test,audited,39,5,178.3,3,56.6,26.79
PICK-2036,test,audited,35,3,277.1,4,90.8,27.71
PICK-2037,test,audited,32,7,235.2,1,46.4,32.7
PICK-2038,test,audited,40,7,888.8,6,23.2,28.46
PICK-2039,test,audited,46,1,192.1,6,60.6,23.9
PICK-2040,test,audited,40,6,261.2,6,15.1,21.48
PICK-2041,test,audited,25,4,718.7,6,19.6,20.06
PICK-2042,test,audited,48,7,434.8,1,40.9,33.78
PICK-2043,test,audited,53,11,115.6,6,74.8,26.83
PICK-2044,test,audited,10,1,145.8,4,46.0,14.77
PICK-2045,test,audited,41,3,780.6,1,77.5,42.16
PICK-2046,test,audited,53,2,403.4,6,92.4,33.97
PICK-2047,test,audited,36,10,892.2,5,65.8,39.4
PICK-2048,test,audited,46,6,343.0,1,46.1,36.06
PICK-2049,test,audited,72,14,557.1,5,97.6,42.4
PICK-2050,test,audited,43,12,343.7,5,92.9,34.04
PICK-2051,test,audited,46,5,846.3,2,83.9,42.15
PICK-2052,test,audited,54,12,697.3,6,35.5,31.09
PICK-2053,test,audited,48,13,153.2,5,39.1,25.16
PICK-2054,test,audited,14,1,481.4,5,51.0,18.82
PICK-2055,test,audited,46,7,603.5,6,19.7,25.55
PICK-2056,test,audited,66,3,501.6,4,36.6,28.91
PICK-2057,test,audited,63,8,281.7,3,22.7,24.6
PICK-2058,test,audited,39,4,475.8,3,97.5,33.84
PICK-2059,test,audited,41,8,897.7,2,47.0,32.51
PICK-2060,test,audited,25,0,786.9,4,91.6,36.27
PICK-2061,test,audited,46,6,229.2,3,30.2,24.36
PICK-2062,test,audited,21,3,310.3,6,84.5,19.2
PICK-2063,test,audited,28,5,297.2,2,91.8,28.91
PICK-2064,test,audited,62,10,770.9,5,76.7,32.25
PICK-2065,test,audited,64,3,147.3,3,45.0,23.38
PICK-2066,test,audited,13,4,354.0,6,19.3,15.89
PICK-2067,test,audited,48,9,330.5,6,16.6,19.78
PICK-2068,test,audited,62,16,306.6,6,73.9,30.52
PICK-2069,test,audited,36,2,392.0,2,32.6,26.03
PICK-2070,test,audited,14,1,741.9,5,39.8,19.88
PICK-2071,test,audited,51,18,159.0,1,76.1,37.23
PICK-2072,test,audited,42,7,133.4,1,50.9,34.25
PICK-2073,test,audited,35,2,849.2,4,57.6,29.29
PICK-2074,test,audited,24,3,427.9,2,69.9,27.68
PICK-2075,test,audited,9,2,764.7,3,31.9,24.48
PICK-2076,test,audited,54,7,752.5,2,39.5,31.51
PICK-2077,test,audited,57,8,803.8,2,38.1,40.29
PICK-2078,test,audited,6,0,852.8,6,40.2,22.7
PICK-2079,test,audited,11,2,580.9,4,93.9,33.34
PICK-2080,test,audited,17,6,614.3,2,52.7,24.48
PICK-2081,test,audited,43,5,320.9,5,26.7,21.77
PICK-2082,test,audited,41,3,153.3,4,56.1,23.09
PICK-2083,test,audited,48,3,320.8,2,97.9,31.57
PICK-2084,test,audited,35,6,893.8,2,51.9,32.38
PICK-2085,test,audited,55,9,509.8,5,30.6,27.53
PICK-2086,test,audited,74,14,809.3,4,67.2,40.04
PICK-2087,test,audited,28,3,410.2,1,47.4,30.93
PICK-2088,test,audited,44,3,318.8,6,74.7,24.18
PICK-2089,test,audited,59,9,820.6,6,70.9,37.66
PICK-2090,test,audited,49,13,451.4,3,61.6,26.31
PICK-2091,test,audited,77,12,330.9,4,39.8,31.89
PICK-2092,test,audited,14,4,508.1,5,37.7,20.77
PICK-2093,test,audited,43,5,493.2,6,48.5,24.1
PICK-2094,test,audited,37,9,438.7,4,71.3,26.11
PICK-2095,test,audited,35,9,328.5,2,39.3,27.96
PICK-2096,test,audited,35,4,491.8,4,63.0,26.3
PICK-2097,test,audited,42,9,636.1,3,68.7,32.88
PICK-2098,test,audited,77,6,122.3,6,26.3,21.82
PICK-2099,test,audited,5,2,580.7,1,91.4,38.03
PICK-2100,test,audited,72,19,112.2,1,94.2,40.5
PICK-2101,test,audited,32,4,551.2,1,38.6,31.51
PICK-2102,test,audited,51,14,128.2,5,45.8,26.08
PICK-2103,test,audited,23,3,173.1,6,93.3,26.95
PICK-2104,test,audited,42,6,205.4,6,76.2,25.31
PICK-2105,test,audited,77,5,395.9,6,75.8,35.37
PICK-2106,test,audited,70,10,573.2,3,71.9,40.05
PICK-2107,test,audited,7,1,247.3,5,19.1,13.96
PICK-2108,test,audited,79,16,627.5,1,95.6,54.03
PICK-2109,test,audited,56,4,840.0,5,26.2,27.14
PICK-2110,test,audited,80,21,275.0,6,22.7,28.21
PICK-2111,test,audited,32,6,877.9,5,86.3,42.25
PICK-2112,test,audited,35,4,770.5,1,53.7,38.07
PICK-2113,test,audited,26,3,154.3,2,56.3,19.51
PICK-2114,test,audited,16,4,267.4,3,29.4,18.15
PICK-2115,test,audited,74,3,499.8,2,19.9,34.05
PICK-2116,test,audited,47,15,616.6,4,89.8,41.61
PICK-2117,test,audited,22,5,884.0,6,65.6,28.56
PICK-2118,test,audited,72,25,691.5,1,92.4,50.09
PICK-2119,test,audited,9,0,824.4,1,73.8,32.99
PICK-2120,test,audited,54,9,596.0,3,38.3,29.51
PICK-2121,test,audited,26,2,496.5,4,45.6,22.81
PICK-2122,test,audited,33,8,745.3,3,90.9,39.66
PICK-2123,test,audited,70,24,822.0,2,44.4,41.78
PICK-2124,test,audited,79,5,187.5,2,74.8,35.95
PICK-2125,test,audited,74,3,584.1,3,43.3,37.45
PICK-2126,test,audited,34,8,682.5,4,92.9,35.75
PICK-2127,test,audited,29,2,419.9,4,70.3,24.75
PICK-2128,test,audited,51,5,546.7,4,61.0,31.21
PICK-2129,test,audited,37,8,761.0,1,75.4,40.33
PICK-2130,test,audited,5,1,344.4,4,28.1,17.08
PICK-2131,test,audited,55,5,88.8,5,32.7,22.55
PICK-2132,test,audited,46,7,837.0,6,85.4,38.59
PICK-2133,test,audited,78,9,551.3,5,43.7,36.96
PICK-2134,test,audited,31,6,163.9,5,50.4,21.19
PICK-2135,test,audited,6,2,517.8,4,80.4,24.19
PICK-2136,test,audited,16,3,645.0,6,46.3,25.03
PICK-2137,test,audited,80,7,414.4,3,53.4,33.74
PICK-2138,test,audited,48,17,368.8,1,75.4,36.34
PICK-2139,test,audited,78,17,745.4,6,76.4,39.25
PICK-2140,test,audited,4,0,772.4,6,53.0,25.97
PICK-2141,test,audited,73,13,336.9,6,19.3,27.61
PICK-2142,test,audited,22,2,587.4,2,40.3,27.78
PICK-2143,test,audited,56,18,538.5,3,40.4,31.09
PICK-2144,test,audited,30,3,857.8,3,96.6,37.85
PICK-2145,test,audited,38,0,359.7,6,91.6,26.37
PICK-2146,test,audited,62,5,177.8,2,70.0,30.88
PICK-2147,test,audited,4,1,386.9,5,94.2,26.17
PICK-2148,test,audited,67,7,682.1,4,82.9,35.05
PICK-2149,test,audited,34,11,99.9,3,83.7,22.38
PICK-2150,test,audited,47,13,254.6,5,64.5,26.59
PICK-2151,test,audited,17,9,868.7,3,68.2,32.59
PICK-2152,test,audited,46,12,623.1,5,18.3,30.28
PICK-2153,test,audited,80,28,312.3,6,42.4,36.26
PICK-2154,test,audited,17,1,415.1,4,71.2,23.21
PICK-2155,test,audited,30,8,337.5,5,32.9,22.13
PICK-2156,test,audited,74,19,706.7,4,71.3,33.13
PICK-2157,test,audited,10,0,271.4,4,68.4,14.58
PICK-2158,test,audited,27,3,286.5,2,90.6,30.36
PICK-2159,test,audited,37,7,270.6,6,27.4,18.32
PICK-2160,test,audited,38,8,207.0,5,73.7,24.38
PICK-2161,test,audited,55,16,295.4,5,52.5,29.61
PICK-2162,test,audited,75,4,461.8,2,29.9,36.55
PICK-2163,test,audited,8,0,289.0,4,89.9,23.2
PICK-2164,test,audited,20,3,748.1,5,51.6,26.26
PICK-2165,test,audited,56,3,823.0,6,81.5,34.88
PICK-2166,test,audited,50,5,392.3,2,75.7,30.69
PICK-2167,test,audited,34,10,647.3,2,77.8,32.15
PICK-2168,test,audited,48,4,834.6,4,85.8,40.76
PICK-2169,test,audited,56,7,821.6,6,51.3,35.96
PICK-2170,test,audited,47,11,297.5,6,17.8,20.97
PICK-2171,test,audited,30,7,372.9,2,63.7,28.74
PICK-2172,test,audited,34,5,642.3,5,44.2,22.79
PICK-2173,test,audited,63,21,417.4,1,45.7,40.73
PICK-2174,test,audited,80,4,757.8,6,25.0,36.9
PICK-2175,test,audited,62,21,728.8,3,86.6,44.77
PICK-2176,test,audited,61,3,596.1,5,30.0,29.47
PICK-2177,test,audited,75,13,490.4,6,77.6,34.18
PICK-2178,test,audited,36,2,279.9,2,94.6,30.74
PICK-2179,test,audited,76,16,755.1,6,24.1,37.79
PICK-2180,test,audited,8,0,674.0,5,93.8,30.44
PICK-2181,test,audited,11,1,500.1,6,80.0,24.6
PICK-2182,test,audited,38,4,190.8,1,24.0,27.72
PICK-2183,test,audited,58,6,614.4,1,62.7,39.91
PICK-2184,test,audited,13,2,312.5,3,67.5,21.82
PICK-2185,test,audited,74,18,638.5,3,25.6,31.65
PICK-2186,test,audited,54,15,192.4,3,89.4,33.65
PICK-2187,test,audited,8,0,125.2,5,77.2,17.23
PICK-2188,test,audited,42,6,309.6,5,55.7,21.66
PICK-2189,test,audited,55,11,248.6,2,32.8,25.05
PICK-2190,test,audited,49,4,698.4,2,91.8,41.16
PICK-2191,test,audited,51,16,801.9,4,82.8,41.08
PICK-2192,test,audited,33,9,808.6,6,80.9,29.11
PICK-2193,test,audited,39,5,878.4,3,47.9,35.52
PICK-2194,test,audited,22,3,151.2,5,21.1,15.1
PICK-2195,test,audited,61,13,97.3,2,30.2,32.25
PICK-2196,test,audited,74,15,216.9,6,79.2,33.78
PICK-2197,test,audited,49,11,389.8,4,90.7,33.69
PICK-2198,test,audited,26,2,315.6,1,52.7,30.32
PICK-2199,test,audited,25,2,787.3,6,92.7,34.38
PICK-2200,test,audited,5,0,101.7,6,83.8,15.92
PICK-2201,test,audited,5,1,300.9,1,15.7,23.44
PICK-2202,test,audited,12,5,98.6,2,79.2,17.74
PICK-2203,test,audited,58,7,251.9,4,53.2,23.83
PICK-2204,test,audited,56,4,146.6,5,60.7,25.64
PICK-2205,test,audited,37,2,548.9,4,84.5,30.23
PICK-2206,test,audited,61,9,361.4,2,60.7,34.77
PICK-2207,test,audited,52,13,546.9,5,67.3,31.24
PICK-2208,test,audited,48,9,570.1,6,71.8,28.17
PICK-2209,test,audited,45,10,486.8,6,74.5,32.73
PICK-2210,test,audited,22,1,352.5,5,60.1,19.87
PICK-2211,test,audited,34,11,148.4,4,39.9,17.61
PICK-2212,test,audited,70,12,565.7,4,16.5,23.91
PICK-2213,test,audited,65,10,804.3,6,91.4,43.69
PICK-2214,test,audited,35,2,602.7,5,74.5,29.55
PICK-2215,test,audited,50,9,320.8,6,93.5,29.72
PICK-2216,test,audited,58,6,504.1,4,24.0,27.53
PICK-2217,test,audited,11,1,763.4,5,69.3,24.34
PICK-2218,test,audited,50,6,544.0,6,69.5,30.62
PICK-2219,test,audited,70,23,376.6,4,79.3,34.98
PICK-2220,test,audited,14,3,879.4,3,63.3,28.88
PICK-2221,test,audited,39,8,654.6,1,92.5,46.84
PICK-2222,test,audited,33,1,153.9,4,43.7,16.77
PICK-2223,test,audited,7,2,420.8,1,38.1,22.86
PICK-2224,test,audited,44,6,391.1,1,41.3,31.17
PICK-2225,test,audited,7,2,292.0,2,81.9,23.58
PICK-2226,test,audited,58,12,241.9,1,40.7,33.24
PICK-2227,test,audited,51,6,257.8,6,19.4,17.75
PICK-2228,test,audited,66,21,801.6,5,44.5,36.68
PICK-2229,test,audited,67,10,297.2,2,27.7,34.41
PICK-2230,test,audited,38,5,765.4,2,97.9,42.42
PICK-2231,test,audited,38,11,257.3,4,34.0,23.83
PICK-2232,test,audited,42,8,327.7,1,60.5,35.45
PICK-2233,test,audited,39,10,235.6,6,71.1,22.85
PICK-2234,test,audited,72,7,696.7,5,74.1,40.15
PICK-2235,test,audited,45,8,548.9,6,67.2,29.76
PICK-2236,test,audited,17,3,648.1,5,78.2,24.02
PICK-2237,test,audited,46,4,168.4,2,18.3,23.43
PICK-2238,test,audited,57,18,440.5,5,22.4,28.78
PICK-2239,test,audited,14,3,183.0,5,56.2,17.76
PICK-2240,test,audited,41,3,726.2,5,42.7,28.66
PICK-2241,test,audited,23,5,310.4,3,90.5,28.67
PICK-2242,test,audited,27,6,582.2,4,25.7,24.71
PICK-2243,test,audited,61,4,313.8,6,52.4,28.19
PICK-2244,test,audited,7,2,566.1,1,78.3,31.95
PICK-2245,test,audited,64,8,789.0,4,55.3,36.72
PICK-2246,test,audited,72,5,643.6,5,73.7,35.48
PICK-2247,test,audited,38,10,208.6,1,69.1,34.31
PICK-2248,test,audited,57,8,205.5,2,32.7,24.87
PICK-2249,test,audited,73,9,492.5,6,55.3,36.07
PICK-2250,test,audited,58,13,673.1,4,21.3,28.85
PICK-2251,test,audited,29,8,713.4,2,66.3,34.58
PICK-2252,test,audited,42,11,829.7,4,39.9,30.38
PICK-2253,test,audited,67,4,147.5,6,96.6,27.63
PICK-2254,test,audited,57,10,456.1,3,76.5,29.8
