device_id,device_age_days,temperature_c,vibration_mm_s,errors_24h,days_since_service,alert_next_7_days
DV-2472,1142,71.6,4.66,1,175,1
DV-2473,337,33.2,3.0,1,42,0
DV-2474,107,39.8,3.67,3,70,0
DV-2475,177,59.8,1.56,1,213,1
DV-2476,1114,55.4,5.07,0,409,0
DV-2477,30,42.6,2.04,1,144,0
DV-2478,603,50.4,0.75,3,345,1
DV-2479,1781,47.3,0.81,0,127,1
DV-2480,900,52.9,0.27,1,157,0
DV-2481,453,63.3,0.85,1,409,1
DV-2482,1142,32.9,3.4,1,154,0
DV-2483,855,59.4,1.53,3,168,0
DV-2484,1889,54.4,1.37,2,350,1
DV-2485,283,42.1,2.92,3,3,0
DV-2486,1700,59.6,2.1,2,31,1
DV-2487,609,54.9,2.82,1,173,0
DV-2488,1465,68.1,1.23,0,85,0
DV-2489,2118,42.1,1.49,1,419,1
DV-2490,1174,49.7,1.79,1,48,1
DV-2491,643,53.2,1.87,0,273,0
DV-2492,2178,35.4,3.54,1,372,0
DV-2493,57,49.0,3.28,2,257,0
DV-2494,941,60.6,2.97,2,50,0
DV-2495,1865,55.5,0.53,0,34,0
DV-2496,2005,54.6,2.06,0,212,0
DV-2497,94,24.7,7.58,0,110,0
DV-2498,69,51.0,1.15,0,366,0
DV-2499,1610,52.9,1.43,2,245,1
DV-2500,1471,33.5,0.85,2,15,0
DV-2501,2132,26.5,1.05,1,373,0
DV-2502,1487,63.5,1.01,0,307,0
DV-2503,370,50.5,7.08,1,77,1
DV-2504,269,66.7,3.21,1,152,0
DV-2505,809,35.6,3.09,3,349,0
DV-2506,289,47.9,4.82,3,371,1
DV-2507,839,49.5,3.12,2,268,0
DV-2508,1688,50.3,4.8,2,63,1
DV-2509,360,61.7,2.65,3,414,0
DV-2510,484,40.1,0.85,0,394,0
DV-2511,1062,58.2,3.6,1,165,1
DV-2512,1060,45.4,1.9,0,350,0
DV-2513,1568,47.6,0.21,1,381,0
DV-2514,644,66.0,1.89,2,350,0
DV-2515,466,71.0,1.88,1,28,0
DV-2516,1159,51.2,5.95,0,35,0
DV-2517,2199,32.4,4.9,0,87,0
DV-2518,1175,53.7,2.14,0,181,0
DV-2519,1522,50.1,0.66,4,93,0
DV-2520,172,63.1,2.93,1,356,0
DV-2521,1531,40.9,1.86,2,134,0
DV-2522,1179,47.3,1.06,0,15,0
DV-2523,1235,37.6,3.26,1,56,0
DV-2524,1401,52.7,1.32,1,378,0
DV-2525,772,32.7,4.2,0,337,0
DV-2526,382,65.8,3.36,2,12,1
DV-2527,321,41.2,2.87,0,70,0
DV-2528,456,32.6,7.58,1,260,1
DV-2529,1331,44.5,3.82,0,87,0
DV-2530,173,48.8,3.01,1,95,0
DV-2531,97,34.4,0.56,1,361,0
DV-2532,2136,59.9,5.16,1,127,1
DV-2533,1466,34.4,3.7,1,326,0
DV-2534,1542,47.2,0.43,1,157,0
DV-2535,1552,27.3,3.75,3,402,0
DV-2536,650,61.1,4.3,1,178,0
DV-2537,1990,42.8,4.52,0,67,0
DV-2538,1155,40.3,3.65,1,65,0
DV-2539,1404,52.9,1.36,1,229,0
DV-2540,1174,46.7,2.2,0,56,0
DV-2541,550,23.5,7.52,2,275,0
DV-2542,2183,47.5,1.06,2,71,0
DV-2543,1354,54.2,1.84,2,132,0
DV-2544,1863,36.6,3.78,1,418,1
DV-2545,1537,44.3,3.31,1,181,1
DV-2546,57,32.9,2.07,0,135,0
DV-2547,265,49.6,3.07,2,155,0
DV-2548,1145,63.8,3.18,2,335,0
DV-2549,651,40.0,0.56,0,18,0
DV-2550,45,41.9,0.68,0,394,0
DV-2551,918,47.5,1.87,2,111,0
DV-2552,1998,47.8,4.22,1,72,0
DV-2553,1514,43.1,1.36,1,362,1
DV-2554,169,46.0,3.26,0,12,0
DV-2555,1813,47.1,7.98,1,266,0
DV-2556,192,56.7,0.75,0,171,0
DV-2557,1128,39.2,4.27,0,253,0
DV-2558,1775,34.9,3.45,2,38,1
DV-2559,1398,43.3,3.63,0,6,1
DV-2560,356,57.7,2.36,0,14,0
DV-2561,1336,52.8,4.5,2,245,1
DV-2562,985,39.9,2.04,2,356,0
DV-2563,78,48.4,4.64,1,150,0
DV-2564,2046,32.0,2.48,1,184,0
DV-2565,394,49.4,2.91,2,320,1
DV-2566,1744,42.6,1.32,1,33,1
DV-2567,832,60.9,2.01,2,150,1
DV-2568,525,36.7,0.97,2,62,0
DV-2569,885,62.5,1.76,2,153,0
DV-2570,115,42.6,3.82,0,156,0
DV-2571,95,40.1,1.87,1,291,0
DV-2572,1907,47.0,1.88,0,341,0
DV-2573,1023,47.3,1.75,4,377,1
DV-2574,416,50.6,2.2,3,129,0
DV-2575,1705,22.7,0.97,1,384,0
DV-2576,703,65.4,0.75,0,108,0
DV-2577,1741,35.6,1.0,5,326,0
DV-2578,960,41.7,2.06,3,287,0
DV-2579,711,54.2,2.01,2,84,0
DV-2580,1223,46.4,2.62,4,345,1
DV-2581,489,36.7,3.72,1,369,0
DV-2582,1104,50.5,2.02,1,218,0
DV-2583,1073,70.9,3.62,0,408,1
DV-2584,178,58.1,4.29,0,314,0
DV-2585,1866,31.5,7.38,0,171,1
DV-2586,117,37.1,2.8,0,88,0
DV-2587,1321,55.0,1.88,0,19,0
DV-2588,42,34.8,3.41,1,5,0
DV-2589,971,45.6,5.01,0,306,0
DV-2590,683,38.7,2.75,2,112,0
DV-2591,352,49.5,0.83,1,149,0
DV-2592,1884,64.2,0.62,3,370,1
DV-2593,504,46.5,3.52,1,190,0
DV-2594,233,50.4,5.47,1,173,0
DV-2595,735,39.1,0.78,3,358,0
DV-2596,698,58.5,2.11,3,404,0
DV-2597,619,29.8,2.55,0,244,0
DV-2598,1730,53.8,2.46,0,26,1
DV-2599,1001,53.6,2.7,0,321,0
DV-2600,267,56.1,2.14,0,92,0
DV-2601,1878,50.3,3.08,1,146,1
DV-2602,2187,54.1,2.73,1,81,0
DV-2603,40,38.3,3.31,1,44,0
DV-2604,1326,72.8,2.23,1,328,1
DV-2605,1453,41.2,5.81,1,33,0
DV-2606,1629,36.3,2.43,4,294,1
DV-2607,2077,55.2,2.57,0,32,0
DV-2608,152,49.4,1.06,0,257,0
DV-2609,861,40.4,3.93,1,249,1
DV-2610,1691,53.3,2.0,4,347,1
DV-2611,1682,43.7,0.64,1,328,0
DV-2612,225,67.1,0.97,1,274,0
DV-2613,459,47.3,1.42,1,112,0
DV-2614,1464,48.8,3.49,0,387,1
DV-2615,885,30.0,1.12,2,120,0
DV-2616,1147,45.3,1.44,2,218,0
DV-2617,1328,58.7,0.32,5,94,1
DV-2618,485,41.3,1.94,3,147,0
DV-2619,341,54.8,2.97,2,49,0
DV-2620,1538,66.2,0.62,1,223,0
DV-2621,1267,43.4,3.76,3,147,0
DV-2622,503,51.0,3.86,0,21,0
DV-2623,2128,46.9,2.53,0,113,1
DV-2624,1488,34.8,3.24,0,151,0
DV-2625,563,49.2,0.79,2,251,0
DV-2626,864,47.1,1.4,1,378,0
DV-2627,838,43.9,3.07,1,99,0
DV-2628,1481,48.7,2.55,0,288,0
DV-2629,1409,59.4,3.93,1,197,0
DV-2630,2027,55.9,1.57,0,220,0
DV-2631,1737,29.0,5.87,3,400,0
DV-2632,2172,29.9,1.34,0,217,0
DV-2633,196,47.0,4.44,2,283,0
DV-2634,154,49.3,3.44,2,326,0
DV-2635,1811,42.3,4.25,1,349,0
DV-2636,2101,57.2,3.19,0,251,0
DV-2637,721,48.2,2.06,2,355,1
DV-2638,401,35.2,3.62,1,416,0
DV-2639,114,54.9,3.94,1,355,1
DV-2640,390,42.0,3.53,1,196,1
DV-2641,683,48.0,1.26,0,230,1
DV-2642,37,39.7,1.0,3,333,0
DV-2643,2193,42.5,3.76,3,109,0
DV-2644,854,38.0,1.68,1,260,0
DV-2645,324,57.1,1.9,0,98,0
DV-2646,737,44.6,0.54,2,311,1
DV-2647,986,58.7,2.0,3,99,0
DV-2648,2173,62.6,2.94,0,229,1
DV-2649,426,50.0,2.23,4,115,0
DV-2650,1177,61.1,4.49,3,83,1
DV-2651,2053,59.6,1.74,1,234,0
DV-2652,890,68.5,0.46,0,244,0
DV-2653,1548,34.6,0.25,1,117,0
DV-2654,958,46.5,2.34,1,31,0
DV-2655,844,62.9,2.23,3,398,0
DV-2656,1317,54.7,2.28,0,68,0
DV-2657,389,38.0,3.38,1,2,0
DV-2658,1188,60.5,4.66,3,225,0
DV-2659,1768,31.1,2.49,3,97,0
DV-2660,655,42.3,3.05,1,151,0
DV-2661,312,48.0,1.77,0,359,0
DV-2662,52,52.0,2.39,0,263,1
DV-2663,1812,56.8,1.25,1,153,0
DV-2664,1882,45.8,2.72,5,323,1
DV-2665,590,50.2,4.02,1,166,1
DV-2666,457,60.9,0.57,1,68,0
DV-2667,1049,42.4,2.16,1,196,0
DV-2668,549,56.7,1.74,0,321,0
DV-2669,59,41.5,1.16,1,240,0
DV-2670,774,43.6,1.22,0,74,0
DV-2671,358,26.1,1.58,3,250,0
DV-2672,1002,30.5,3.85,1,131,0
DV-2673,277,40.0,5.23,1,223,1
DV-2674,791,49.5,1.8,4,60,0
DV-2675,2052,63.6,4.51,0,175,0
DV-2676,1578,39.3,1.53,1,322,0
DV-2677,326,39.7,0.2,1,52,0
DV-2678,1728,20.0,5.15,0,331,1
DV-2679,988,53.3,9.64,0,238,1
DV-2680,1500,57.6,2.13,0,7,1
DV-2681,439,63.0,3.54,0,10,0
DV-2682,582,58.6,5.52,1,179,0
DV-2683,2038,59.2,2.33,2,352,0
DV-2684,1840,69.2,1.1,2,5,0
DV-2685,1175,34.0,1.35,0,6,0
DV-2686,886,41.2,3.05,3,159,0
DV-2687,1787,48.4,2.23,0,65,0
DV-2688,1103,29.1,3.25,3,262,0
DV-2689,1145,38.0,4.24,0,94,0
DV-2690,1229,48.3,5.48,0,282,1
DV-2691,721,67.1,3.4,2,289,1
DV-2692,1374,38.3,1.93,1,174,0
DV-2693,1297,42.2,2.65,0,160,0
DV-2694,1593,22.5,7.03,0,304,0
DV-2695,756,35.6,1.46,1,383,0
DV-2696,453,46.2,1.6,1,145,0
DV-2697,748,48.2,0.46,2,66,0
DV-2698,1546,36.9,5.16,0,110,0
DV-2699,457,34.4,1.73,0,201,0
DV-2700,1510,37.4,2.73,1,300,0
DV-2701,890,40.1,3.63,0,391,0
DV-2702,118,39.0,3.04,2,133,1
DV-2703,1990,43.4,1.81,2,419,1
DV-2704,1694,51.9,1.12,2,356,1
DV-2705,107,69.2,3.07,0,325,0
DV-2706,1463,47.5,3.41,2,181,1
DV-2707,2130,38.4,3.3,0,233,0
DV-2708,181,36.0,2.9,3,408,0
DV-2709,2017,43.2,3.12,1,257,0
DV-2710,2126,53.0,5.62,1,56,0
DV-2711,1912,55.9,3.71,2,311,0
DV-2712,340,60.8,4.08,1,254,1
DV-2713,530,72.0,2.04,1,413,1
DV-2714,1865,56.6,5.5,1,155,1
DV-2715,958,50.2,2.86,1,349,0
DV-2716,1439,32.2,1.84,1,233,0
DV-2717,1964,50.7,3.79,1,66,1
DV-2718,2022,33.1,0.32,1,110,0
DV-2719,1618,41.3,4.51,2,48,0
DV-2720,1499,62.6,0.76,0,392,1
DV-2721,2021,51.3,1.43,3,186,0
DV-2722,705,54.0,5.87,2,38,0
DV-2723,1334,41.8,1.44,1,51,0
DV-2724,569,42.4,2.86,0,394,0
DV-2725,595,38.0,6.4,0,130,0
DV-2726,307,33.4,7.16,2,148,0
DV-2727,1281,58.0,1.39,0,369,0
DV-2728,686,39.6,8.29,1,20,0
DV-2729,204,58.0,2.03,5,16,1
DV-2730,935,46.0,2.88,2,140,0
DV-2731,2115,46.8,1.4,1,264,0
DV-2732,309,44.9,0.68,1,224,0
DV-2733,89,46.1,3.16,2,135,1
DV-2734,612,23.0,2.43,1,171,0
DV-2735,2050,61.1,3.63,0,13,1
DV-2736,1259,57.6,2.48,1,200,0
DV-2737,1162,48.2,1.24,4,408,1
DV-2738,1212,58.4,3.35,3,209,1
DV-2739,698,51.3,6.36,1,335,0
DV-2740,915,41.6,1.17,0,414,0
DV-2741,805,46.3,2.36,3,339,1
DV-2742,128,43.9,6.2,0,341,0
DV-2743,1987,22.0,2.48,0,80,1
DV-2744,1209,43.1,2.43,1,109,0
DV-2745,1092,51.5,3.19,2,23,0
DV-2746,1624,37.7,2.85,2,406,1
DV-2747,283,47.3,2.54,1,16,0
DV-2748,423,48.2,5.43,2,114,1
DV-2749,1439,70.1,4.71,3,10,1
DV-2750,2111,59.9,0.73,1,63,0
DV-2751,428,53.0,5.39,0,348,0
DV-2752,769,68.5,1.58,2,313,1
DV-2753,354,45.2,2.53,2,21,0
DV-2754,1167,39.9,2.38,1,223,0
DV-2755,1028,49.3,1.95,1,104,0
DV-2756,207,39.4,2.29,1,11,0
DV-2757,990,42.2,0.91,0,318,0
DV-2758,1315,39.0,1.66,3,173,1
DV-2759,173,38.5,2.87,0,189,0
DV-2760,1979,37.4,2.31,0,237,0
DV-2761,1323,54.6,3.54,1,103,0
DV-2762,737,49.1,3.12,0,1,0
DV-2763,952,47.7,2.45,1,17,0
DV-2764,1236,52.2,2.61,1,349,0
DV-2765,203,59.3,4.04,0,298,0
DV-2766,964,36.6,1.59,0,42,0
DV-2767,2026,40.0,3.36,1,206,1
DV-2768,1151,44.9,1.96,1,239,0
DV-2769,1707,62.7,4.13,2,95,1
DV-2770,587,39.1,1.01,0,120,0
DV-2771,1182,53.5,2.94,0,300,0
DV-2772,1903,43.8,2.92,1,218,0
DV-2773,2123,47.2,1.38,2,326,1
DV-2774,1117,37.0,1.74,2,305,0
DV-2775,386,45.9,1.81,3,175,0
DV-2776,777,40.8,2.23,1,373,0
DV-2777,1672,36.2,2.61,1,341,0
DV-2778,1839,61.4,3.2,3,308,1
DV-2779,1367,59.3,4.1,1,158,0
DV-2780,690,48.7,1.42,2,318,0
DV-2781,621,57.0,1.5,1,249,0
DV-2782,1235,39.2,2.48,5,310,0
DV-2783,738,58.6,1.73,0,40,0
DV-2784,2181,47.4,1.94,0,354,1
DV-2785,1245,46.7,1.69,1,192,0
DV-2786,2045,47.0,0.92,0,33,0
DV-2787,434,72.8,3.9,1,0,0
DV-2788,31,34.7,2.05,3,336,0
DV-2789,1318,54.1,4.82,1,374,1
DV-2790,943,63.1,1.71,1,96,0
DV-2791,1548,67.7,1.52,2,405,1
DV-2792,1154,72.3,2.66,2,10,0
DV-2793,1882,49.1,1.52,0,90,0
DV-2794,543,32.2,1.03,1,103,0
DV-2795,1270,52.9,1.92,0,240,0
DV-2796,1317,54.0,5.26,1,362,0
DV-2797,786,63.8,1.47,1,281,0
DV-2798,30,40.0,1.18,1,132,0
DV-2799,1705,46.1,3.53,1,200,0
DV-2800,1721,43.6,1.32,1,93,0
DV-2801,1331,35.4,4.7,0,215,0
DV-2802,606,37.0,0.75,2,281,1
DV-2803,1198,47.9,0.84,1,326,0
DV-2804,992,47.3,6.02,0,228,0
DV-2805,1960,35.1,3.19,0,355,0
DV-2806,524,36.9,1.03,1,230,0
DV-2807,32,31.6,3.56,5,8,0
DV-2808,2007,29.9,3.0,0,84,0
DV-2809,946,48.8,0.47,2,238,0
DV-2810,318,47.5,1.76,0,227,0
DV-2811,1405,56.7,1.27,1,87,0
DV-2812,1012,45.5,0.73,2,285,0
DV-2813,1121,58.9,0.96,1,77,0
DV-2814,1928,63.6,3.35,0,253,1
DV-2815,822,62.7,1.53,1,37,1
DV-2816,576,40.9,2.42,0,226,0
DV-2817,575,53.5,5.11,2,216,1
DV-2818,1900,41.6,0.59,2,51,0
DV-2819,1332,67.2,2.16,6,243,1
DV-2820,2195,43.9,2.19,2,352,1
DV-2821,1908,40.9,1.76,2,26,0
DV-2822,319,41.2,4.93,0,173,0
DV-2823,1923,57.4,1.93,3,285,1
DV-2824,562,42.5,4.79,1,163,0
DV-2825,1170,51.9,3.33,3,96,0
DV-2826,1645,44.7,4.22,0,103,0
DV-2827,1469,49.9,5.34,1,55,0
DV-2828,404,50.8,3.18,0,80,0
DV-2829,1977,58.6,2.77,2,194,1
DV-2830,1033,41.3,1.65,4,366,0
DV-2831,1592,28.6,1.89,1,195,0
DV-2832,538,46.3,2.26,0,367,1
DV-2833,400,41.6,6.39,2,8,0
DV-2834,1410,26.5,2.29,0,384,0
DV-2835,1187,46.3,2.96,0,39,0
DV-2836,1266,56.3,2.93,1,98,0
DV-2837,108,55.0,3.73,2,266,1
DV-2838,1870,50.6,6.26,0,284,0
DV-2839,2071,39.5,2.52,1,406,0
DV-2840,1473,48.8,4.08,0,303,1
DV-2841,1351,29.3,0.52,3,286,0
DV-2842,1169,62.1,5.24,1,307,1
DV-2843,377,41.9,8.55,2,143,1
DV-2844,565,33.0,2.5,1,64,0
DV-2845,1136,48.0,3.96,1,90,0
DV-2846,321,59.5,4.15,1,15,0
DV-2847,454,49.6,2.52,3,146,0
DV-2848,2058,64.1,2.3,1,333,1
DV-2849,2146,29.6,1.3,1,415,0
DV-2850,295,50.1,2.86,1,132,0
DV-2851,1290,46.9,0.61,0,333,0
DV-2852,1043,42.7,0.94,0,128,0
DV-2853,1809,33.4,1.93,1,410,0
DV-2854,275,48.0,3.24,1,86,0
DV-2855,1473,41.8,2.51,2,406,1
DV-2856,1530,49.7,4.84,1,389,0
DV-2857,882,61.4,0.96,0,340,0
DV-2858,1348,41.3,2.31,3,117,0
DV-2859,1376,55.9,5.96,1,258,1
DV-2860,1542,47.9,7.48,4,387,0
DV-2861,2129,64.6,9.34,0,295,1
DV-2862,602,33.6,1.42,3,91,0
DV-2863,1185,38.1,2.7,2,177,0
DV-2864,1231,49.1,4.03,1,231,0
DV-2865,328,46.8,1.87,1,41,0
DV-2866,834,43.2,5.35,1,216,0
DV-2867,601,55.4,4.97,1,65,0
DV-2868,966,60.1,5.0,1,332,1
DV-2869,820,32.9,2.6,3,131,0
DV-2870,268,47.5,0.21,0,261,0
DV-2871,116,43.5,1.42,1,21,0
DV-2872,1819,42.3,4.23,1,222,1
DV-2873,1910,54.4,5.5,0,318,1
DV-2874,1920,59.8,4.01,2,158,0
DV-2875,1971,67.0,3.41,0,205,1
DV-2876,1616,52.2,5.56,2,305,1
DV-2877,1274,49.0,6.66,4,207,1
DV-2878,1289,58.9,2.64,2,294,0
DV-2879,1657,42.0,1.99,0,19,0
DV-2880,1684,66.4,2.77,1,411,1
DV-2881,97,39.1,3.03,0,300,0
DV-2882,585,37.3,2.63,1,359,0
DV-2883,1080,51.7,1.96,2,126,0
DV-2884,2158,48.6,2.0,2,127,1
DV-2885,1696,54.5,3.31,2,247,1
DV-2886,1712,36.9,0.95,1,414,1
DV-2887,89,42.8,2.57,1,390,0
DV-2888,800,45.0,1.22,0,231,0
DV-2889,2180,53.1,3.1,3,407,1
DV-2890,1487,37.2,0.99,4,174,0
DV-2891,791,51.9,3.17,0,24,0
DV-2892,686,55.7,2.35,0,419,0
DV-2893,2058,39.8,4.65,3,385,0
DV-2894,883,48.4,0.99,0,133,0
DV-2895,1516,53.3,1.58,1,207,0
DV-2896,369,42.9,3.51,2,31,0
DV-2897,1340,39.1,5.47,0,195,0
DV-2898,68,31.4,3.32,0,386,0
DV-2899,2194,19.1,5.31,0,335,0
DV-2900,652,68.2,5.35,1,132,1
DV-2901,785,62.5,2.04,1,263,0
DV-2902,2186,39.2,1.43,5,386,0
DV-2903,1024,45.2,1.49,0,363,0
DV-2904,120,52.3,0.71,1,358,0
DV-2905,1946,39.2,2.7,0,119,1
DV-2906,173,61.9,4.21,1,93,0
DV-2907,1230,54.5,3.14,1,218,1
DV-2908,36,53.5,0.85,1,192,1
DV-2909,971,35.1,1.43,1,54,0
DV-2910,151,68.2,3.24,3,295,1
DV-2911,749,45.1,1.57,1,308,0
DV-2912,679,57.8,4.55,1,260,1
DV-2913,1243,44.3,1.68,3,69,1
DV-2914,1848,45.9,0.78,0,56,0
DV-2915,186,36.9,7.45,1,257,0
DV-2916,1529,48.7,4.61,3,30,1
DV-2917,2115,41.7,1.46,2,129,0
DV-2918,983,58.7,1.62,0,23,0
DV-2919,1172,49.8,1.47,1,170,0
DV-2920,1458,53.1,4.37,0,393,1
DV-2921,507,53.6,3.89,0,244,0
DV-2922,593,45.3,1.79,0,134,0
DV-2923,1567,52.0,4.52,1,299,0
DV-2924,249,54.6,0.58,2,175,0
DV-2925,161,58.2,3.62,0,100,0
DV-2926,2051,46.1,5.75,0,274,0
DV-2927,457,43.9,1.48,5,155,0
DV-2928,277,53.5,3.88,0,361,0
DV-2929,851,46.7,5.39,0,167,0
DV-2930,519,54.8,2.66,0,120,0
DV-2931,801,37.1,2.13,1,178,0
DV-2932,1730,18.1,2.37,1,255,0
DV-2933,360,44.0,1.17,0,62,0
DV-2934,275,22.7,0.43,1,212,0
DV-2935,1227,59.7,2.07,0,314,1
DV-2936,622,56.5,7.33,0,325,1
DV-2937,1031,40.7,4.28,0,206,0
DV-2938,1752,47.2,3.45,0,308,1
DV-2939,1503,32.3,1.38,1,256,0
DV-2940,691,50.2,2.86,1,243,0
DV-2941,1813,58.1,1.91,3,135,1
DV-2942,2164,57.9,1.72,2,292,0
DV-2943,382,56.0,5.09,1,161,0
DV-2944,1934,42.8,0.55,2,286,0
DV-2945,118,39.2,0.37,1,144,0
DV-2946,1665,52.7,5.87,1,348,1
DV-2947,668,57.2,0.43,1,309,0
DV-2948,1179,23.2,1.38,0,266,0
DV-2949,778,43.6,0.76,2,194,0
DV-2950,543,36.1,0.78,2,207,0
DV-2951,107,51.2,5.22,1,249,0
DV-2952,981,44.2,1.41,0,12,0
DV-2953,1135,60.0,0.44,1,120,0
DV-2954,192,54.7,2.54,0,276,0
DV-2955,1075,65.2,2.22,2,209,0
DV-2956,2186,52.3,2.05,0,20,0
DV-2957,1630,42.0,3.32,3,25,0
DV-2958,768,50.5,2.79,0,383,0
DV-2959,743,55.6,2.64,0,365,1
DV-2960,2131,41.3,5.08,0,116,0
DV-2961,255,32.5,1.8,2,185,1
DV-2962,647,60.2,4.91,0,250,0
DV-2963,819,33.2,5.51,0,134,0
DV-2964,44,44.2,0.51,0,124,0
DV-2965,613,18.0,1.21,1,47,0
DV-2966,1274,47.5,3.5,3,313,0
DV-2967,127,39.9,2.02,1,113,0
DV-2968,355,43.4,2.0,1,82,0
DV-2969,312,57.1,2.46,1,144,1
DV-2970,2130,51.8,1.34,1,193,1
DV-2971,1317,58.9,1.38,2,116,0
DV-2972,742,40.9,5.31,3,120,1
DV-2973,1650,70.4,0.49,4,69,0
DV-2974,2144,33.4,2.07,1,239,1
DV-2975,1043,40.9,5.47,2,102,1
DV-2976,834,53.3,2.14,1,192,0
DV-2977,1528,35.1,3.64,0,4,0
DV-2978,2107,18.0,3.35,0,121,0
DV-2979,1880,29.0,3.6,1,16,0
DV-2980,1292,40.6,3.66,4,175,0
DV-2981,319,55.3,4.81,0,344,0
DV-2982,653,58.6,2.63,1,21,0
DV-2983,201,50.3,1.15,3,158,0
DV-2984,738,60.0,3.48,2,241,0
DV-2985,1253,46.6,5.44,1,63,1
DV-2986,1772,47.6,3.47,1,47,0
DV-2987,168,56.9,3.67,1,366,1
DV-2988,2183,52.9,2.46,0,301,0
DV-2989,1062,65.1,3.76,2,307,0
DV-2990,312,61.2,2.02,2,55,0
DV-2991,647,52.3,0.87,1,229,1
DV-2992,1870,55.5,4.48,1,361,1
DV-2993,1384,60.3,1.78,2,180,1
DV-2994,1759,40.1,5.84,2,63,0
DV-2995,944,50.3,5.96,0,294,1
DV-2996,58,45.1,1.0,1,193,0
DV-2997,2032,38.0,3.53,0,102,0
DV-2998,448,50.8,2.53,1,116,0
DV-2999,822,41.5,4.58,2,13,1
DV-3000,204,35.3,2.14,1,73,0
