dispatch_id,departed_at,hub,service_level,status,packages,delay_minutes
DSP-000415,2025-01-02 03:36:00,River,Priority,completed,7,13
DSP-000416,2025-01-02 03:40:00,North,Economy,completed,12,10
DSP-000417,2025-01-02 03:44:00,River,Priority,completed,2,12
DSP-000418,2025-01-02 03:48:00,North,Economy,completed,10,11
DSP-000419,2025-01-02 03:52:00,Central,Economy,completed,7,9
DSP-000420,2025-01-02 03:56:00,West,Economy,completed,7,19
DSP-000421,2025-01-02 04:00:00,West,Priority,completed,6,12
DSP-000422,2025-01-02 04:04:00,South,Economy,completed,9,10
DSP-000423,2025-01-02 04:08:00,West,Economy,completed,4,14
DSP-000424,2025-01-02 04:12:00,Central,Priority,completed,4,5
DSP-000425,2025-01-02 04:16:00,Central,Economy,completed,4,7
DSP-000426,2025-01-02 04:20:00,Central,Economy,completed,11,9
DSP-000427,2025-01-02 04:24:00,Harbor,Priority,completed,4,14
DSP-000428,2025-01-02 04:28:00,Central,Economy,completed,6,6
DSP-000429,2025-01-02 04:32:00,Central,Economy,completed,6,12
DSP-000430,2025-01-02 04:36:00,Central,Economy,completed,4,6
DSP-000431,2025-01-02 04:40:00,West,Economy,completed,9,15
DSP-000432,2025-01-02 04:44:00,River,Economy,completed,8,15
DSP-000433,2025-01-02 04:48:00,North,Priority,completed,4,5
DSP-000434,2025-01-02 04:52:00,Central,Economy,completed,2,8
DSP-000435,2025-01-02 04:56:00,River,Priority,completed,5,12
DSP-000436,2025-01-02 05:00:00,West,Economy,completed,5,15
DSP-000437,2025-01-02 05:04:00,North,Priority,completed,6,7
DSP-000438,2025-01-02 05:08:00,South,Priority,completed,6,11
DSP-000439,2025-01-02 05:12:00,River,Priority,completed,1,11
DSP-000440,2025-01-02 05:16:00,North,Economy,completed,3,14
DSP-000441,2025-01-02 05:20:00,South,Economy,completed,11,12
DSP-000442,2025-01-02 05:24:00,River,Economy,completed,4,14
DSP-000443,2025-01-02 05:28:00,Central,Priority,completed,7,5
DSP-000444,2025-01-02 05:32:00,Harbor,Priority,completed,9,7
DSP-000445,2025-01-02 05:36:00,West,Priority,completed,3,14
DSP-000446,2025-01-02 05:40:00,South,Economy,completed,7,9
DSP-000447,2025-01-02 05:44:00,Central,Priority,completed,2,2
DSP-000448,2025-01-02 05:48:00,Central,Economy,completed,6,4
DSP-000449,2025-01-02 05:52:00,Central,Economy,completed,9,9
DSP-000450,2025-01-02 05:56:00,South,Economy,completed,2,5
DSP-000451,2025-01-02 06:00:00,Central,Economy,completed,3,12
DSP-000452,2025-01-02 06:04:00,Harbor,Priority,completed,8,9
DSP-000453,2025-01-02 06:08:00,River,Economy,completed,7,12
DSP-000454,2025-01-02 06:12:00,West,Priority,completed,8,16
DSP-000455,2025-01-02 06:16:00,Central,Economy,completed,11,7
DSP-000456,2025-01-02 06:20:00,West,Economy,completed,6,18
DSP-000457,2025-01-02 06:24:00,South,Economy,completed,4,15
DSP-000458,2025-01-02 06:28:00,North,Priority,completed,5,6
DSP-000459,2025-01-02 06:32:00,Harbor,Priority,completed,2,10
DSP-000460,2025-01-02 06:36:00,Central,Economy,completed,7,9
DSP-000461,2025-01-02 06:40:00,North,Priority,completed,4,5
DSP-000462,2025-01-02 06:44:00,Central,Economy,completed,7,10
DSP-000463,2025-01-02 06:48:00,Central,Priority,completed,1,8
DSP-000464,2025-01-02 06:52:00,West,Economy,completed,6,19
DSP-000465,2025-01-02 06:56:00,West,Priority,completed,7,14
DSP-000466,2025-01-02 07:00:00,Central,Economy,completed,10,17
DSP-000467,2025-01-02 07:04:00,Central,Economy,completed,9,11
DSP-000468,2025-01-02 07:08:00,Central,Priority,completed,4,14
DSP-000469,2025-01-02 07:12:00,South,Economy,completed,12,16
DSP-000470,2025-01-02 07:16:00,South,Economy,completed,8,17
DSP-000471,2025-01-02 07:20:00,North,Economy,completed,7,20
DSP-000472,2025-01-02 07:24:00,West,Economy,completed,8,20
DSP-000473,2025-01-02 07:28:00,South,Economy,completed,3,19
DSP-000474,2025-01-02 07:32:00,South,Priority,completed,4,11
DSP-000475,2025-01-02 07:36:00,South,Priority,cancelled,3,
DSP-000476,2025-01-02 07:40:00,South,Economy,completed,8,15
DSP-000477,2025-01-02 07:44:00,West,Priority,completed,6,21
DSP-000478,2025-01-02 07:48:00,Central,Priority,completed,9,14
DSP-000479,2025-01-02 07:52:00,River,Economy,completed,2,18
DSP-000480,2025-01-02 07:56:00,River,Economy,completed,6,18
DSP-000481,2025-01-02 08:00:00,North,Economy,completed,11,14
DSP-000482,2025-01-02 08:04:00,Central,Economy,completed,8,16
DSP-000483,2025-01-02 08:08:00,South,Economy,completed,11,12
DSP-000484,2025-01-02 08:12:00,North,Economy,completed,7,13
DSP-000485,2025-01-02 08:16:00,River,Economy,completed,9,20
DSP-000486,2025-01-02 08:20:00,Harbor,Economy,completed,12,15
DSP-000487,2025-01-02 08:24:00,North,Economy,completed,9,12
DSP-000488,2025-01-02 08:28:00,Central,Economy,completed,6,17
DSP-000489,2025-01-02 08:32:00,Harbor,Economy,completed,3,15
DSP-000490,2025-01-02 08:36:00,North,Economy,completed,10,13
DSP-000491,2025-01-02 08:40:00,Central,Economy,completed,6,16
DSP-000492,2025-01-02 08:44:00,River,Economy,completed,6,19
DSP-000493,2025-01-02 08:48:00,North,Priority,completed,3,17
DSP-000494,2025-01-02 08:52:00,West,Economy,completed,6,24
DSP-000495,2025-01-02 08:56:00,River,Economy,completed,8,22
DSP-000496,2025-01-02 09:00:00,River,Priority,completed,4,24
DSP-000497,2025-01-02 09:04:00,Central,Economy,completed,6,12
DSP-000498,2025-01-02 09:08:00,North,Economy,completed,4,19
DSP-000499,2025-01-02 09:12:00,Central,Economy,completed,7,14
DSP-000500,2025-01-02 09:16:00,Central,Priority,completed,4,12
DSP-000501,2025-01-02 09:20:00,River,Economy,completed,6,17
DSP-000502,2025-01-02 09:24:00,West,Economy,completed,3,22
DSP-000503,2025-01-02 09:28:00,Central,Economy,completed,9,14
DSP-000504,2025-01-02 09:32:00,Harbor,Economy,completed,5,15
DSP-000505,2025-01-02 09:36:00,West,Economy,completed,7,21
DSP-000506,2025-01-02 09:40:00,South,Economy,completed,9,14
DSP-000507,2025-01-02 09:44:00,Central,Priority,completed,7,13
DSP-000508,2025-01-02 09:48:00,West,Economy,completed,10,23
DSP-000509,2025-01-02 09:52:00,Central,Economy,completed,4,11
DSP-000510,2025-01-02 09:56:00,River,Economy,completed,4,21
DSP-000511,2025-01-02 10:00:00,South,Economy,completed,7,9
DSP-000512,2025-01-02 10:04:00,River,Economy,completed,5,18
DSP-000513,2025-01-02 10:08:00,South,Economy,completed,5,12
DSP-000514,2025-01-02 10:12:00,Central,Priority,completed,5,4
DSP-000515,2025-01-02 10:16:00,North,Economy,completed,7,11
DSP-000516,2025-01-02 10:20:00,River,Economy,completed,6,14
DSP-000517,2025-01-02 10:24:00,South,Economy,completed,5,6
DSP-000518,2025-01-02 10:28:00,North,Economy,completed,9,9
DSP-000519,2025-01-02 10:32:00,West,Economy,completed,4,16
DSP-000520,2025-01-02 10:36:00,North,Economy,completed,4,7
DSP-000521,2025-01-02 10:40:00,North,Priority,completed,9,10
DSP-000522,2025-01-02 10:44:00,West,Economy,completed,9,17
DSP-000523,2025-01-02 10:48:00,Harbor,Priority,completed,7,11
DSP-000524,2025-01-02 10:52:00,West,Priority,completed,3,16
DSP-000525,2025-01-02 10:56:00,West,Economy,completed,6,18
DSP-000526,2025-01-02 11:00:00,Central,Economy,completed,4,7
DSP-000527,2025-01-02 11:04:00,North,Economy,completed,8,12
DSP-000528,2025-01-02 11:08:00,West,Economy,completed,9,16
DSP-000529,2025-01-02 11:12:00,Central,Economy,completed,5,7
DSP-000530,2025-01-02 11:16:00,North,Economy,completed,4,9
DSP-000531,2025-01-02 11:20:00,Central,Economy,completed,5,7
DSP-000532,2025-01-02 11:24:00,Central,Priority,completed,8,4
DSP-000533,2025-01-02 11:28:00,Central,Economy,completed,7,10
DSP-000534,2025-01-02 11:32:00,North,Economy,completed,9,13
DSP-000535,2025-01-02 11:36:00,Central,Economy,completed,6,8
DSP-000536,2025-01-02 11:40:00,West,Economy,completed,8,15
DSP-000537,2025-01-02 11:44:00,South,Economy,completed,8,7
DSP-000538,2025-01-02 11:48:00,Harbor,Priority,completed,8,10
DSP-000539,2025-01-02 11:52:00,Central,Priority,completed,3,8
DSP-000540,2025-01-02 11:56:00,Harbor,Economy,completed,5,11
DSP-000541,2025-01-02 12:00:00,South,Economy,completed,7,10
DSP-000542,2025-01-02 12:04:00,Central,Priority,completed,5,5
DSP-000543,2025-01-02 12:08:00,Harbor,Economy,completed,3,13
DSP-000544,2025-01-02 12:12:00,Central,Economy,cancelled,9,
DSP-000545,2025-01-02 12:16:00,River,Economy,completed,6,14
DSP-000546,2025-01-02 12:20:00,South,Economy,completed,7,10
DSP-000547,2025-01-02 12:24:00,Central,Economy,completed,9,8
DSP-000548,2025-01-02 12:28:00,North,Priority,completed,3,7
DSP-000549,2025-01-02 12:32:00,South,Economy,completed,7,8
DSP-000550,2025-01-02 12:36:00,West,Economy,completed,2,13
DSP-000551,2025-01-02 12:40:00,River,Economy,completed,10,14
DSP-000552,2025-01-02 12:44:00,Central,Economy,completed,7,7
DSP-000553,2025-01-02 12:48:00,Harbor,Priority,completed,7,11
DSP-000554,2025-01-02 12:52:00,Central,Economy,completed,5,8
DSP-000555,2025-01-02 12:56:00,South,Economy,completed,8,12
DSP-000556,2025-01-02 13:00:00,South,Economy,cancelled,8,
DSP-000557,2025-01-02 13:04:00,River,Economy,completed,6,13
DSP-000558,2025-01-02 13:08:00,River,Economy,completed,3,18
DSP-000559,2025-01-02 13:12:00,North,Economy,completed,12,7
DSP-000560,2025-01-02 13:16:00,Central,Priority,completed,5,4
DSP-000561,2025-01-02 13:20:00,South,Priority,completed,1,11
DSP-000562,2025-01-02 13:24:00,North,Priority,completed,5,7
DSP-000563,2025-01-02 13:28:00,West,Priority,completed,2,15
DSP-000564,2025-01-02 13:32:00,South,Economy,completed,5,7
DSP-000565,2025-01-02 13:36:00,River,Economy,completed,12,12
DSP-000566,2025-01-02 13:40:00,Central,Economy,completed,2,6
DSP-000567,2025-01-02 13:44:00,River,Economy,completed,5,15
DSP-000568,2025-01-02 13:48:00,Central,Priority,completed,5,5
DSP-000569,2025-01-02 13:52:00,South,Priority,completed,9,4
DSP-000570,2025-01-02 13:56:00,River,Economy,completed,7,15
DSP-000571,2025-01-02 14:00:00,West,Economy,completed,10,15
DSP-000572,2025-01-02 14:04:00,North,Priority,completed,3,9
DSP-000573,2025-01-02 14:08:00,River,Economy,completed,11,14
DSP-000574,2025-01-02 14:12:00,Harbor,Priority,completed,2,8
DSP-000575,2025-01-02 14:16:00,South,Economy,completed,1,10
DSP-000576,2025-01-02 14:20:00,Harbor,Economy,completed,10,9
DSP-000577,2025-01-02 14:24:00,River,Economy,completed,9,12
DSP-000578,2025-01-02 14:28:00,River,Economy,completed,8,13
DSP-000579,2025-01-02 14:32:00,North,Priority,completed,9,9
DSP-000580,2025-01-02 14:36:00,Central,Economy,completed,9,5
DSP-000581,2025-01-02 14:40:00,South,Economy,completed,9,10
DSP-000582,2025-01-02 14:44:00,Central,Economy,completed,6,8
DSP-000583,2025-01-02 14:48:00,North,Economy,completed,8,8
DSP-000584,2025-01-02 14:52:00,Central,Economy,completed,5,9
DSP-000585,2025-01-02 14:56:00,North,Economy,completed,7,9
DSP-000586,2025-01-02 15:00:00,South,Economy,completed,3,9
DSP-000587,2025-01-02 15:04:00,North,Economy,completed,9,9
DSP-000588,2025-01-02 15:08:00,Central,Economy,completed,8,8
DSP-000589,2025-01-02 15:12:00,South,Priority,completed,1,9
DSP-000590,2025-01-02 15:16:00,Central,Economy,completed,10,6
DSP-000591,2025-01-02 15:20:00,Central,Economy,completed,12,7
DSP-000592,2025-01-02 15:24:00,South,Economy,completed,7,9
DSP-000593,2025-01-02 15:28:00,River,Economy,completed,5,16
DSP-000594,2025-01-02 15:32:00,West,Priority,completed,2,18
DSP-000595,2025-01-02 15:36:00,South,Economy,cancelled,12,
DSP-000596,2025-01-02 15:40:00,West,Priority,completed,8,17
DSP-000597,2025-01-02 15:44:00,River,Priority,cancelled,2,
DSP-000598,2025-01-02 15:48:00,River,Economy,completed,4,15
DSP-000599,2025-01-02 15:52:00,Central,Economy,completed,3,7
DSP-000600,2025-01-02 15:56:00,West,Economy,completed,8,14
DSP-000601,2025-01-02 16:00:00,Harbor,Economy,completed,3,19
DSP-000602,2025-01-02 16:04:00,South,Priority,completed,1,14
DSP-000603,2025-01-02 16:08:00,Central,Economy,completed,8,14
DSP-000604,2025-01-02 16:12:00,Harbor,Economy,completed,8,15
DSP-000605,2025-01-02 16:16:00,River,Economy,completed,7,18
DSP-000606,2025-01-02 16:20:00,Harbor,Priority,completed,9,16
DSP-000607,2025-01-02 16:24:00,South,Economy,completed,9,16
DSP-000608,2025-01-02 16:28:00,Harbor,Economy,completed,7,19
DSP-000609,2025-01-02 16:32:00,North,Priority,completed,5,14
DSP-000610,2025-01-02 16:36:00,North,Economy,completed,10,18
DSP-000611,2025-01-02 16:40:00,Central,Economy,completed,11,11
DSP-000612,2025-01-02 16:44:00,River,Priority,completed,9,20
DSP-000613,2025-01-02 16:48:00,Harbor,Economy,completed,4,19
DSP-000614,2025-01-02 16:52:00,Harbor,Economy,completed,7,14
DSP-000615,2025-01-02 16:56:00,West,Priority,completed,9,17
DSP-000616,2025-01-02 17:00:00,Harbor,Economy,completed,3,19
DSP-000617,2025-01-02 17:04:00,South,Economy,completed,8,13
DSP-000618,2025-01-02 17:08:00,South,Economy,completed,4,13
DSP-000619,2025-01-02 17:12:00,Harbor,Economy,completed,8,21
DSP-000620,2025-01-02 17:16:00,West,Priority,completed,3,20
DSP-000621,2025-01-02 17:20:00,South,Economy,completed,6,18
DSP-000622,2025-01-02 17:24:00,North,Economy,completed,5,18
DSP-000623,2025-01-02 17:28:00,South,Economy,completed,3,19
DSP-000624,2025-01-02 17:32:00,Harbor,Economy,completed,10,19
DSP-000625,2025-01-02 17:36:00,Harbor,Priority,completed,8,14
DSP-000626,2025-01-02 17:40:00,South,Economy,completed,2,13
DSP-000627,2025-01-02 17:44:00,North,Priority,completed,2,13
DSP-000628,2025-01-02 17:48:00,North,Economy,completed,6,14
DSP-000629,2025-01-02 17:52:00,River,Economy,completed,5,18
DSP-000630,2025-01-02 17:56:00,South,Priority,completed,3,14
DSP-000631,2025-01-02 18:00:00,Central,Priority,completed,3,13
DSP-000632,2025-01-02 18:04:00,West,Economy,completed,8,19
DSP-000633,2025-01-02 18:08:00,River,Economy,completed,8,24
DSP-000634,2025-01-02 18:12:00,South,Economy,completed,4,15
DSP-000635,2025-01-02 18:16:00,South,Priority,completed,5,12
DSP-000636,2025-01-02 18:20:00,West,Economy,completed,7,25
DSP-000637,2025-01-02 18:24:00,West,Economy,completed,6,24
DSP-000638,2025-01-02 18:28:00,River,Economy,completed,11,20
DSP-000639,2025-01-02 18:32:00,West,Economy,completed,2,19
DSP-000640,2025-01-02 18:36:00,West,Economy,completed,9,23
DSP-000641,2025-01-02 18:40:00,River,Priority,completed,9,15
DSP-000642,2025-01-02 18:44:00,River,Priority,completed,1,18
DSP-000643,2025-01-02 18:48:00,Central,Priority,completed,9,14
DSP-000644,2025-01-02 18:52:00,Harbor,Priority,completed,9,16
DSP-000645,2025-01-02 18:56:00,Central,Priority,completed,8,12
DSP-000646,2025-01-02 19:00:00,Central,Economy,completed,9,5
DSP-000647,2025-01-02 19:04:00,Central,Priority,completed,9,6
DSP-000648,2025-01-02 19:08:00,West,Economy,completed,7,17
DSP-000649,2025-01-02 19:12:00,North,Priority,completed,4,7
DSP-000650,2025-01-02 19:16:00,Central,Priority,completed,5,8
DSP-000651,2025-01-02 19:20:00,Central,Priority,completed,6,5
DSP-000652,2025-01-02 19:24:00,Central,Priority,completed,4,5
DSP-000653,2025-01-02 19:28:00,South,Priority,cancelled,6,
DSP-000654,2025-01-02 19:32:00,River,Priority,completed,2,11
DSP-000655,2025-01-02 19:36:00,Central,Priority,completed,2,3
DSP-000656,2025-01-02 19:40:00,West,Priority,completed,2,19
DSP-000657,2025-01-02 19:44:00,North,Priority,completed,2,10
DSP-000658,2025-01-02 19:48:00,North,Economy,completed,6,11
DSP-000659,2025-01-02 19:52:00,North,Economy,completed,12,9
DSP-000660,2025-01-02 19:56:00,North,Economy,completed,7,10
DSP-000661,2025-01-02 20:00:00,Harbor,Priority,completed,9,8
DSP-000662,2025-01-02 20:04:00,Harbor,Priority,completed,7,12
DSP-000663,2025-01-02 20:08:00,West,Priority,completed,9,15
DSP-000664,2025-01-02 20:12:00,Central,Economy,completed,8,7
DSP-000665,2025-01-02 20:16:00,North,Economy,completed,8,12
DSP-000666,2025-01-02 20:20:00,North,Economy,completed,6,12
DSP-000667,2025-01-02 20:24:00,River,Priority,completed,5,11
DSP-000668,2025-01-02 20:28:00,West,Economy,completed,10,17
DSP-000669,2025-01-02 20:32:00,Central,Economy,completed,10,9
DSP-000670,2025-01-02 20:36:00,River,Priority,completed,2,10
DSP-000671,2025-01-02 20:40:00,West,Economy,completed,4,15
DSP-000672,2025-01-02 20:44:00,North,Economy,completed,4,13
DSP-000673,2025-01-02 20:48:00,Central,Economy,completed,8,5
DSP-000674,2025-01-02 20:52:00,South,Priority,completed,2,4
DSP-000675,2025-01-02 20:56:00,Central,Economy,completed,6,10
DSP-000676,2025-01-02 21:00:00,West,Economy,completed,7,15
DSP-000677,2025-01-02 21:04:00,South,Economy,completed,1,9
DSP-000678,2025-01-02 21:08:00,South,Economy,completed,2,12
DSP-000679,2025-01-02 21:12:00,Central,Priority,completed,2,10
DSP-000680,2025-01-02 21:16:00,South,Economy,completed,3,11
DSP-000681,2025-01-02 21:20:00,North,Economy,completed,4,13
DSP-000682,2025-01-02 21:24:00,River,Economy,completed,6,15
DSP-000683,2025-01-02 21:28:00,West,Economy,completed,4,16
DSP-000684,2025-01-02 21:32:00,West,Economy,completed,11,14
DSP-000685,2025-01-02 21:36:00,West,Economy,completed,8,17
DSP-000686,2025-01-02 21:40:00,North,Economy,completed,9,8
DSP-000687,2025-01-02 21:44:00,West,Economy,completed,4,14
DSP-000688,2025-01-02 21:48:00,Harbor,Economy,completed,3,17
DSP-000689,2025-01-02 21:52:00,West,Economy,completed,1,18
DSP-000690,2025-01-02 21:56:00,Central,Priority,completed,6,12
DSP-000691,2025-01-02 22:00:00,West,Economy,completed,3,15
DSP-000692,2025-01-02 22:04:00,Harbor,Economy,completed,5,14
DSP-000693,2025-01-02 22:08:00,South,Priority,completed,9,6
DSP-000694,2025-01-02 22:12:00,South,Priority,completed,9,6
DSP-000695,2025-01-02 22:16:00,South,Priority,completed,8,5
DSP-000696,2025-01-02 22:20:00,Central,Economy,completed,9,6
DSP-000697,2025-01-02 22:24:00,South,Economy,completed,4,9
DSP-000698,2025-01-02 22:28:00,North,Economy,completed,10,8
DSP-000699,2025-01-02 22:32:00,South,Economy,completed,6,11
DSP-000700,2025-01-02 22:36:00,River,Economy,completed,11,14
DSP-000701,2025-01-02 22:40:00,River,Priority,completed,7,12
DSP-000702,2025-01-02 22:44:00,South,Economy,completed,11,8
DSP-000703,2025-01-02 22:48:00,South,Economy,completed,9,9
DSP-000704,2025-01-02 22:52:00,North,Economy,completed,3,9
DSP-000705,2025-01-02 22:56:00,South,Priority,completed,9,7
DSP-000706,2025-01-02 23:00:00,South,Economy,completed,8,5
DSP-000707,2025-01-02 23:04:00,West,Economy,completed,7,16
DSP-000708,2025-01-02 23:08:00,Harbor,Economy,completed,1,12
DSP-000709,2025-01-02 23:12:00,River,Economy,completed,7,14
DSP-000710,2025-01-02 23:16:00,Central,Economy,completed,9,8
DSP-000711,2025-01-02 23:20:00,Harbor,Economy,completed,6,13
DSP-000712,2025-01-02 23:24:00,River,Economy,completed,8,14
DSP-000713,2025-01-02 23:28:00,Harbor,Economy,completed,5,13
DSP-000714,2025-01-02 23:32:00,River,Economy,completed,5,13
DSP-000715,2025-01-02 23:36:00,North,Economy,completed,3,12
DSP-000716,2025-01-02 23:40:00,West,Economy,completed,5,14
DSP-000717,2025-01-02 23:44:00,North,Economy,completed,10,7
DSP-000718,2025-01-02 23:48:00,South,Priority,completed,4,5
DSP-000719,2025-01-02 23:52:00,South,Economy,completed,7,12
DSP-000720,2025-01-02 23:56:00,North,Economy,completed,7,15
DSP-000721,2025-01-03 00:00:00,North,Economy,completed,5,14
DSP-000722,2025-01-03 00:04:00,Central,Priority,completed,2,7
DSP-000723,2025-01-03 00:08:00,River,Economy,completed,5,14
DSP-000724,2025-01-03 00:12:00,Harbor,Priority,completed,7,12
DSP-000725,2025-01-03 00:16:00,North,Priority,completed,4,7
DSP-000726,2025-01-03 00:20:00,South,Economy,cancelled,11,
DSP-000727,2025-01-03 00:24:00,Harbor,Priority,completed,1,8
DSP-000728,2025-01-03 00:28:00,Harbor,Priority,completed,7,6
DSP-000729,2025-01-03 00:32:00,Central,Priority,completed,9,4
DSP-000730,2025-01-03 00:36:00,Central,Economy,completed,7,11
DSP-000731,2025-01-03 00:40:00,North,Economy,completed,8,7
DSP-000732,2025-01-03 00:44:00,South,Economy,completed,6,12
DSP-000733,2025-01-03 00:48:00,North,Economy,completed,5,10
DSP-000734,2025-01-03 00:52:00,Central,Economy,completed,10,8
DSP-000735,2025-01-03 00:56:00,West,Economy,completed,6,15
DSP-000736,2025-01-03 01:00:00,Central,Economy,completed,8,8
DSP-000737,2025-01-03 01:04:00,North,Priority,completed,5,12
DSP-000738,2025-01-03 01:08:00,South,Priority,completed,5,5
DSP-000739,2025-01-03 01:12:00,West,Economy,cancelled,4,
DSP-000740,2025-01-03 01:16:00,North,Economy,completed,2,10
DSP-000741,2025-01-03 01:20:00,River,Economy,cancelled,12,
DSP-000742,2025-01-03 01:24:00,West,Priority,completed,9,18
DSP-000743,2025-01-03 01:28:00,South,Priority,completed,8,7
DSP-000744,2025-01-03 01:32:00,Central,Economy,completed,5,10
