sample_id,turbidity_ntu,conductivity_change_pct,uv_absorbance,requires_review,split
TR-N-0300,1.772,-4.21,0.03,0,training
TR-N-0008,1.259,2.248,0.048,0,training
TR-R-0031,2.288,2.558,0.04,1,training
TR-R-0140,3.091,7.996,0.072,1,training
TR-R-0286,3.636,0.191,0.064,1,training
TR-N-0175,1.425,2.396,0.029,0,training
TR-R-0242,5.327,13.039,0.072,1,training
TR-R-0070,3.539,12.863,0.078,1,training
TR-R-0274,2.1,3.236,0.056,1,training
TR-N-0169,1.739,1.184,0.038,0,training
TR-R-0249,4.018,5.084,0.051,1,training
TR-R-0281,3.527,8.416,0.084,1,training
TR-R-0083,4.642,9.677,0.044,1,training
TR-R-0063,3.739,7.367,0.051,1,training
TR-R-0396,1.787,7.415,0.09,1,training
TR-N-0249,1.532,4.306,0.039,0,training
TR-N-0304,1.399,-2.063,0.045,0,training
TR-N-0294,3.034,2.059,0.028,0,training
TR-N-0136,2.038,-3.331,0.042,0,training
TR-N-0187,1.064,-5.934,0.038,0,training
TR-N-0382,1.064,-1.613,0.027,0,training
TR-R-0175,2.892,3.553,0.059,1,training
TR-R-0305,3.531,1.573,0.081,1,training
TR-N-0166,1.739,0.378,0.041,0,training
TR-R-0038,3.155,8.215,0.061,1,training
TR-N-0270,1.46,-5.414,0.045,0,training
TR-R-0206,3.038,8.343,0.064,1,training
TR-N-0202,1.26,-2.598,0.069,0,training
TR-R-0100,2.358,0.489,0.101,1,training
TR-R-0327,2.688,10.341,0.082,1,training
TR-R-0382,2.948,2.845,0.061,1,training
TR-N-0091,2.119,-0.782,0.03,0,training
TR-N-0358,1.051,0.963,0.045,0,training
TR-R-0111,2.777,6.036,0.067,1,training
TR-R-0106,2.589,2.361,0.069,1,training
TR-N-0025,2.673,2.066,0.04,0,training
TR-R-0397,2.599,-1.327,0.072,1,training
TR-R-0142,2.651,6.094,0.077,1,training
TR-N-0224,1.388,0.115,0.041,0,training
TR-N-0050,0.949,0.818,0.063,0,training
TR-N-0094,2.662,-1.01,0.039,0,training
TR-R-0044,2.525,-1.54,0.065,1,training
TR-N-0090,2.324,-0.215,0.053,0,training
TR-N-0245,1.958,-1.229,0.05,0,training
TR-N-0041,2.546,-2.678,0.042,0,training
TR-R-0271,3.431,0.25,0.085,1,training
TR-N-0016,1.854,0.492,0.052,0,training
TR-R-0267,3.812,-3.026,0.064,1,training
TR-N-0048,1.444,1.484,0.031,0,training
TR-N-0069,1.656,-1.083,0.027,0,training
TR-N-0072,1.88,-0.164,0.019,0,training
TR-N-0374,2.408,-4.338,0.051,0,training
TR-N-0312,0.774,-0.677,0.046,0,training
TR-N-0372,1.499,4.923,0.04,0,training
TR-N-0132,2.029,-0.447,0.036,0,training
TR-N-0102,2.249,-1.53,0.052,0,training
TR-R-0173,3.239,2.501,0.076,1,training
TR-N-0231,2.193,1.388,0.021,0,training
TR-N-0052,1.156,-0.829,0.042,0,training
TR-N-0075,1.09,0.045,0.035,0,training
TR-R-0187,3.366,6.228,0.082,1,training
TR-N-0275,1.329,-1.674,0.051,0,training
TR-N-0020,0.675,2.086,0.029,0,training
TR-R-0153,3.34,5.154,0.071,1,training
TR-N-0040,0.727,3.368,0.034,0,training
TR-N-0178,2.662,0.324,0.041,0,training
TR-R-0259,4.265,10.308,0.051,1,training
TR-R-0263,2.337,-0.722,0.034,1,training
TR-N-0147,1.858,-1.955,0.014,0,training
TR-N-0240,2.572,4.473,0.021,0,training
TR-R-0165,3.475,0.364,0.056,1,training
TR-R-0117,3.376,1.303,0.07,1,training
TR-R-0377,2.64,14.396,0.03,1,training
TR-N-0083,1.638,1.474,0.027,0,training
TR-N-0394,1.86,4.486,0.041,0,training
TR-N-0248,1.733,4.704,0.029,0,training
TR-R-0164,3.509,-0.295,0.079,1,training
TR-R-0276,2.712,2.331,0.064,1,training
TR-R-0224,3.862,0.154,0.07,1,training
TR-R-0192,3.252,0.17,0.11,1,training
TR-R-0146,3.494,4.656,0.038,1,training
TR-N-0208,2.0,-1.11,0.039,0,training
TR-N-0183,1.507,-0.33,0.036,0,training
TR-R-0265,1.652,4.144,0.059,1,training
TR-N-0222,2.853,1.377,0.051,0,training
TR-R-0272,2.974,-2.307,0.04,1,training
TR-R-0086,2.397,7.813,0.072,1,training
TR-R-0005,1.472,9.533,0.069,1,training
TR-N-0310,2.568,0.271,0.03,0,training
TR-R-0373,4.14,8.57,0.064,1,training
TR-N-0031,1.412,-0.124,0.036,0,training
TR-R-0217,2.384,1.872,0.066,1,training
TR-N-0181,0.967,3.096,0.037,0,training
TR-R-0166,4.709,8.185,0.056,1,training
TR-R-0059,4.158,15.218,0.048,1,training
TR-N-0269,1.702,1.155,0.025,0,training
TR-N-0274,0.972,-3.591,0.032,0,training
TR-R-0278,2.882,10.912,0.078,1,training
TR-R-0054,1.615,10.351,0.056,1,training
TR-N-0077,1.926,1.171,0.043,0,training
TR-N-0343,1.803,4.569,0.063,0,training
TR-R-0138,4.239,12.521,0.065,1,training
TR-N-0230,0.83,2.659,0.033,0,training
TR-R-0341,4.515,10.635,0.042,1,training
TR-R-0098,3.35,4.823,0.069,1,training
TR-R-0268,1.017,10.214,0.097,1,training
TR-N-0351,1.578,-0.379,0.03,0,training
TR-N-0042,1.996,-1.731,0.042,0,training
TR-N-0032,1.45,3.444,0.05,0,training
TR-N-0316,1.628,1.724,0.028,0,training
TR-R-0139,2.866,9.588,0.056,1,training
TR-R-0001,3.757,1.653,0.066,1,training
TR-N-0064,2.338,1.265,0.07,0,training
TR-N-0371,1.77,-3.173,0.037,0,training
TR-N-0150,1.576,1.93,0.028,0,training
TR-N-0220,1.302,1.044,0.052,0,training
TR-R-0129,4.241,6.028,0.099,1,training
TR-N-0039,1.796,-3.022,0.035,0,training
TR-R-0231,2.593,14.586,0.061,1,training
TR-N-0332,1.875,2.564,0.055,0,training
TR-N-0244,1.767,3.908,0.023,0,training
TR-R-0135,2.553,1.55,0.061,1,training
TR-R-0036,3.518,5.756,0.065,1,training
TR-R-0196,4.083,8.333,0.08,1,training
TR-N-0335,2.202,1.047,0.039,0,training
TR-N-0336,1.019,2.789,0.037,0,training
TR-N-0233,1.94,-4.45,0.035,0,training
TR-R-0009,2.058,-1.351,0.044,1,training
TR-R-0048,0.902,6.874,0.112,1,training
TR-N-0141,2.051,-4.079,0.029,0,training
TR-N-0384,1.326,0.266,0.03,0,training
TR-N-0337,1.782,-3.484,0.056,0,training
TR-N-0227,2.526,-3.552,0.03,0,training
TR-N-0165,2.206,2.27,0.05,0,training
TR-R-0116,3.356,9.059,0.087,1,training
TR-N-0167,1.438,1.257,0.034,0,training
TR-N-0060,2.199,1.149,0.043,0,training
TR-R-0128,3.174,-0.549,0.057,1,training
TR-R-0241,3.443,10.341,0.061,1,training
TR-N-0154,2.101,4.25,0.015,0,training
TR-R-0257,4.829,8.087,0.104,1,training
TR-N-0362,2.703,-0.057,0.037,0,training
TR-R-0302,3.821,13.49,0.081,1,training
TR-N-0109,2.314,-1.629,0.038,0,training
TR-R-0013,4.605,6.243,0.064,1,training
TR-R-0254,3.175,3.29,0.07,1,training
TR-R-0197,4.227,3.605,0.068,1,training
TR-R-0105,3.147,15.681,0.061,1,training
TR-R-0055,2.948,8.913,0.065,1,training
TR-N-0308,2.659,-2.605,0.038,0,training
TR-R-0088,4.085,7.386,0.093,1,training
TR-R-0301,2.748,10.378,0.081,1,training
TR-N-0080,2.205,-2.341,0.036,0,training
TR-N-0028,2.728,3.478,0.038,0,training
TR-R-0208,3.719,11.511,0.073,1,training
TR-R-0266,3.813,-0.616,0.104,1,training
TR-N-0360,1.779,-0.952,0.045,0,training
TR-R-0033,3.638,3.363,0.068,1,training
TR-R-0186,2.758,5.699,0.06,1,training
TR-N-0197,1.185,-0.602,0.057,0,training
TR-R-0095,3.131,13.625,0.081,1,training
TR-N-0252,2.077,3.302,0.016,0,training
TR-R-0158,3.579,5.842,0.085,1,training
TR-R-0075,2.468,3.395,0.079,1,training
TR-N-0369,2.206,-2.081,0.027,0,training
TR-N-0350,1.679,-1.088,0.044,0,training
TR-R-0172,3.582,14.737,0.077,1,training
TR-N-0381,2.187,-1.622,0.035,0,training
TR-R-0028,3.773,6.566,0.086,1,training
TR-R-0207,4.454,15.167,0.073,1,training
TR-N-0140,1.482,4.245,0.024,0,training
TR-R-0314,3.247,11.387,0.046,1,training
TR-N-0116,0.818,-1.966,0.03,0,training
TR-N-0007,1.081,2.092,0.045,0,training
TR-R-0203,4.056,-0.635,0.067,1,training
TR-R-0370,4.349,1.825,0.078,1,training
TR-N-0009,1.85,1.628,0.046,0,training
TR-R-0380,3.961,13.351,0.064,1,training
TR-R-0087,2.601,6.802,0.03,1,training
TR-N-0238,1.505,0.938,0.043,0,training
TR-N-0013,1.341,-1.42,0.039,0,training
TR-R-0026,4.869,8.832,0.076,1,training
TR-N-0287,1.492,0.213,0.058,0,training
TR-N-0396,1.357,0.69,0.03,0,training
TR-N-0295,1.755,4.041,0.05,0,training
TR-R-0219,3.177,5.01,0.107,1,training
TR-N-0330,0.831,-0.814,0.045,0,training
TR-R-0027,1.315,8.28,0.063,1,training
TR-R-0157,1.489,7.277,0.065,1,training
TR-N-0214,2.017,0.503,0.034,0,training
TR-R-0102,3.004,7.275,0.063,1,training
TR-R-0372,3.293,11.943,0.078,1,training
TR-N-0036,1.607,3.863,0.033,0,training
TR-N-0273,2.397,3.258,0.049,0,training
TR-N-0111,1.259,-5.34,0.062,0,training
TR-N-0257,2.37,0.654,0.049,0,training
TR-R-0366,3.486,2.365,0.071,1,training
TR-R-0162,2.278,4.355,0.067,1,training
TR-N-0071,1.792,-1.815,0.037,0,training
TR-N-0003,2.027,1.588,0.053,0,training
TR-R-0221,2.792,-2.711,0.074,1,training
TR-R-0141,3.474,5.571,0.078,1,training
TR-N-0086,1.634,-2.096,0.032,0,training
TR-N-0011,1.116,-0.691,0.051,0,training
TR-N-0301,2.462,-0.343,0.049,0,training
TR-N-0029,1.646,1.004,0.023,0,training
TR-R-0347,1.017,8.349,0.085,1,training
TR-N-0107,1.757,-2.686,0.044,0,training
TR-N-0309,1.969,-2.817,0.038,0,training
TR-N-0067,2.096,0.019,0.032,0,training
TR-N-0341,2.261,-3.818,0.045,0,training
TR-N-0354,1.723,3.548,0.039,0,training
TR-N-0055,1.049,3.412,0.034,0,training
TR-N-0267,1.657,-0.406,0.075,0,training
TR-R-0025,3.513,-0.102,0.098,1,training
TR-N-0151,2.041,-1.206,0.026,0,training
TR-R-0338,4.178,-5.905,0.064,1,training
TR-R-0328,3.185,-0.705,0.069,1,training
TR-R-0041,3.296,8.615,0.058,1,training
TR-R-0092,4.097,8.699,0.071,1,training
TR-R-0181,4.636,4.084,0.092,1,training
TR-R-0316,4.511,2.733,0.077,1,training
TR-R-0008,3.909,9.869,0.088,1,training
TR-R-0079,1.9,5.973,0.067,1,training
TR-N-0218,0.843,-0.159,0.042,0,training
TR-R-0145,3.445,8.029,0.058,1,training
TR-N-0338,2.48,3.829,0.066,0,training
TR-N-0130,2.055,5.449,0.043,0,training
DP-N-3718,2.015,0.898,0.024,0,deployment
DP-N-0283,1.719,5.067,0.033,0,deployment
DP-N-2874,1.833,0.406,0.012,0,deployment
DP-N-0090,2.455,-1.624,0.023,0,deployment
DP-N-2258,1.8,-0.899,0.036,0,deployment
DP-N-1583,1.153,1.818,0.028,0,deployment
DP-N-0324,2.042,2.195,0.043,0,deployment
DP-N-0783,1.346,-5.953,0.031,0,deployment
DP-N-2223,1.432,-1.829,0.046,0,deployment
DP-N-3492,1.6,-1.572,0.042,0,deployment
DP-N-1982,1.64,-1.907,0.024,0,deployment
DP-R-0029,2.296,4.537,0.071,1,deployment
DP-N-2501,1.234,-1.721,0.038,0,deployment
DP-N-2528,2.262,2.329,0.036,0,deployment
DP-N-2725,0.853,-1.03,0.046,0,deployment
DP-N-1918,2.237,0.146,0.028,0,deployment
DP-R-0155,2.328,5.148,0.075,1,deployment
DP-N-1097,1.735,-4.985,0.028,0,deployment
DP-N-0222,2.018,-0.656,0.063,0,deployment
DP-N-1444,1.745,-1.087,0.058,0,deployment
DP-N-2714,1.916,-0.82,0.031,0,deployment
DP-N-0411,2.25,6.429,0.035,0,deployment
DP-R-0107,2.58,-0.05,0.027,1,deployment
DP-N-1990,0.679,-0.268,0.046,0,deployment
DP-N-2692,2.367,5.637,0.042,0,deployment
DP-N-1985,2.62,-1.324,0.023,0,deployment
DP-N-1733,1.553,3.284,0.016,0,deployment
DP-N-3263,1.719,8.637,0.039,0,deployment
DP-N-0347,1.484,0.182,0.052,0,deployment
DP-N-1576,2.129,6.451,0.041,0,deployment
DP-N-0595,1.429,-3.689,0.026,0,deployment
DP-N-2428,1.045,-2.431,0.041,0,deployment
DP-N-1858,1.705,-0.905,0.058,0,deployment
DP-N-3474,1.317,2.826,0.041,0,deployment
DP-N-1200,0.523,2.485,0.045,0,deployment
DP-N-0200,2.484,-3.057,0.038,0,deployment
DP-N-3379,2.473,2.64,0.064,0,deployment
DP-N-1650,2.029,-2.293,0.04,0,deployment
DP-N-2417,2.618,-1.078,0.038,0,deployment
DP-N-2766,1.92,0.379,0.052,0,deployment
DP-N-0697,1.611,-1.551,0.035,0,deployment
DP-N-3287,1.611,-4.216,0.051,0,deployment
DP-N-0482,1.796,-5.105,0.048,0,deployment
DP-N-1965,1.372,0.986,0.03,0,deployment
DP-N-2050,1.578,-3.274,0.02,0,deployment
DP-R-0145,2.435,4.073,0.092,1,deployment
DP-N-1389,1.734,5.359,0.043,0,deployment
DP-N-2071,1.478,-1.271,0.032,0,deployment
DP-N-0039,1.702,-0.329,0.054,0,deployment
DP-N-3051,1.727,0.396,0.036,0,deployment
DP-N-1348,1.417,4.59,0.041,0,deployment
DP-N-1472,1.739,-1.641,0.046,0,deployment
DP-N-2434,1.755,-0.39,0.04,0,deployment
DP-R-0012,2.515,5.896,0.096,1,deployment
DP-N-1467,2.105,-1.065,0.054,0,deployment
DP-N-0305,1.636,2.271,0.056,0,deployment
DP-N-0679,1.166,-5.872,0.044,0,deployment
DP-N-0124,1.999,3.226,0.05,0,deployment
DP-N-3599,1.139,2.774,0.039,0,deployment
DP-N-3341,2.187,5.574,0.057,0,deployment
DP-N-2266,1.376,-2.874,0.054,0,deployment
DP-N-0798,2.117,-0.848,0.023,0,deployment
DP-N-1623,1.45,6.562,0.055,0,deployment
DP-N-0110,1.472,2.085,0.034,0,deployment
DP-N-0542,2.039,0.445,0.041,0,deployment
DP-N-3695,0.858,1.754,0.047,0,deployment
DP-N-2786,1.848,-6.034,0.031,0,deployment
DP-R-0011,2.957,15.201,0.046,1,deployment
DP-N-2867,2.289,-2.955,0.046,0,deployment
DP-N-1023,2.019,8.041,0.063,0,deployment
DP-N-2992,1.945,-4.554,0.045,0,deployment
DP-N-0445,2.39,-2.233,0.041,0,deployment
DP-N-3044,2.672,-3.813,0.06,0,deployment
DP-N-0384,2.055,3.351,0.04,0,deployment
DP-N-1464,2.096,-1.085,0.04,0,deployment
DP-N-3595,1.692,-0.836,0.04,0,deployment
DP-N-3529,2.147,5.232,0.034,0,deployment
DP-N-1177,0.389,1.552,0.02,0,deployment
DP-N-3796,0.848,0.652,0.055,0,deployment
DP-N-2518,2.464,8.241,0.036,0,deployment
DP-N-3328,1.25,-1.848,0.041,0,deployment
DP-N-0548,1.57,-5.886,0.049,0,deployment
DP-N-0961,1.719,0.964,0.05,0,deployment
DP-N-3066,0.904,7.0,0.022,0,deployment
DP-N-3719,2.253,4.685,0.043,0,deployment
DP-N-0922,1.341,1.759,0.045,0,deployment
DP-N-3227,2.677,4.024,0.06,0,deployment
DP-N-3696,2.194,0.068,0.043,0,deployment
DP-N-2597,0.793,4.829,0.029,0,deployment
DP-N-0186,1.402,-4.483,0.02,0,deployment
DP-N-0424,2.269,3.119,0.059,0,deployment
DP-N-2979,1.104,2.148,0.033,0,deployment
DP-N-1880,0.877,3.82,0.05,0,deployment
DP-N-0216,1.669,-0.518,0.036,0,deployment
DP-N-2609,1.88,-6.063,0.049,0,deployment
DP-N-2216,1.75,1.686,0.061,0,deployment
DP-N-2238,2.123,8.125,0.034,0,deployment
DP-N-1027,0.939,1.388,0.059,0,deployment
DP-N-2978,1.491,-3.595,0.044,0,deployment
DP-N-2565,1.389,-0.866,0.054,0,deployment
DP-N-1855,2.265,2.981,0.063,0,deployment
DP-N-1950,3.171,-3.791,0.04,0,deployment
DP-N-2194,1.468,3.848,0.041,0,deployment
DP-N-2971,1.866,-4.387,0.038,0,deployment
DP-N-0447,1.464,-4.133,0.022,0,deployment
DP-N-3566,1.779,2.465,0.035,0,deployment
DP-N-3194,1.688,-1.838,0.04,0,deployment
DP-N-2542,0.698,1.519,0.054,0,deployment
DP-N-3011,1.685,-3.196,0.056,0,deployment
DP-N-3611,1.776,-6.794,0.063,0,deployment
DP-N-1197,1.729,3.001,0.038,0,deployment
DP-N-0533,1.759,-4.957,0.046,0,deployment
DP-N-2244,1.03,-1.923,0.038,0,deployment
DP-N-2268,0.444,3.37,0.033,0,deployment
DP-N-0834,1.132,-5.211,0.055,0,deployment
DP-N-1223,1.426,3.102,0.058,0,deployment
DP-N-1320,2.052,-3.333,0.039,0,deployment
DP-N-0380,1.65,2.7,0.035,0,deployment
DP-N-1416,2.14,0.474,0.028,0,deployment
DP-N-2187,1.461,-3.068,0.038,0,deployment
DP-N-3331,1.523,-1.633,0.051,0,deployment
DP-N-0152,2.03,-8.876,0.044,0,deployment
DP-N-1371,2.331,4.421,0.042,0,deployment
DP-N-1808,1.79,4.317,0.023,0,deployment
DP-N-1457,2.105,-3.423,0.046,0,deployment
DP-N-1458,1.783,0.172,0.06,0,deployment
DP-N-2361,1.214,2.906,0.026,0,deployment
DP-N-0713,1.924,-3.055,0.06,0,deployment
DP-N-0708,2.034,1.206,0.036,0,deployment
DP-N-2852,1.819,-3.256,0.018,0,deployment
DP-N-3463,1.807,-5.91,0.034,0,deployment
DP-N-2880,1.866,-2.118,0.027,0,deployment
DP-N-1702,1.943,-0.564,0.055,0,deployment
DP-N-1697,1.004,1.002,0.048,0,deployment
DP-N-1191,1.931,1.111,0.038,0,deployment
DP-N-1555,2.146,3.888,0.039,0,deployment
DP-N-1035,1.244,-2.04,0.04,0,deployment
DP-N-2481,1.741,1.775,0.044,0,deployment
DP-N-1251,2.333,4.809,0.047,0,deployment
DP-N-3685,1.769,-0.637,0.051,0,deployment
DP-N-0089,1.372,-1.306,0.044,0,deployment
DP-N-2756,1.575,2.906,0.023,0,deployment
DP-N-1297,2.047,-2.611,0.053,0,deployment
DP-N-2603,1.676,-1.305,0.051,0,deployment
DP-N-0354,1.938,0.878,0.02,0,deployment
DP-N-2967,1.528,1.618,0.044,0,deployment
DP-N-2662,1.576,-2.431,0.071,0,deployment
DP-N-3608,1.589,-5.837,0.048,0,deployment
DP-N-3557,1.696,-3.386,0.055,0,deployment
DP-N-3643,1.968,-5.554,0.063,0,deployment
DP-N-0905,1.39,-1.561,0.052,0,deployment
DP-N-0390,1.44,0.07,0.052,0,deployment
DP-N-3413,2.495,2.413,0.037,0,deployment
DP-N-3621,1.514,1.459,0.049,0,deployment
DP-N-1398,1.827,-2.177,0.041,0,deployment
DP-N-3731,1.869,0.188,0.052,0,deployment
DP-N-2070,1.983,-4.209,0.057,0,deployment
DP-N-3441,1.172,-3.186,0.043,0,deployment
DP-N-3712,1.686,2.106,0.047,0,deployment
DP-N-1157,2.019,1.7,0.033,0,deployment
DP-N-0250,1.434,0.136,0.042,0,deployment
DP-N-3637,1.442,-3.701,0.06,0,deployment
DP-N-0604,1.524,3.936,0.039,0,deployment
DP-N-2196,1.492,-3.43,0.033,0,deployment
DP-N-1648,1.738,3.102,0.044,0,deployment
DP-N-3776,2.008,-0.28,0.031,0,deployment
DP-N-1973,2.232,-1.152,0.057,0,deployment
DP-N-1094,1.81,4.121,0.05,0,deployment
DP-N-2085,1.618,1.535,0.021,0,deployment
DP-N-2360,1.899,-4.331,0.05,0,deployment
DP-N-0391,2.512,1.392,0.06,0,deployment
DP-R-0187,2.824,-1.981,0.058,1,deployment
DP-N-3750,1.353,1.016,0.053,0,deployment
DP-N-1963,2.252,1.623,0.049,0,deployment
DP-N-0172,2.228,-1.957,0.022,0,deployment
DP-R-0116,3.833,11.296,0.039,1,deployment
DP-N-1218,1.037,3.235,0.054,0,deployment
DP-N-1633,1.72,3.545,0.049,0,deployment
DP-N-0081,1.677,2.139,0.038,0,deployment
DP-N-3721,0.393,3.795,0.057,0,deployment
DP-N-1518,1.523,-0.439,0.031,0,deployment
DP-R-0065,2.196,4.865,0.063,1,deployment
DP-N-1453,1.935,-1.032,0.023,0,deployment
DP-R-0014,2.327,6.376,0.048,1,deployment
DP-N-0956,1.548,-4.067,0.043,0,deployment
DP-N-1296,1.527,3.433,0.017,0,deployment
DP-N-3524,1.862,0.495,0.027,0,deployment
DP-N-3298,1.828,-1.394,0.038,0,deployment
DP-N-0812,1.705,-0.818,0.029,0,deployment
DP-N-0409,1.272,-1.941,0.039,0,deployment
DP-N-2744,0.917,1.926,0.034,0,deployment
DP-N-3065,0.467,-8.115,0.05,0,deployment
DP-N-0799,1.976,1.812,0.046,0,deployment
DP-N-0421,3.087,-1.989,0.027,0,deployment
DP-N-3061,1.646,-2.197,0.032,0,deployment
DP-N-1978,1.941,0.84,0.042,0,deployment
DP-N-1404,1.947,4.584,0.033,0,deployment
DP-N-0733,0.389,-0.839,0.04,0,deployment
DP-N-0527,2.465,8.031,0.033,0,deployment
DP-N-3603,1.543,3.58,0.037,0,deployment
DP-N-1450,1.484,-1.142,0.029,0,deployment
DP-N-2855,1.616,-0.322,0.044,0,deployment
DP-N-3676,2.221,-3.735,0.049,0,deployment
DP-N-2028,1.182,-2.301,0.064,0,deployment
DP-N-1234,2.141,-1.417,0.046,0,deployment
DP-N-2893,1.706,-4.963,0.036,0,deployment
DP-N-0788,2.668,2.559,0.045,0,deployment
DP-N-3399,1.659,2.483,0.018,0,deployment
DP-N-0687,1.665,-4.329,0.028,0,deployment
DP-N-2386,0.884,2.392,0.022,0,deployment
DP-N-0568,1.043,1.179,0.01,0,deployment
DP-N-3296,1.488,1.115,0.035,0,deployment
DP-N-3439,2.47,-2.478,0.035,0,deployment
DP-N-1689,2.236,-1.629,0.038,0,deployment
DP-N-0410,1.687,3.359,0.025,0,deployment
DP-N-3793,1.19,-0.79,0.05,0,deployment
DP-R-0159,2.964,9.628,0.081,1,deployment
DP-N-1080,1.805,3.695,0.046,0,deployment
DP-N-3505,2.067,2.387,0.028,0,deployment
DP-N-3172,2.155,1.134,0.053,0,deployment
DP-N-1065,1.98,-0.288,0.02,0,deployment
DP-N-2166,1.393,-0.513,0.034,0,deployment
DP-N-1967,2.156,2.985,0.057,0,deployment
DP-N-1016,2.107,-2.195,0.048,0,deployment
DP-N-3220,1.964,-5.739,0.036,0,deployment
DP-N-2560,1.965,-0.572,0.018,0,deployment
DP-N-3385,-0.115,8.408,0.032,0,deployment
DP-N-2914,1.853,0.597,0.03,0,deployment
DP-N-0480,2.455,3.286,0.049,0,deployment
DP-N-0100,1.357,-2.814,0.034,0,deployment
DP-N-3132,2.707,1.836,0.04,0,deployment
DP-N-1550,1.884,1.795,0.046,0,deployment
DP-N-1819,2.168,0.713,0.046,0,deployment
DP-N-2254,1.642,0.504,0.028,0,deployment
DP-R-0080,3.252,9.689,0.06,1,deployment
DP-N-0742,1.017,-1.459,0.038,0,deployment
DP-N-0388,1.105,-0.13,0.032,0,deployment
DP-R-0028,2.181,5.136,0.059,1,deployment
DP-N-1271,2.494,0.513,0.019,0,deployment
DP-N-2054,1.067,5.167,0.021,0,deployment
DP-N-3067,2.5,1.264,0.045,0,deployment
DP-N-2768,0.717,2.159,0.034,0,deployment
DP-N-0024,2.497,-0.838,0.044,0,deployment
DP-N-3289,2.211,-3.903,0.052,0,deployment
DP-N-3751,1.51,-2.846,0.033,0,deployment
DP-N-1970,2.328,4.494,0.048,0,deployment
DP-N-3789,1.479,-0.856,0.064,0,deployment
DP-N-3427,1.585,-5.804,0.027,0,deployment
DP-N-0269,3.001,1.402,0.035,0,deployment
DP-N-3391,2.246,1.408,0.032,0,deployment
DP-N-2394,1.217,-1.46,0.061,0,deployment
DP-N-0106,2.348,-1.452,0.008,0,deployment
DP-N-1339,2.117,-0.439,0.034,0,deployment
DP-N-0167,1.176,3.518,0.033,0,deployment
DP-R-0070,3.281,6.564,0.058,1,deployment
DP-N-0545,1.263,-1.296,0.034,0,deployment
DP-N-1923,1.626,-4.121,0.074,0,deployment
DP-N-1231,1.623,-0.643,0.032,0,deployment
DP-N-0721,2.425,-5.621,0.062,0,deployment
DP-N-0921,1.7,-3.237,0.045,0,deployment
DP-N-3487,2.172,1.374,0.037,0,deployment
DP-N-1519,3.157,-2.08,0.052,0,deployment
DP-N-0904,1.948,0.102,0.044,0,deployment
DP-N-2673,1.817,6.98,0.048,0,deployment
DP-N-1876,1.194,3.542,0.061,0,deployment
DP-R-0196,3.993,9.524,0.058,1,deployment
DP-N-2311,2.157,2.089,0.035,0,deployment
DP-N-1085,2.312,4.242,0.061,0,deployment
DP-N-1002,1.029,-4.82,0.033,0,deployment
DP-N-2576,1.79,0.698,0.025,0,deployment
DP-N-1811,1.118,0.862,0.017,0,deployment
DP-N-3477,2.514,-0.249,0.047,0,deployment
DP-N-2835,2.923,3.966,0.045,0,deployment
DP-N-2439,1.734,-0.954,0.06,0,deployment
DP-N-0350,1.223,1.399,0.033,0,deployment
DP-N-2514,1.269,-1.702,0.044,0,deployment
DP-N-3568,2.68,-0.26,0.048,0,deployment
DP-N-2915,2.815,2.624,0.027,0,deployment
DP-N-0818,1.561,1.119,0.026,0,deployment
DP-N-1999,1.648,1.047,0.043,0,deployment
DP-N-2472,0.981,-1.507,0.063,0,deployment
DP-N-1076,1.738,5.701,0.025,0,deployment
DP-N-0451,2.222,2.812,0.012,0,deployment
DP-N-2993,1.392,5.536,0.052,0,deployment
DP-N-3206,1.628,2.005,0.054,0,deployment
DP-N-0729,1.743,-3.068,0.025,0,deployment
DP-N-1109,2.541,3.034,0.023,0,deployment
DP-N-0755,1.877,-1.265,0.044,0,deployment
DP-N-0299,1.663,-3.081,0.012,0,deployment
DP-N-1737,2.322,3.408,0.032,0,deployment
DP-N-1172,1.409,-4.82,0.041,0,deployment
DP-N-1917,2.392,3.163,0.041,0,deployment
DP-R-0041,3.034,2.632,0.079,1,deployment
DP-N-3198,1.441,2.961,0.026,0,deployment
DP-N-2433,2.439,3.031,0.058,0,deployment
DP-N-1127,1.476,-1.85,0.037,0,deployment
DP-N-1187,3.121,2.281,0.05,0,deployment
DP-N-2146,1.153,3.34,0.021,0,deployment
DP-N-2891,2.528,-2.037,0.026,0,deployment
DP-N-3402,2.685,-4.785,0.043,0,deployment
DP-N-3675,2.024,-0.84,0.036,0,deployment
DP-N-3727,1.653,4.417,0.055,0,deployment
DP-N-0607,2.138,0.085,0.034,0,deployment
DP-N-1288,1.612,6.64,0.04,0,deployment
DP-N-2917,1.845,0.833,0.052,0,deployment
DP-N-2419,1.935,0.895,0.026,0,deployment
DP-N-0953,2.425,-2.981,0.038,0,deployment
DP-N-1890,1.861,3.85,0.041,0,deployment
DP-N-1712,2.34,-2.942,0.024,0,deployment
DP-N-1263,1.907,-1.974,0.022,0,deployment
DP-N-2754,2.167,-0.325,0.05,0,deployment
DP-N-1062,2.36,5.017,0.056,0,deployment
DP-N-0267,2.381,2.388,0.032,0,deployment
DP-N-2389,0.701,-1.863,0.058,0,deployment
DP-N-1598,2.669,-0.016,0.039,0,deployment
DP-N-0158,1.305,-0.576,0.034,0,deployment
DP-N-3074,1.902,0.273,0.052,0,deployment
DP-N-3594,2.213,-3.874,0.034,0,deployment
